sample interval	    ECG	     BP	(C4-A1)	p (sum)
           4597	  0.080	 42.488	  0.016	  0.296
           4598	  0.095	 42.279	  0.013	  0.281
           4599	  0.090	 41.860	  0.012	  0.287
           4600	  0.100	 42.279	  0.009	  0.297
           4601	  0.100	 42.279	  0.008	  0.314
           4602	  0.100	 41.442	  0.010	  0.325
           4603	  0.120	 41.860	  0.008	  0.313
           4604	  0.105	 41.860	  0.008	  0.307
           4605	  0.105	 42.279	  0.009	  0.301
           4606	  0.100	 41.442	  0.012	  0.290
           4607	  0.120	 41.651	  0.014	  0.291
           4608	  0.120	 41.860	  0.015	  0.278
           4609	  0.120	 41.023	  0.017	  0.288
           4610	  0.130	 41.442	  0.019	  0.284
           4611	  0.120	 41.233	  0.020	  0.306
           4612	  0.140	 41.233	  0.018	  0.313
           4613	  0.140	 41.233	  0.018	  0.320
           4614	  0.130	 41.023	  0.015	  0.304
           4615	  0.145	 41.233	  0.011	  0.319
           4616	  0.150	 40.814	  0.008	  0.317
           4617	  0.155	 40.605	  0.007	  0.309
           4618	  0.165	 40.814	  0.003	  0.301
           4619	  0.170	 41.233	 -0.002	  0.307
           4620	  0.160	 40.814	 -0.000	  0.300
           4621	  0.175	 41.442	 -0.001	  0.294
           4622	  0.185	 42.698	 -0.004	  0.277
           4623	  0.180	 43.326	 -0.006	  0.291
           4624	  0.200	 44.163	 -0.008	  0.319
           4625	  0.200	 46.256	 -0.010	  0.296
           4626	  0.210	 48.349	 -0.010	  0.319
           4627	  0.220	 50.651	 -0.009	  0.309
           4628	  0.210	 52.744	 -0.010	  0.319
           4629	  0.220	 55.465	 -0.011	  0.306
           4630	  0.220	 58.395	 -0.010	  0.301
           4631	  0.240	 61.116	 -0.006	  0.307
           4632	  0.235	 64.046	 -0.005	  0.283
           4633	  0.235	 67.186	 -0.004	  0.296
           4634	  0.240	 70.535	 -0.005	  0.300
           4635	  0.230	 74.093	 -0.005	  0.291
           4636	  0.230	 78.070	 -0.006	  0.319
           4637	  0.220	 81.209	 -0.008	  0.313
           4638	  0.230	 84.977	 -0.009	  0.330
           4639	  0.220	 88.535	 -0.009	  0.314
           4640	  0.235	 92.721	 -0.012	  0.310
           4641	  0.220	 96.279	 -0.014	  0.320
           4642	  0.220	 99.419	 -0.016	  0.319
           4643	  0.200	102.977	 -0.022	  0.306
           4644	  0.195	104.860	 -0.027	  0.303
           4645	  0.180	106.953	 -0.028	  0.286
           4646	  0.175	109.046	 -0.027	  0.291
           4647	  0.160	110.512	 -0.030	  0.288
           4648	  0.140	110.721	 -0.030	  0.288
           4649	  0.130	111.139	 -0.029	  0.309
           4650	  0.120	111.139	 -0.031	  0.312
           4651	  0.100	111.349	 -0.028	  0.313
           4652	  0.075	110.302	 -0.025	  0.303
           4653	  0.060	109.256	 -0.023	  0.313
           4654	  0.045	108.209	 -0.024	  0.307
           4655	  0.040	106.953	 -0.022	  0.306
           4656	  0.020	104.651	 -0.018	  0.301
           4657	  0.030	103.605	 -0.017	  0.309
           4658	  0.015	102.139	 -0.016	  0.284
           4659	 -0.000	 99.628	 -0.014	  0.296
           4660	 -0.000	 98.163	 -0.011	  0.299
           4661	  0.010	 96.070	 -0.009	  0.301
           4662	 -0.005	 94.605	 -0.007	  0.299
           4663	 -0.010	 92.302	 -0.010	  0.316
           4664	  0.010	 91.046	 -0.011	  0.313
           4665	 -0.000	 89.163	 -0.017	  0.307
           4666	 -0.015	 87.698	 -0.021	  0.286
           4667	 -0.000	 85.814	 -0.022	  0.290
           4668	  0.005	 84.767	 -0.027	  0.286
           4669	 -0.000	 82.674	 -0.032	  0.272
           4670	 -0.005	 81.000	 -0.032	  0.275
           4671	 -0.000	 80.163	 -0.031	  0.265
           4672	 -0.000	 78.907	 -0.034	  0.284
           4673	  0.005	 77.233	 -0.034	  0.287
           4674	 -0.000	 75.977	 -0.035	  0.297
           4675	 -0.000	 74.721	 -0.038	  0.290
           4676	  0.005	 73.674	 -0.038	  0.287
           4677	 -0.000	 73.046	 -0.039	  0.288
           4678	  0.010	 71.791	 -0.042	  0.294
           4679	  0.025	 70.953	 -0.046	  0.274
           4680	  0.010	 69.907	 -0.048	  0.271
           4681	  0.020	 69.070	 -0.046	  0.268
           4682	  0.025	 68.233	 -0.045	  0.262
           4683	  0.020	 67.605	 -0.044	  0.255
           4684	  0.005	 66.977	 -0.043	  0.272
           4685	  0.040	 66.349	 -0.040	  0.264
           4686	  0.040	 65.302	 -0.038	  0.280
           4687	  0.025	 64.465	 -0.037	  0.293
           4688	  0.040	 63.837	 -0.035	  0.284
           4689	  0.040	 63.209	 -0.035	  0.265
           4690	  0.045	 62.581	 -0.037	  0.281
           4691	  0.040	 61.326	 -0.036	  0.275
           4692	  0.040	 61.116	 -0.035	  0.255
           4693	  0.060	 61.116	 -0.038	  0.261
           4694	  0.040	 59.860	 -0.042	  0.248
           4695	  0.050	 59.233	 -0.040	  0.255
           4696	  0.060	 58.395	 -0.039	  0.248
           4697	  0.040	 58.395	 -0.040	  0.259
           4698	  0.040	 57.767	 -0.039	  0.259
           4699	  0.050	 57.349	 -0.040	  0.277
           4700	  0.050	 56.930	 -0.041	  0.270
           4701	  0.050	 56.721	 -0.043	  0.267
           4702	  0.045	 56.302	 -0.042	  0.278
           4703	  0.060	 55.674	 -0.041	  0.270
           4704	  0.050	 55.674	 -0.041	  0.259
           4705	  0.050	 55.674	 -0.039	  0.257
           4706	  0.045	 54.837	 -0.035	  0.251
           4707	  0.055	 54.628	 -0.035	  0.243
           4708	  0.060	 54.837	 -0.032	  0.255
           4709	  0.070	 54.419	 -0.029	  0.248
           4710	  0.055	 54.419	 -0.025	  0.255
           4711	  0.060	 54.209	 -0.023	  0.274
           4712	  0.060	 54.000	 -0.020	  0.268
           4713	  0.065	 54.000	 -0.020	  0.277
           4714	  0.060	 54.419	 -0.020	  0.254
           4715	  0.055	 54.419	 -0.023	  0.265
           4716	  0.055	 54.419	 -0.024	  0.259
           4717	  0.040	 54.419	 -0.023	  0.254
           4718	  0.075	 53.791	 -0.025	  0.230
           4719	  0.060	 54.628	 -0.030	  0.252
           4720	  0.055	 54.209	 -0.032	  0.233
           4721	  0.060	 54.628	 -0.034	  0.242
           4722	  0.055	 55.465	 -0.037	  0.259
           4723	  0.070	 55.465	 -0.039	  0.243
           4724	  0.060	 55.674	 -0.041	  0.261
           4725	  0.070	 55.674	 -0.041	  0.255
           4726	  0.060	 56.512	 -0.038	  0.272
           4727	  0.050	 56.512	 -0.032	  0.259
           4728	  0.075	 57.140	 -0.030	  0.249
           4729	  0.060	 57.349	 -0.027	  0.246
           4730	  0.050	 57.140	 -0.023	  0.243
           4731	  0.060	 57.349	 -0.017	  0.226
           4732	  0.060	 57.977	 -0.014	  0.251
           4733	  0.060	 58.395	 -0.011	  0.230
           4734	  0.060	 58.814	 -0.010	  0.259
           4735	  0.070	 58.814	 -0.008	  0.251
           4736	  0.065	 58.814	 -0.006	  0.261
           4737	  0.070	 59.233	 -0.007	  0.257
           4738	  0.060	 59.442	 -0.007	  0.278
           4739	  0.070	 60.279	 -0.009	  0.252
           4740	  0.060	 59.860	 -0.013	  0.255
           4741	  0.075	 59.651	 -0.014	  0.241
           4742	  0.075	 60.279	 -0.014	  0.236
           4743	  0.075	 60.279	 -0.019	  0.225
           4744	  0.065	 60.488	 -0.025	  0.226
           4745	  0.080	 59.651	 -0.029	  0.228
           4746	  0.070	 60.279	 -0.031	  0.233
           4747	  0.090	 60.698	 -0.035	  0.232
           4748	  0.065	 60.070	 -0.037	  0.246
           4749	  0.080	 60.279	 -0.042	  0.235
           4750	  0.065	 60.279	 -0.046	  0.238
           4751	  0.080	 60.488	 -0.051	  0.246
           4752	  0.065	 60.279	 -0.051	  0.222
           4753	  0.080	 60.488	 -0.056	  0.232
           4754	  0.080	 60.279	 -0.059	  0.219
           4755	  0.080	 59.651	 -0.057	  0.214
           4756	  0.080	 59.651	 -0.055	  0.197
           4757	  0.090	 59.442	 -0.054	  0.217
           4758	  0.085	 59.023	 -0.053	  0.204
           4759	  0.085	 59.023	 -0.051	  0.232
           4760	  0.075	 58.605	 -0.048	  0.214
           4761	  0.095	 58.395	 -0.044	  0.223
           4762	  0.080	 58.605	 -0.042	  0.230
           4763	  0.095	 57.558	 -0.042	  0.228
           4764	  0.090	 57.977	 -0.040	  0.219
           4765	  0.085	 56.930	 -0.041	  0.217
           4766	  0.090	 57.349	 -0.040	  0.209
           4767	  0.090	 56.721	 -0.039	  0.209
           4768	  0.085	 56.302	 -0.041	  0.186
           4769	  0.100	 56.302	 -0.046	  0.203
           4770	  0.100	 55.465	 -0.044	  0.187
           4771	  0.110	 55.256	 -0.044	  0.199
           4772	  0.110	 55.046	 -0.044	  0.199
           4773	  0.120	 55.046	 -0.045	  0.210
           4774	  0.120	 54.419	 -0.046	  0.216
           4775	  0.120	 53.791	 -0.045	  0.193
           4776	  0.145	 53.372	 -0.044	  0.197
           4777	  0.135	 53.163	 -0.040	  0.186
           4778	  0.145	 53.163	 -0.040	  0.190
           4779	  0.150	 52.744	 -0.042	  0.174
           4780	  0.150	 52.326	 -0.039	  0.170
           4781	  0.170	 52.116	 -0.035	  0.167
           4782	  0.165	 51.907	 -0.034	  0.174
           4783	  0.160	 51.070	 -0.034	  0.168
           4784	  0.180	 51.279	 -0.034	  0.191
           4785	  0.180	 50.651	 -0.036	  0.181
           4786	  0.150	 50.651	 -0.037	  0.188
           4787	  0.130	 50.442	 -0.037	  0.186
           4788	  0.135	 50.023	 -0.040	  0.186
           4789	  0.120	 49.605	 -0.043	  0.170
           4790	  0.115	 49.605	 -0.047	  0.168
           4791	  0.090	 49.814	 -0.049	  0.167
           4792	  0.105	 49.605	 -0.049	  0.158
           4793	  0.080	 48.977	 -0.053	  0.145
           4794	  0.080	 48.767	 -0.056	  0.151
           4795	  0.060	 48.558	 -0.055	  0.146
           4796	  0.070	 48.140	 -0.053	  0.157
           4797	  0.050	 48.349	 -0.055	  0.151
           4798	  0.075	 47.930	 -0.054	  0.159
           4799	  0.060	 47.302	 -0.052	  0.154
           4800	  0.090	 47.512	 -0.052	  0.151
           4801	  0.075	 47.093	 -0.049	  0.155
           4802	  0.065	 46.884	 -0.044	  0.122
           4803	  0.070	 46.256	 -0.042	  0.136
           4804	  0.070	 46.465	 -0.039	  0.116
           4805	  0.075	 46.465	 -0.033	  0.112
           4806	  0.080	 46.046	 -0.027	  0.104
           4807	  0.090	 46.046	 -0.021	  0.116
           4808	  0.075	 45.628	 -0.016	  0.109
           4809	  0.080	 45.419	 -0.014	  0.120
           4810	  0.075	 45.419	 -0.009	  0.116
           4811	  0.090	 44.791	 -0.010	  0.133
           4812	  0.095	 44.581	 -0.009	  0.117
           4813	  0.140	 44.581	 -0.006	  0.117
           4814	  0.190	 44.791	 -0.003	  0.104
           4815	  0.290	 44.163	 -0.000	  0.104
           4816	  0.420	 44.581	  0.009	  0.097
           4817	  0.615	 43.953	  0.017	  0.083
           4818	  0.815	 43.953	  0.021	  0.077
           4819	  0.900	 43.744	  0.017	  0.096
           4820	  0.825	 43.744	  0.010	  0.097
           4821	  0.550	 43.326	 -0.004	  0.097
           4822	  0.175	 42.907	 -0.022	  0.101
           4823	 -0.205	 43.326	 -0.031	  0.099
           4824	 -0.360	 43.326	 -0.035	  0.101
           4825	 -0.395	 42.698	 -0.034	  0.088
           4826	 -0.300	 43.116	 -0.031	  0.087
           4827	 -0.175	 42.279	 -0.025	  0.075
           4828	 -0.105	 42.279	 -0.024	  0.071
           4829	 -0.055	 42.070	 -0.023	  0.061
           4830	 -0.010	 42.070	 -0.021	  0.061
           4831	  0.040	 41.860	 -0.018	  0.051
           4832	  0.050	 42.070	 -0.020	  0.064
           4833	  0.080	 42.070	 -0.020	  0.061
           4834	  0.075	 41.233	 -0.021	  0.070
           4835	  0.075	 41.442	 -0.019	  0.055
           4836	  0.080	 41.651	 -0.020	  0.064
           4837	  0.060	 41.233	 -0.019	  0.054
           4838	  0.080	 40.814	 -0.017	  0.048
           4839	  0.080	 41.233	 -0.019	  0.036
           4840	  0.085	 41.233	 -0.020	  0.032
           4841	  0.090	 40.814	 -0.017	  0.017
           4842	  0.100	 40.605	 -0.014	  0.016
           4843	  0.100	 41.023	 -0.014	  0.006
           4844	  0.095	 40.814	 -0.015	  0.012
           4845	  0.105	 40.395	 -0.011	  0.017
           4846	  0.120	 40.186	 -0.008	  0.016
           4847	  0.115	 40.395	 -0.010	  0.028
           4848	  0.115	 40.395	 -0.010	  0.014
           4849	  0.120	 39.977	 -0.011	  0.017
           4850	  0.120	 40.186	 -0.015	  0.007
           4851	  0.120	 39.767	 -0.016	  0.010
           4852	  0.125	 40.395	 -0.014	 -0.006
           4853	  0.125	 39.767	 -0.015	 -0.012
           4854	  0.125	 39.558	 -0.017	 -0.022
           4855	  0.120	 39.558	 -0.016	 -0.023
           4856	  0.140	 40.186	 -0.012	 -0.029
           4857	  0.125	 40.395	 -0.009	 -0.012
           4858	  0.135	 40.186	 -0.008	 -0.017
           4859	  0.155	 39.558	 -0.003	 -0.003
           4860	  0.145	 39.767	  0.001	 -0.016
           4861	  0.160	 39.767	  0.006	 -0.006
           4862	  0.165	 39.767	  0.010	 -0.022
           4863	  0.160	 39.558	  0.014	 -0.023
           4864	  0.175	 39.767	  0.014	 -0.035
           4865	  0.185	 39.558	  0.012	 -0.035
           4866	  0.175	 39.558	  0.013	 -0.046
           4867	  0.175	 39.767	  0.013	 -0.046
           4868	  0.180	 41.233	  0.008	 -0.051
           4869	  0.195	 41.860	  0.000	 -0.039
           4870	  0.195	 42.698	 -0.004	 -0.036
           4871	  0.180	 44.581	 -0.010	 -0.035
           4872	  0.195	 46.674	 -0.018	 -0.035
           4873	  0.205	 48.767	 -0.023	 -0.041
           4874	  0.215	 51.070	 -0.027	 -0.036
           4875	  0.220	 53.372	 -0.031	 -0.048
           4876	  0.215	 56.302	 -0.031	 -0.051
           4877	  0.225	 59.023	 -0.028	 -0.064
           4878	  0.215	 61.744	 -0.027	 -0.068
           4879	  0.220	 65.512	 -0.027	 -0.077
           4880	  0.225	 68.442	 -0.023	 -0.071
           4881	  0.240	 71.372	 -0.018	 -0.075
           4882	  0.240	 74.930	 -0.013	 -0.061
           4883	  0.240	 78.488	 -0.009	 -0.064
           4884	  0.230	 81.837	 -0.006	 -0.052
           4885	  0.210	 85.395	 -0.002	 -0.062
           4886	  0.210	 88.953	  0.002	 -0.058
           4887	  0.195	 92.302	  0.006	 -0.070
           4888	  0.195	 95.651	  0.008	 -0.074
           4889	  0.200	 98.791	  0.010	 -0.088
           4890	  0.185	101.512	  0.009	 -0.090
           4891	  0.160	103.186	  0.009	 -0.101
           4892	  0.155	105.698	  0.009	 -0.100
           4893	  0.135	106.535	  0.003	 -0.101
           4894	  0.120	107.791	 -0.004	 -0.096
           4895	  0.100	108.000	 -0.010	 -0.094
           4896	  0.085	107.791	 -0.015	 -0.088
           4897	  0.065	108.000	 -0.023	 -0.087
           4898	  0.055	107.372	 -0.028	 -0.096
           4899	  0.040	106.116	 -0.031	 -0.094
           4900	  0.035	105.279	 -0.035	 -0.106
           4901	  0.020	103.605	 -0.035	 -0.107
           4902	  0.015	101.930	 -0.035	 -0.122
           4903	  0.010	100.674	 -0.037	 -0.129
           4904	  0.005	 99.419	 -0.040	 -0.148
           4905	 -0.000	 97.326	 -0.040	 -0.133
           4906	 -0.000	 95.442	 -0.039	 -0.142
           4907	 -0.000	 93.977	 -0.038	 -0.130
           4908	 -0.000	 92.512	 -0.036	 -0.133
           4909	 -0.005	 90.628	 -0.035	 -0.126
           4910	 -0.005	 88.535	 -0.033	 -0.136
           4911	 -0.000	 87.698	 -0.028	 -0.139
           4912	 -0.000	 86.023	 -0.025	 -0.145
           4913	  0.005	 83.930	 -0.020	 -0.158
           4914	 -0.005	 82.465	 -0.019	 -0.165
           4915	  0.005	 80.581	 -0.017	 -0.171
           4916	 -0.000	 79.326	 -0.014	 -0.181
           4917	 -0.000	 78.070	 -0.010	 -0.180
           4918	  0.005	 76.605	 -0.011	 -0.184
           4919	  0.020	 75.349	 -0.012	 -0.172
           4920	  0.010	 73.884	 -0.010	 -0.168
           4921	  0.020	 73.046	 -0.010	 -0.170
           4922	  0.010	 72.000	 -0.012	 -0.162
           4923	  0.020	 70.535	 -0.012	 -0.175
           4924	  0.020	 69.488	 -0.014	 -0.168
           4925	  0.035	 68.442	 -0.016	 -0.187
           4926	  0.035	 68.023	 -0.015	 -0.180
           4927	  0.015	 67.186	 -0.010	 -0.191
           4928	  0.030	 66.558	 -0.011	 -0.194
           4929	  0.035	 65.512	 -0.013	 -0.206
           4930	  0.035	 64.674	 -0.015	 -0.190
           4931	  0.030	 64.256	 -0.013	 -0.190
           4932	  0.035	 63.419	 -0.014	 -0.186
           4933	  0.040	 62.372	 -0.014	 -0.183
           4934	  0.040	 61.744	 -0.015	 -0.174
           4935	  0.050	 61.116	 -0.014	 -0.193
           4936	  0.055	 60.488	 -0.012	 -0.181
           4937	  0.055	 59.860	 -0.011	 -0.193
           4938	  0.045	 59.442	 -0.009	 -0.203
           4939	  0.050	 58.605	 -0.010	 -0.206
           4940	  0.045	 57.977	 -0.012	 -0.201
           4941	  0.040	 57.558	 -0.010	 -0.210
           4942	  0.050	 57.349	 -0.008	 -0.204
           4943	  0.050	 56.512	 -0.009	 -0.217
           4944	  0.060	 56.093	 -0.011	 -0.209
           4945	  0.045	 55.674	 -0.008	 -0.203
           4946	  0.050	 55.465	 -0.010	 -0.193
           4947	  0.055	 54.837	 -0.011	 -0.201
           4948	  0.040	 54.628	 -0.015	 -0.212
           4949	  0.045	 54.000	 -0.018	 -0.219
           4950	  0.050	 53.581	 -0.024	 -0.226
           4951	  0.045	 53.791	 -0.025	 -0.238
           4952	  0.060	 53.163	 -0.025	 -0.246
           4953	  0.050	 52.953	 -0.027	 -0.245
           4954	  0.060	 53.163	 -0.029	 -0.248
           4955	  0.045	 52.953	 -0.029	 -0.239
           4956	  0.040	 52.744	 -0.027	 -0.257
           4957	  0.055	 52.744	 -0.027	 -0.249
           4958	  0.050	 52.326	 -0.028	 -0.245
           4959	  0.060	 52.116	 -0.027	 -0.241
           4960	  0.050	 52.535	 -0.026	 -0.245
           4961	  0.055	 53.163	 -0.024	 -0.249
           4962	  0.050	 52.744	 -0.022	 -0.265
           4963	  0.065	 52.744	 -0.019	 -0.268
           4964	  0.050	 52.953	 -0.019	 -0.281
           4965	  0.055	 52.953	 -0.020	 -0.275
           4966	  0.065	 52.744	 -0.015	 -0.283
           4967	  0.055	 52.953	 -0.012	 -0.283
           4968	  0.065	 53.581	 -0.012	 -0.278
           4969	  0.060	 53.791	 -0.011	 -0.281
           4970	  0.055	 53.791	 -0.008	 -0.264
           4971	  0.060	 54.209	 -0.009	 -0.277
           4972	  0.060	 54.419	 -0.010	 -0.267
           4973	  0.065	 54.628	 -0.009	 -0.278
           4974	  0.060	 54.209	 -0.009	 -0.283
           4975	  0.065	 54.837	 -0.012	 -0.300
           4976	  0.065	 55.046	 -0.010	 -0.301
           4977	  0.065	 55.465	 -0.008	 -0.310
           4978	  0.050	 55.884	 -0.011	 -0.310
           4979	  0.065	 56.093	 -0.012	 -0.304
           4980	  0.060	 56.093	 -0.013	 -0.304
           4981	  0.070	 56.302	 -0.013	 -0.314
           4982	  0.075	 56.930	 -0.013	 -0.307
           4983	  0.080	 56.721	 -0.013	 -0.303
           4984	  0.080	 57.140	 -0.015	 -0.313
           4985	  0.080	 57.140	 -0.014	 -0.320
           4986	  0.090	 57.558	 -0.015	 -0.323
           4987	  0.080	 57.349	 -0.014	 -0.325
           4988	  0.080	 57.349	 -0.011	 -0.333
           4989	  0.090	 57.558	 -0.008	 -0.343
           4990	  0.085	 57.767	 -0.010	 -0.338
           4991	  0.090	 57.558	 -0.005	 -0.342
           4992	  0.085	 57.140	 -0.002	 -0.342
           4993	  0.090	 57.558	 -0.004	 -0.354
           4994	  0.095	 57.558	 -0.005	 -0.359
           4995	  0.095	 57.977	 -0.004	 -0.354
           4996	  0.100	 57.349	 -0.005	 -0.364
           4997	  0.085	 57.558	 -0.006	 -0.375
           4998	  0.100	 57.349	 -0.007	 -0.383
           4999	  0.100	 57.349	 -0.008	 -0.377
           5000	  0.100	 57.558	 -0.015	 -0.406
           5001	  0.095	 57.349	 -0.016	 -0.396
           5002	  0.090	 57.140	 -0.016	 -0.419
           5003	  0.100	 56.930	 -0.020	 -0.419
           5004	  0.080	 56.721	 -0.023	 -0.417
           5005	  0.100	 56.721	 -0.027	 -0.416
           5006	  0.100	 56.302	 -0.029	 -0.410
           5007	  0.100	 56.302	 -0.030	 -0.406
           5008	  0.095	 56.093	 -0.035	 -0.422
           5009	  0.090	 55.465	 -0.037	 -0.404
           5010	  0.120	 55.465	 -0.036	 -0.430
           5011	  0.115	 55.256	 -0.036	 -0.432
           5012	  0.110	 54.628	 -0.034	 -0.430
           5013	  0.115	 54.628	 -0.030	 -0.433
           5014	  0.120	 54.628	 -0.028	 -0.451
           5015	  0.120	 54.628	 -0.027	 -0.448
           5016	  0.120	 54.000	 -0.024	 -0.464
           5017	  0.120	 53.791	 -0.020	 -0.452
           5018	  0.130	 53.791	 -0.022	 -0.429
           5019	  0.135	 53.372	 -0.023	 -0.435
           5020	  0.160	 52.535	 -0.023	 -0.441
           5021	  0.140	 52.953	 -0.026	 -0.435
           5022	  0.150	 52.326	 -0.029	 -0.432
           5023	  0.140	 52.326	 -0.031	 -0.448
           5024	  0.150	 51.488	 -0.032	 -0.468
           5025	  0.140	 51.279	 -0.036	 -0.474
           5026	  0.130	 51.488	 -0.037	 -0.470
           5027	  0.150	 50.860	 -0.035	 -0.478
           5028	  0.120	 50.651	 -0.036	 -0.481
           5029	  0.125	 50.442	 -0.039	 -0.481
           5030	  0.115	 50.233	 -0.037	 -0.458
           5031	  0.115	 50.023	 -0.035	 -0.471
           5032	  0.110	 49.814	 -0.031	 -0.455
           5033	  0.090	 49.186	 -0.029	 -0.465
           5034	  0.080	 48.977	 -0.027	 -0.459
           5035	  0.080	 48.767	 -0.022	 -0.462
           5036	  0.060	 49.186	 -0.019	 -0.464
           5037	  0.055	 48.767	 -0.016	 -0.484
           5038	  0.080	 48.558	 -0.011	 -0.486
           5039	  0.080	 48.140	 -0.010	 -0.486
           5040	  0.065	 48.140	 -0.011	 -0.500
           5041	  0.080	 47.721	 -0.009	 -0.488
           5042	  0.060	 47.302	 -0.009	 -0.470
           5043	  0.080	 46.674	 -0.014	 -0.488
           5044	  0.080	 46.674	 -0.018	 -0.481
           5045	  0.080	 46.256	 -0.019	 -0.474
           5046	  0.070	 46.674	 -0.021	 -0.477
           5047	  0.075	 46.465	 -0.025	 -0.494
           5048	  0.080	 46.256	 -0.027	 -0.490
           5049	  0.080	 46.046	 -0.028	 -0.503
           5050	  0.075	 45.419	 -0.032	 -0.512
           5051	  0.070	 45.209	 -0.031	 -0.519
           5052	  0.120	 44.791	 -0.028	 -0.501
           5053	  0.130	 44.791	 -0.028	 -0.516
           5054	  0.210	 44.791	 -0.026	 -0.516
           5055	  0.320	 44.581	 -0.019	 -0.514
           5056	  0.460	 44.372	 -0.007	 -0.499
           5057	  0.655	 43.744	  0.004	 -0.506
           5058	  0.815	 43.953	  0.013	 -0.516
           5059	  0.890	 43.535	  0.016	 -0.512
           5060	  0.730	 43.535	  0.013	 -0.522
           5061	  0.470	 43.744	  0.004	 -0.545
           5062	  0.110	 42.907	 -0.004	 -0.548
           5063	 -0.220	 42.907	 -0.005	 -0.533
           5064	 -0.335	 42.698	 -0.004	 -0.551
           5065	 -0.350	 42.488	 -0.004	 -0.542
           5066	 -0.240	 42.698	  0.003	 -0.543
           5067	 -0.120	 42.070	  0.005	 -0.546
           5068	 -0.070	 42.488	  0.004	 -0.546
           5069	 -0.030	 42.070	  0.001	 -0.543
           5070	 -0.000	 42.070	  0.002	 -0.542
           5071	  0.045	 41.233	 -0.002	 -0.554
           5072	  0.070	 42.070	 -0.008	 -0.552
           5073	  0.080	 41.442	 -0.015	 -0.565
           5074	  0.085	 41.233	 -0.021	 -0.574
           5075	  0.095	 41.233	 -0.029	 -0.599
           5076	  0.080	 41.233	 -0.034	 -0.603
           5077	  0.080	 41.233	 -0.034	 -0.587
           5078	  0.095	 41.023	 -0.039	 -0.586
           5079	  0.095	 40.395	 -0.043	 -0.612
           5080	  0.095	 40.605	 -0.044	 -0.588
           5081	  0.105	 40.814	 -0.043	 -0.591
           5082	  0.120	 40.395	 -0.044	 -0.586
           5083	  0.105	 40.395	 -0.042	 -0.601
           5084	  0.100	 40.395	 -0.042	 -0.597
           5085	  0.115	 39.977	 -0.040	 -0.594
           5086	  0.120	 40.605	 -0.039	 -0.628
           5087	  0.110	 39.767	 -0.037	 -0.613
           5088	  0.120	 39.558	 -0.034	 -0.636
           5089	  0.115	 40.186	 -0.033	 -0.628
           5090	  0.125	 40.186	 -0.033	 -0.632
           5091	  0.120	 39.977	 -0.032	 -0.609
           5092	  0.130	 39.558	 -0.029	 -0.629
           5093	  0.120	 39.558	 -0.031	 -0.604
           5094	  0.145	 40.186	 -0.032	 -0.610
           5095	  0.130	 39.767	 -0.031	 -0.620
           5096	  0.130	 40.186	 -0.034	 -0.597
           5097	  0.140	 39.349	 -0.038	 -0.630
           5098	  0.130	 39.558	 -0.040	 -0.620
           5099	  0.150	 39.349	 -0.042	 -0.635
           5100	  0.145	 39.349	 -0.047	 -0.636
           5101	  0.160	 39.558	 -0.048	 -0.643
           5102	  0.155	 39.558	 -0.049	 -0.622
           5103	  0.170	 39.349	 -0.050	 -0.630
           5104	  0.160	 39.140	 -0.054	 -0.629
           5105	  0.160	 39.349	 -0.054	 -0.597
           5106	  0.185	 39.349	 -0.054	 -0.622
           5107	  0.180	 39.558	 -0.056	 -0.622
           5108	  0.175	 40.395	 -0.054	 -0.616
           5109	  0.185	 40.814	 -0.053	 -0.614
           5110	  0.195	 41.860	 -0.052	 -0.652
           5111	  0.195	 43.326	 -0.052	 -0.625
           5112	  0.205	 44.791	 -0.049	 -0.662
           5113	  0.210	 47.093	 -0.044	 -0.643
           5114	  0.205	 49.605	 -0.042	 -0.668
           5115	  0.215	 51.488	 -0.040	 -0.628
           5116	  0.235	 53.581	 -0.036	 -0.649
           5117	  0.215	 56.721	 -0.032	 -0.638
           5118	  0.230	 59.651	 -0.031	 -0.617
           5119	  0.240	 62.581	 -0.033	 -0.648
           5120	  0.220	 64.884	 -0.034	 -0.635
           5121	  0.220	 68.651	 -0.035	 -0.636
           5122	  0.230	 71.581	 -0.035	 -0.659
           5123	  0.210	 75.558	 -0.034	 -0.639
           5124	  0.220	 78.279	 -0.034	 -0.664
           5125	  0.205	 82.256	 -0.036	 -0.654
           5126	  0.220	 85.605	 -0.035	 -0.665
           5127	  0.220	 88.744	 -0.033	 -0.659
           5128	  0.200	 92.302	 -0.032	 -0.632
           5129	  0.200	 95.023	 -0.034	 -0.659
           5130	  0.165	 97.953	 -0.034	 -0.632
           5131	  0.185	 99.837	 -0.035	 -0.652
           5132	  0.140	102.139	 -0.035	 -0.638
           5133	  0.160	103.605	 -0.033	 -0.655
           5134	  0.130	104.233	 -0.032	 -0.652
           5135	  0.095	105.070	 -0.030	 -0.667
           5136	  0.080	105.698	 -0.030	 -0.661
           5137	  0.060	104.860	 -0.030	 -0.674
           5138	  0.060	105.070	 -0.028	 -0.668
           5139	  0.050	103.814	 -0.027	 -0.678
           5140	  0.035	103.186	 -0.026	 -0.664
           5141	  0.035	101.721	 -0.022	 -0.671
           5142	  0.020	100.465	 -0.017	 -0.655
           5143	  0.020	 99.419	 -0.017	 -0.652
           5144	  0.015	 97.535	 -0.017	 -0.657
           5145	 -0.000	 95.860	 -0.014	 -0.658
