'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:48:13.776 30/03/1989]',-0.006,80.184,-0.007,0.247
'[23:48:13.780 30/03/1989]',-0.012,80.039,-0.004,0.249
'[23:48:13.784 30/03/1989]',-0.000,80.039,-0.003,0.251
'[23:48:13.788 30/03/1989]',0.002,79.895,-0.004,0.252
'[23:48:13.792 30/03/1989]',-0.000,79.750,-0.004,0.253
'[23:48:13.796 30/03/1989]',0.012,79.316,-0.004,0.254
'[23:48:13.800 30/03/1989]',0.008,79.461,-0.004,0.255
'[23:48:13.804 30/03/1989]',0.010,79.605,-0.000,0.255
'[23:48:13.808 30/03/1989]',0.012,79.461,0.001,0.258
'[23:48:13.812 30/03/1989]',0.028,79.026,0.003,0.258
'[23:48:13.816 30/03/1989]',0.022,78.882,0.003,0.260
'[23:48:13.820 30/03/1989]',0.024,78.737,0.002,0.260
'[23:48:13.824 30/03/1989]',0.024,78.592,0.000,0.262
'[23:48:13.828 30/03/1989]',0.032,78.447,-0.001,0.263
'[23:48:13.832 30/03/1989]',0.030,78.447,-0.005,0.263
'[23:48:13.836 30/03/1989]',0.034,78.303,-0.006,0.264
'[23:48:13.840 30/03/1989]',0.036,78.303,-0.007,0.265
'[23:48:13.844 30/03/1989]',0.052,78.013,-0.004,0.266
'[23:48:13.848 30/03/1989]',0.054,77.868,-0.005,0.267
'[23:48:13.852 30/03/1989]',0.050,77.868,-0.002,0.268
'[23:48:13.856 30/03/1989]',0.052,77.868,-0.002,0.268
'[23:48:13.860 30/03/1989]',0.058,77.868,-0.001,0.269
'[23:48:13.864 30/03/1989]',0.064,77.724,-0.002,0.270
'[23:48:13.868 30/03/1989]',0.068,77.434,-0.002,0.270
'[23:48:13.872 30/03/1989]',0.064,77.434,0.000,0.270
'[23:48:13.876 30/03/1989]',0.068,77.289,-0.003,0.272
'[23:48:13.880 30/03/1989]',0.072,77.289,-0.006,0.272
'[23:48:13.884 30/03/1989]',0.080,77.289,-0.006,0.273
'[23:48:13.888 30/03/1989]',0.090,77.579,-0.010,0.274
'[23:48:13.892 30/03/1989]',0.096,77.868,-0.010,0.274
'[23:48:13.896 30/03/1989]',0.104,78.013,-0.008,0.274
'[23:48:13.900 30/03/1989]',0.102,78.592,-0.004,0.274
'[23:48:13.904 30/03/1989]',0.112,79.461,-0.002,0.276
'[23:48:13.908 30/03/1989]',0.108,80.184,-0.000,0.276
'[23:48:13.912 30/03/1989]',0.122,81.487,0.002,0.276
'[23:48:13.916 30/03/1989]',0.128,82.934,0.001,0.276
'[23:48:13.920 30/03/1989]',0.140,84.092,-0.004,0.277
'[23:48:13.924 30/03/1989]',0.148,85.829,-0.010,0.278
'[23:48:13.928 30/03/1989]',0.160,87.421,-0.011,0.278
'[23:48:13.932 30/03/1989]',0.176,89.447,-0.012,0.278
'[23:48:13.936 30/03/1989]',0.170,91.184,-0.009,0.279
'[23:48:13.940 30/03/1989]',0.190,92.921,-0.005,0.279
'[23:48:13.944 30/03/1989]',0.194,94.947,-0.003,0.280
'[23:48:13.948 30/03/1989]',0.198,97.263,-0.003,0.280
'[23:48:13.952 30/03/1989]',0.220,99.145,-0.003,0.281
'[23:48:13.956 30/03/1989]',0.224,101.461,-0.001,0.281
'[23:48:13.960 30/03/1989]',0.236,103.921,-0.002,0.281
'[23:48:13.964 30/03/1989]',0.236,106.382,-0.005,0.281
'[23:48:13.968 30/03/1989]',0.254,107.974,-0.008,0.281
'[23:48:13.972 30/03/1989]',0.260,110.434,-0.013,0.282
'[23:48:13.976 30/03/1989]',0.262,112.605,-0.019,0.281
'[23:48:13.980 30/03/1989]',0.264,114.921,-0.018,0.281
'[23:48:13.984 30/03/1989]',0.264,116.803,-0.018,0.281
'[23:48:13.988 30/03/1989]',0.264,118.539,-0.013,0.281
'[23:48:13.992 30/03/1989]',0.264,120.421,-0.011,0.281
'[23:48:13.996 30/03/1989]',0.254,121.724,-0.007,0.281
'[23:48:14.000 30/03/1989]',0.248,122.737,-0.004,0.281
'[23:48:14.004 30/03/1989]',0.226,123.750,-0.002,0.281
'[23:48:14.008 30/03/1989]',0.198,124.474,0.000,0.282
'[23:48:14.012 30/03/1989]',0.178,125.053,-0.001,0.281
'[23:48:14.016 30/03/1989]',0.152,125.776,0.003,0.281
'[23:48:14.020 30/03/1989]',0.122,125.632,-0.000,0.281
'[23:48:14.024 30/03/1989]',0.088,125.632,-0.000,0.281
'[23:48:14.028 30/03/1989]',0.064,125.342,-0.002,0.281
'[23:48:14.032 30/03/1989]',0.036,124.908,-0.005,0.281
'[23:48:14.036 30/03/1989]',0.016,124.474,-0.003,0.281
'[23:48:14.040 30/03/1989]',-0.008,124.184,-0.006,0.280
'[23:48:14.044 30/03/1989]',-0.016,123.316,-0.006,0.281
'[23:48:14.048 30/03/1989]',-0.040,122.447,-0.008,0.280
'[23:48:14.052 30/03/1989]',-0.044,121.289,-0.008,0.279
'[23:48:14.056 30/03/1989]',-0.048,120.132,-0.006,0.280
'[23:48:14.060 30/03/1989]',-0.062,119.118,-0.003,0.279
'[23:48:14.064 30/03/1989]',-0.064,118.105,-0.001,0.279
'[23:48:14.068 30/03/1989]',-0.062,116.803,0.004,0.280
'[23:48:14.072 30/03/1989]',-0.064,116.079,0.003,0.278
'[23:48:14.076 30/03/1989]',-0.068,115.211,0.003,0.277
'[23:48:14.080 30/03/1989]',-0.070,114.487,0.001,0.278
'[23:48:14.084 30/03/1989]',-0.070,113.184,0.002,0.277
'[23:48:14.088 30/03/1989]',-0.066,112.316,0.001,0.277
'[23:48:14.092 30/03/1989]',-0.058,111.158,-0.002,0.277
'[23:48:14.096 30/03/1989]',-0.054,110.289,-0.001,0.278
'[23:48:14.100 30/03/1989]',-0.054,109.276,-0.002,0.277
'[23:48:14.104 30/03/1989]',-0.044,108.553,-0.002,0.276
'[23:48:14.108 30/03/1989]',-0.036,107.395,-0.002,0.276
'[23:48:14.112 30/03/1989]',-0.028,106.961,-0.003,0.276
'[23:48:14.116 30/03/1989]',-0.032,106.526,-0.002,0.275
'[23:48:14.120 30/03/1989]',-0.028,105.658,-0.004,0.275
'[23:48:14.124 30/03/1989]',-0.036,105.079,-0.003,0.275
'[23:48:14.128 30/03/1989]',-0.028,104.355,-0.003,0.274
'[23:48:14.132 30/03/1989]',-0.024,103.776,-0.002,0.273
'[23:48:14.136 30/03/1989]',-0.016,103.197,-0.001,0.273
'[23:48:14.140 30/03/1989]',-0.022,102.763,0.002,0.272
'[23:48:14.144 30/03/1989]',-0.010,102.184,0.005,0.273
'[23:48:14.148 30/03/1989]',-0.014,101.461,0.006,0.271
'[23:48:14.152 30/03/1989]',-0.018,101.026,0.003,0.271
'[23:48:14.156 30/03/1989]',-0.000,100.737,0.004,0.270
'[23:48:14.160 30/03/1989]',-0.006,99.868,0.003,0.270
'[23:48:14.164 30/03/1989]',-0.008,99.579,-0.001,0.270
'[23:48:14.168 30/03/1989]',-0.006,98.855,-0.003,0.270
'[23:48:14.172 30/03/1989]',-0.000,98.276,-0.008,0.270
'[23:48:14.176 30/03/1989]',-0.002,97.118,-0.012,0.269
'[23:48:14.180 30/03/1989]',-0.004,97.263,-0.012,0.268
'[23:48:14.184 30/03/1989]',0.008,96.105,-0.011,0.268
'[23:48:14.188 30/03/1989]',0.006,95.816,-0.010,0.267
'[23:48:14.192 30/03/1989]',0.006,94.658,-0.005,0.267
'[23:48:14.196 30/03/1989]',0.022,93.934,-0.003,0.267
'[23:48:14.200 30/03/1989]',0.014,93.211,0.002,0.267
'[23:48:14.204 30/03/1989]',0.010,93.066,0.006,0.266
'[23:48:14.208 30/03/1989]',0.016,92.632,0.007,0.266
'[23:48:14.212 30/03/1989]',0.024,91.763,0.009,0.265
'[23:48:14.216 30/03/1989]',0.024,91.329,0.005,0.265
'[23:48:14.220 30/03/1989]',0.024,91.039,0.002,0.264
'[23:48:14.224 30/03/1989]',0.024,90.750,0.003,0.264
'[23:48:14.228 30/03/1989]',0.028,90.171,0.001,0.263
'[23:48:14.232 30/03/1989]',0.024,90.171,0.003,0.263
'[23:48:14.236 30/03/1989]',0.016,89.737,0.001,0.262
'[23:48:14.240 30/03/1989]',0.020,89.592,-0.001,0.262
'[23:48:14.244 30/03/1989]',0.024,89.592,-0.003,0.261
'[23:48:14.248 30/03/1989]',0.028,89.447,-0.006,0.260
'[23:48:14.252 30/03/1989]',0.036,89.303,-0.004,0.260
'[23:48:14.256 30/03/1989]',0.024,89.447,-0.003,0.259
'[23:48:14.260 30/03/1989]',0.044,89.447,-0.008,0.259
'[23:48:14.264 30/03/1989]',0.028,89.592,-0.009,0.258
'[23:48:14.268 30/03/1989]',0.034,89.737,-0.012,0.258
'[23:48:14.272 30/03/1989]',0.036,89.592,-0.011,0.257
'[23:48:14.276 30/03/1989]',0.038,90.026,-0.009,0.257
'[23:48:14.280 30/03/1989]',0.024,90.605,-0.007,0.256
'[23:48:14.284 30/03/1989]',0.038,90.461,-0.003,0.256
'[23:48:14.288 30/03/1989]',0.032,90.895,-0.001,0.255
'[23:48:14.292 30/03/1989]',0.038,91.474,-0.000,0.254
'[23:48:14.296 30/03/1989]',0.044,91.474,0.001,0.253
'[23:48:14.300 30/03/1989]',0.036,91.908,0.003,0.252
'[23:48:14.304 30/03/1989]',0.046,92.487,0.002,0.252
'[23:48:14.308 30/03/1989]',0.040,92.487,0.002,0.252
'[23:48:14.312 30/03/1989]',0.044,92.921,0.005,0.251
'[23:48:14.316 30/03/1989]',0.054,92.921,0.007,0.252
'[23:48:14.320 30/03/1989]',0.042,93.355,0.008,0.251
'[23:48:14.324 30/03/1989]',0.048,93.500,0.007,0.251
'[23:48:14.328 30/03/1989]',0.048,93.789,0.006,0.250
'[23:48:14.332 30/03/1989]',0.050,93.789,0.002,0.249
'[23:48:14.336 30/03/1989]',0.062,93.645,-0.003,0.249
'[23:48:14.340 30/03/1989]',0.058,93.789,-0.008,0.248
'[23:48:14.344 30/03/1989]',0.066,93.934,-0.014,0.248
'[23:48:14.348 30/03/1989]',0.060,94.368,-0.017,0.247
'[23:48:14.352 30/03/1989]',0.072,94.079,-0.018,0.247
'[23:48:14.356 30/03/1989]',0.072,94.079,-0.014,0.246
'[23:48:14.360 30/03/1989]',0.074,94.079,-0.010,0.246
'[23:48:14.364 30/03/1989]',0.084,93.934,-0.007,0.245
'[23:48:14.368 30/03/1989]',0.082,94.079,-0.004,0.244
'[23:48:14.372 30/03/1989]',0.094,93.934,-0.003,0.244
'[23:48:14.376 30/03/1989]',0.092,93.500,-0.004,0.243
'[23:48:14.380 30/03/1989]',0.108,93.355,-0.000,0.242
'[23:48:14.384 30/03/1989]',0.108,92.921,0.000,0.242
'[23:48:14.388 30/03/1989]',0.120,92.921,0.001,0.241
'[23:48:14.392 30/03/1989]',0.136,92.776,0.000,0.240
'[23:48:14.396 30/03/1989]',0.136,92.632,0.001,0.239
'[23:48:14.400 30/03/1989]',0.128,92.342,0.002,0.238
'[23:48:14.404 30/03/1989]',0.128,92.197,0.005,0.239
'[23:48:14.408 30/03/1989]',0.114,92.197,0.006,0.238
'[23:48:14.412 30/03/1989]',0.114,91.618,0.006,0.237
'[23:48:14.416 30/03/1989]',0.112,91.184,0.005,0.236
'[23:48:14.420 30/03/1989]',0.102,91.184,0.004,0.234
'[23:48:14.424 30/03/1989]',0.108,90.750,0.002,0.235
'[23:48:14.428 30/03/1989]',0.092,90.605,0.000,0.234
'[23:48:14.432 30/03/1989]',0.090,90.461,-0.002,0.233
'[23:48:14.436 30/03/1989]',0.074,90.026,-0.008,0.233
'[23:48:14.440 30/03/1989]',0.072,89.737,-0.008,0.232
'[23:48:14.444 30/03/1989]',0.058,89.447,-0.007,0.231
'[23:48:14.448 30/03/1989]',0.050,89.447,-0.004,0.230
'[23:48:14.452 30/03/1989]',0.050,88.434,0.000,0.229
'[23:48:14.456 30/03/1989]',0.050,88.868,0.005,0.229
'[23:48:14.460 30/03/1989]',0.042,88.289,0.006,0.228
'[23:48:14.464 30/03/1989]',0.058,88.145,0.007,0.228
'[23:48:14.468 30/03/1989]',0.056,87.711,0.006,0.227
'[23:48:14.472 30/03/1989]',0.060,87.711,0.005,0.226
'[23:48:14.476 30/03/1989]',0.066,87.276,0.002,0.226
'[23:48:14.480 30/03/1989]',0.064,86.842,0.003,0.225
'[23:48:14.484 30/03/1989]',0.070,86.408,0.003,0.225
'[23:48:14.488 30/03/1989]',0.050,86.553,0.003,0.224
'[23:48:14.492 30/03/1989]',0.064,86.118,0.002,0.223
'[23:48:14.496 30/03/1989]',0.064,86.118,0.001,0.223
'[23:48:14.500 30/03/1989]',0.068,85.684,0.005,0.222
'[23:48:14.504 30/03/1989]',0.062,85.829,0.007,0.221
'[23:48:14.508 30/03/1989]',0.062,85.395,0.009,0.220
'[23:48:14.512 30/03/1989]',0.066,85.395,0.013,0.220
'[23:48:14.516 30/03/1989]',0.070,84.961,0.015,0.219
'[23:48:14.520 30/03/1989]',0.066,84.961,0.014,0.219
'[23:48:14.524 30/03/1989]',0.068,84.816,0.009,0.218
'[23:48:14.528 30/03/1989]',0.078,84.671,0.008,0.217
'[23:48:14.532 30/03/1989]',0.074,84.816,0.004,0.216
'[23:48:14.536 30/03/1989]',0.068,83.947,0.003,0.215
'[23:48:14.540 30/03/1989]',0.052,84.526,0.003,0.215
'[23:48:14.544 30/03/1989]',0.020,84.092,0.006,0.214
'[23:48:14.548 30/03/1989]',-0.004,84.092,0.004,0.212
'[23:48:14.552 30/03/1989]',-0.010,83.803,0.002,0.212
'[23:48:14.556 30/03/1989]',0.024,83.658,0.002,0.212
'[23:48:14.560 30/03/1989]',0.110,83.658,0.001,0.211
'[23:48:14.564 30/03/1989]',0.284,83.658,-0.001,0.210
'[23:48:14.568 30/03/1989]',0.508,83.224,-0.005,0.210
'[23:48:14.572 30/03/1989]',0.768,83.513,-0.008,0.209
'[23:48:14.576 30/03/1989]',0.992,83.368,-0.009,0.207
'[23:48:14.580 30/03/1989]',1.146,82.934,-0.009,0.207
'[23:48:14.584 30/03/1989]',1.224,83.079,-0.004,0.206
'[23:48:14.588 30/03/1989]',1.152,82.934,0.000,0.205
'[23:48:14.592 30/03/1989]',0.800,82.500,0.003,0.205
'[23:48:14.596 30/03/1989]',0.342,82.500,0.006,0.203
'[23:48:14.600 30/03/1989]',-0.034,82.500,0.008,0.203
'[23:48:14.604 30/03/1989]',-0.292,82.211,0.011,0.201
'[23:48:14.608 30/03/1989]',-0.272,82.066,0.009,0.201
'[23:48:14.612 30/03/1989]',-0.124,81.921,0.011,0.200
'[23:48:14.616 30/03/1989]',-0.016,81.921,0.010,0.199
'[23:48:14.620 30/03/1989]',0.016,81.342,0.009,0.199
'[23:48:14.624 30/03/1989]',0.012,81.487,0.007,0.198
'[23:48:14.628 30/03/1989]',0.002,81.342,0.005,0.197
'[23:48:14.632 30/03/1989]',0.012,81.197,-0.001,0.196
'[23:48:14.636 30/03/1989]',0.006,80.908,-0.005,0.196
'[23:48:14.640 30/03/1989]',0.014,80.763,-0.008,0.195
'[23:48:14.644 30/03/1989]',0.016,80.763,-0.011,0.195
'[23:48:14.648 30/03/1989]',0.012,80.763,-0.011,0.193
'[23:48:14.652 30/03/1989]',0.020,80.474,-0.010,0.192
'[23:48:14.656 30/03/1989]',0.026,80.039,-0.006,0.192
'[23:48:14.660 30/03/1989]',0.026,80.039,0.000,0.191
'[23:48:14.664 30/03/1989]',0.030,80.184,0.002,0.190
'[23:48:14.668 30/03/1989]',0.024,79.605,0.006,0.189
'[23:48:14.672 30/03/1989]',0.044,79.605,0.010,0.188
'[23:48:14.676 30/03/1989]',0.036,79.316,0.011,0.187
'[23:48:14.680 30/03/1989]',0.038,79.605,0.006,0.185
'[23:48:14.684 30/03/1989]',0.040,79.316,0.004,0.185
'[23:48:14.688 30/03/1989]',0.040,79.461,-0.002,0.182
'[23:48:14.692 30/03/1989]',0.036,79.171,-0.006,0.183
'[23:48:14.696 30/03/1989]',0.048,79.026,-0.010,0.180
'[23:48:14.700 30/03/1989]',0.050,79.026,-0.010,0.180
'[23:48:14.704 30/03/1989]',0.050,78.737,-0.006,0.179
'[23:48:14.708 30/03/1989]',0.050,78.592,-0.006,0.178
'[23:48:14.712 30/03/1989]',0.058,78.592,-0.001,0.177
'[23:48:14.716 30/03/1989]',0.056,79.026,0.000,0.175
'[23:48:14.720 30/03/1989]',0.072,78.737,0.003,0.174
'[23:48:14.724 30/03/1989]',0.072,78.592,0.001,0.172
'[23:48:14.728 30/03/1989]',0.080,78.447,0.003,0.172
'[23:48:14.732 30/03/1989]',0.076,78.158,0.003,0.170
'[23:48:14.736 30/03/1989]',0.072,78.158,0.005,0.167
'[23:48:14.740 30/03/1989]',0.080,78.303,0.008,0.166
'[23:48:14.744 30/03/1989]',0.090,78.158,0.014,0.165
'[23:48:14.748 30/03/1989]',0.088,78.303,0.014,0.163
'[23:48:14.752 30/03/1989]',0.092,78.303,0.013,0.162
'[23:48:14.756 30/03/1989]',0.098,78.447,0.012,0.160
'[23:48:14.760 30/03/1989]',0.106,78.447,0.011,0.159
'[23:48:14.764 30/03/1989]',0.106,79.026,0.008,0.158
'[23:48:14.768 30/03/1989]',0.114,79.171,0.006,0.156
'[23:48:14.772 30/03/1989]',0.120,80.474,0.004,0.153
'[23:48:14.776 30/03/1989]',0.134,81.342,0.002,0.152
'[23:48:14.780 30/03/1989]',0.132,82.500,0.002,0.150
'[23:48:14.784 30/03/1989]',0.142,83.658,0.003,0.149
'[23:48:14.788 30/03/1989]',0.146,85.829,0.002,0.148
'[23:48:14.792 30/03/1989]',0.152,87.132,-0.001,0.147
'[23:48:14.796 30/03/1989]',0.164,89.158,0.001,0.145
'[23:48:14.800 30/03/1989]',0.168,91.039,0.001,0.144
'[23:48:14.804 30/03/1989]',0.170,93.211,0.004,0.141
'[23:48:14.808 30/03/1989]',0.176,94.947,0.006,0.140
'[23:48:14.812 30/03/1989]',0.194,97.553,0.007,0.138
'[23:48:14.816 30/03/1989]',0.198,99.579,0.010,0.137
'[23:48:14.820 30/03/1989]',0.216,101.461,0.012,0.136
'[23:48:14.824 30/03/1989]',0.216,104.211,0.013,0.134
'[23:48:14.828 30/03/1989]',0.236,106.237,0.015,0.134
'[23:48:14.832 30/03/1989]',0.238,108.408,0.017,0.132
'[23:48:14.836 30/03/1989]',0.248,110.579,0.015,0.130
'[23:48:14.840 30/03/1989]',0.254,113.184,0.017,0.126
'[23:48:14.844 30/03/1989]',0.254,115.500,0.017,0.123
'[23:48:14.848 30/03/1989]',0.252,117.816,0.015,0.120
'[23:48:14.852 30/03/1989]',0.248,119.553,0.015,0.116
'[23:48:14.856 30/03/1989]',0.248,121.579,0.015,0.112
'[23:48:14.860 30/03/1989]',0.240,123.171,0.015,0.110
'[23:48:14.864 30/03/1989]',0.232,124.618,0.015,0.104
'[23:48:14.868 30/03/1989]',0.214,125.632,0.015,0.100
'[23:48:14.872 30/03/1989]',0.196,126.789,0.016,0.097
'[23:48:14.876 30/03/1989]',0.168,127.513,0.013,0.093
'[23:48:14.880 30/03/1989]',0.144,128.237,0.016,0.087
'[23:48:14.884 30/03/1989]',0.114,128.382,0.015,0.083
'[23:48:14.888 30/03/1989]',0.084,128.526,0.015,0.078
'[23:48:14.892 30/03/1989]',0.062,128.671,0.015,0.073
'[23:48:14.896 30/03/1989]',0.044,128.092,0.014,0.069
'[23:48:14.900 30/03/1989]',0.014,127.803,0.015,0.066
'[23:48:14.904 30/03/1989]',-0.000,126.934,0.014,0.061
'[23:48:14.908 30/03/1989]',-0.016,126.355,0.010,0.057
'[23:48:14.912 30/03/1989]',-0.024,125.342,0.009,0.052
'[23:48:14.916 30/03/1989]',-0.042,124.329,0.005,0.048
'[23:48:14.920 30/03/1989]',-0.046,123.605,0.003,0.043
'[23:48:14.924 30/03/1989]',-0.044,122.303,0.000,0.039
'[23:48:14.928 30/03/1989]',-0.054,121.579,0.000,0.034
'[23:48:14.932 30/03/1989]',-0.050,119.987,-0.000,0.031
'[23:48:14.936 30/03/1989]',-0.050,118.395,-0.001,0.028
'[23:48:14.940 30/03/1989]',-0.048,117.816,0.003,0.023
'[23:48:14.944 30/03/1989]',-0.050,116.513,0.005,0.019
'[23:48:14.948 30/03/1989]',-0.050,115.645,0.011,0.014
'[23:48:14.952 30/03/1989]',-0.050,114.342,0.014,0.011
'[23:48:14.956 30/03/1989]',-0.048,113.618,0.017,0.007
'[23:48:14.960 30/03/1989]',-0.048,112.605,0.019,0.003
'[23:48:14.964 30/03/1989]',-0.044,111.592,0.018,-0.002
'[23:48:14.968 30/03/1989]',-0.040,110.724,0.018,-0.004
'[23:48:14.972 30/03/1989]',-0.038,109.711,0.015,-0.010
'[23:48:14.976 30/03/1989]',-0.032,108.553,0.012,-0.013
'[23:48:14.980 30/03/1989]',-0.034,107.974,0.010,-0.018
'[23:48:14.984 30/03/1989]',-0.028,106.961,0.008,-0.021
'[23:48:14.988 30/03/1989]',-0.024,106.237,0.006,-0.025
'[23:48:14.992 30/03/1989]',-0.018,105.658,0.007,-0.030
'[23:48:14.996 30/03/1989]',-0.016,105.079,0.008,-0.035
'[23:48:15.000 30/03/1989]',-0.026,104.500,0.007,-0.039
'[23:48:15.004 30/03/1989]',-0.008,103.921,0.005,-0.043
'[23:48:15.008 30/03/1989]',-0.016,103.197,0.001,-0.048
'[23:48:15.012 30/03/1989]',-0.004,102.763,-0.002,-0.052
'[23:48:15.016 30/03/1989]',-0.010,102.329,-0.004,-0.056
'[23:48:15.020 30/03/1989]',-0.008,102.039,-0.007,-0.059
'[23:48:15.024 30/03/1989]',-0.008,101.026,-0.005,-0.062
'[23:48:15.028 30/03/1989]',-0.002,100.303,-0.006,-0.064
'[23:48:15.032 30/03/1989]',-0.004,99.868,-0.005,-0.067
'[23:48:15.036 30/03/1989]',0.004,99.145,-0.002,-0.070
'[23:48:15.040 30/03/1989]',0.006,98.711,0.003,-0.073
'[23:48:15.044 30/03/1989]',0.008,97.987,0.008,-0.076
'[23:48:15.048 30/03/1989]',0.004,97.408,0.010,-0.080
'[23:48:15.052 30/03/1989]',0.006,96.684,0.008,-0.083
'[23:48:15.056 30/03/1989]',0.012,95.961,0.011,-0.087
'[23:48:15.060 30/03/1989]',0.016,95.237,0.009,-0.090
'[23:48:15.064 30/03/1989]',0.016,94.658,0.009,-0.095
'[23:48:15.068 30/03/1989]',0.016,94.224,0.007,-0.097
'[23:48:15.072 30/03/1989]',0.018,93.934,0.002,-0.100
'[23:48:15.076 30/03/1989]',0.020,93.500,-0.001,-0.104
'[23:48:15.080 30/03/1989]',0.012,93.211,-0.006,-0.108
'[23:48:15.084 30/03/1989]',0.020,92.342,-0.010,-0.110
'[23:48:15.088 30/03/1989]',0.020,92.197,-0.019,-0.114
'[23:48:15.092 30/03/1989]',0.018,91.908,-0.018,-0.116
'[23:48:15.096 30/03/1989]',0.030,91.329,-0.019,-0.120
'[23:48:15.100 30/03/1989]',0.030,91.474,-0.018,-0.123
'[23:48:15.104 30/03/1989]',0.038,91.329,-0.018,-0.127
'[23:48:15.108 30/03/1989]',0.028,90.750,-0.018,-0.128
'[23:48:15.112 30/03/1989]',0.034,90.605,-0.016,-0.131
'[23:48:15.116 30/03/1989]',0.042,90.750,-0.015,-0.135
'[23:48:15.120 30/03/1989]',0.040,90.750,-0.012,-0.138
'[23:48:15.124 30/03/1989]',0.036,90.895,-0.008,-0.140
'[23:48:15.128 30/03/1989]',0.044,91.039,-0.005,-0.142
'[23:48:15.132 30/03/1989]',0.040,91.184,-0.004,-0.144
'[23:48:15.136 30/03/1989]',0.040,91.039,-0.005,-0.147
'[23:48:15.140 30/03/1989]',0.050,91.184,-0.003,-0.150
'[23:48:15.144 30/03/1989]',0.048,91.908,-0.003,-0.153
'[23:48:15.148 30/03/1989]',0.040,92.342,-0.006,-0.157
'[23:48:15.152 30/03/1989]',0.044,92.342,-0.008,-0.158
'[23:48:15.156 30/03/1989]',0.046,92.921,-0.011,-0.159
'[23:48:15.160 30/03/1989]',0.050,93.066,-0.014,-0.162
'[23:48:15.164 30/03/1989]',0.044,93.934,-0.020,-0.166
'[23:48:15.168 30/03/1989]',0.048,94.224,-0.024,-0.167
'[23:48:15.172 30/03/1989]',0.050,94.803,-0.026,-0.171
'[23:48:15.176 30/03/1989]',0.050,94.947,-0.025,-0.172
'[23:48:15.180 30/03/1989]',0.052,95.526,-0.023,-0.174
'[23:48:15.184 30/03/1989]',0.048,95.816,-0.020,-0.175
'[23:48:15.188 30/03/1989]',0.054,95.816,-0.017,-0.177
'[23:48:15.192 30/03/1989]',0.062,96.105,-0.015,-0.180
'[23:48:15.196 30/03/1989]',0.058,96.684,-0.012,-0.182
'[23:48:15.200 30/03/1989]',0.068,96.829,-0.011,-0.183
'[23:48:15.204 30/03/1989]',0.058,96.974,-0.011,-0.185
'[23:48:15.208 30/03/1989]',0.074,96.974,-0.015,-0.187
'[23:48:15.212 30/03/1989]',0.086,96.829,-0.016,-0.188
'[23:48:15.216 30/03/1989]',0.086,96.829,-0.020,-0.189
'[23:48:15.220 30/03/1989]',0.094,96.829,-0.024,-0.191
'[23:48:15.224 30/03/1989]',0.090,96.684,-0.026,-0.193
'[23:48:15.228 30/03/1989]',0.106,96.829,-0.025,-0.194
'[23:48:15.232 30/03/1989]',0.104,96.395,-0.022,-0.195
'[23:48:15.236 30/03/1989]',0.126,96.829,-0.020,-0.196
'[23:48:15.240 30/03/1989]',0.122,96.395,-0.019,-0.198
'[23:48:15.244 30/03/1989]',0.126,96.395,-0.017,-0.200
'[23:48:15.248 30/03/1989]',0.120,95.816,-0.020,-0.203
'[23:48:15.252 30/03/1989]',0.120,95.671,-0.021,-0.203
'[23:48:15.256 30/03/1989]',0.116,95.382,-0.023,-0.205
'[23:48:15.260 30/03/1989]',0.114,95.237,-0.026,-0.206
'[23:48:15.264 30/03/1989]',0.118,95.092,-0.024,-0.208
'[23:48:15.268 30/03/1989]',0.114,94.658,-0.024,-0.209
'[23:48:15.272 30/03/1989]',0.106,94.368,-0.020,-0.209
'[23:48:15.276 30/03/1989]',0.100,93.789,-0.016,-0.211
'[23:48:15.280 30/03/1989]',0.088,93.500,-0.011,-0.212
'[23:48:15.284 30/03/1989]',0.080,93.066,-0.011,-0.213
'[23:48:15.288 30/03/1989]',0.066,93.066,-0.012,-0.214
'[23:48:15.292 30/03/1989]',0.060,92.632,-0.015,-0.215
'[23:48:15.296 30/03/1989]',0.048,92.487,-0.017,-0.217
'[23:48:15.300 30/03/1989]',0.046,91.763,-0.018,-0.217
'[23:48:15.304 30/03/1989]',0.050,91.474,-0.021,-0.217
'[23:48:15.308 30/03/1989]',0.056,91.184,-0.023,-0.219
'[23:48:15.312 30/03/1989]',0.064,90.605,-0.026,-0.220
'[23:48:15.316 30/03/1989]',0.060,90.461,-0.026,-0.221
'[23:48:15.320 30/03/1989]',0.058,89.882,-0.025,-0.221
'[23:48:15.324 30/03/1989]',0.058,89.882,-0.023,-0.223
'[23:48:15.328 30/03/1989]',0.064,89.158,-0.019,-0.224
'[23:48:15.332 30/03/1989]',0.056,89.013,-0.019,-0.224
'[23:48:15.336 30/03/1989]',0.068,88.579,-0.018,-0.225
'[23:48:15.340 30/03/1989]',0.066,88.434,-0.017,-0.225
'[23:48:15.344 30/03/1989]',0.072,88.000,-0.016,-0.226
'[23:48:15.348 30/03/1989]',0.062,88.145,-0.014,-0.228
'[23:48:15.352 30/03/1989]',0.062,88.000,-0.012,-0.228
'[23:48:15.356 30/03/1989]',0.070,87.566,-0.011,-0.229
'[23:48:15.360 30/03/1989]',0.070,87.132,-0.011,-0.229
'[23:48:15.364 30/03/1989]',0.064,87.132,-0.013,-0.230
