'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[00:49:03.492 01/02/1989]',0.034,141.683,0.000,-0.210
'[00:49:03.496 01/02/1989]',0.028,140.695,0.004,-0.234
'[00:49:03.500 01/02/1989]',0.030,139.904,0.004,-0.258
'[00:49:03.504 01/02/1989]',0.024,138.916,0.001,-0.258
'[00:49:03.508 01/02/1989]',0.026,137.533,0.003,-0.274
'[00:49:03.512 01/02/1989]',0.028,136.545,-0.000,-0.290
'[00:49:03.516 01/02/1989]',0.022,135.359,-0.003,-0.315
'[00:49:03.520 01/02/1989]',0.026,134.569,-0.001,-0.315
'[00:49:03.524 01/02/1989]',0.034,132.988,-0.003,-0.339
'[00:49:03.528 01/02/1989]',0.032,132.593,-0.002,-0.331
'[00:49:03.532 01/02/1989]',0.038,131.407,-0.004,-0.355
'[00:49:03.536 01/02/1989]',0.038,130.419,-0.003,-0.355
'[00:49:03.540 01/02/1989]',0.048,129.233,-0.003,-0.355
'[00:49:03.544 01/02/1989]',0.048,128.245,-0.003,-0.363
'[00:49:03.548 01/02/1989]',0.058,127.455,-0.005,-0.419
'[00:49:03.552 01/02/1989]',0.060,126.269,-0.005,-0.427
'[00:49:03.556 01/02/1989]',0.064,125.084,-0.005,-0.484
'[00:49:03.560 01/02/1989]',0.060,124.293,-0.005,-0.484
'[00:49:03.564 01/02/1989]',0.078,123.108,-0.005,-0.452
'[00:49:03.568 01/02/1989]',0.078,121.922,-0.008,-0.500
'[00:49:03.572 01/02/1989]',0.076,121.132,-0.004,-0.492
'[00:49:03.576 01/02/1989]',0.084,119.551,-0.007,-0.484
'[00:49:03.580 01/02/1989]',0.088,118.365,-0.001,-0.516
'[00:49:03.584 01/02/1989]',0.086,116.982,-0.001,-0.500
'[00:49:03.588 01/02/1989]',0.088,115.599,-0.002,-0.540
'[00:49:03.592 01/02/1989]',0.088,114.808,-0.000,-0.540
'[00:49:03.596 01/02/1989]',0.092,112.832,0.000,-0.565
'[00:49:03.600 01/02/1989]',0.096,111.647,0.003,-0.605
'[00:49:03.604 01/02/1989]',0.110,110.263,0.004,-0.573
'[00:49:03.608 01/02/1989]',0.108,109.078,0.004,-0.613
'[00:49:03.612 01/02/1989]',0.120,108.090,0.006,-0.637
'[00:49:03.616 01/02/1989]',0.132,106.904,0.003,-0.629
'[00:49:03.620 01/02/1989]',0.144,106.509,0.003,-0.637
'[00:49:03.624 01/02/1989]',0.160,105.718,0.006,-0.613
'[00:49:03.628 01/02/1989]',0.176,105.323,0.004,-0.581
'[00:49:03.632 01/02/1989]',0.184,104.730,0.005,-0.613
'[00:49:03.636 01/02/1989]',0.204,104.335,0.006,-0.621
'[00:49:03.640 01/02/1989]',0.220,103.940,0.005,-0.613
'[00:49:03.644 01/02/1989]',0.210,103.742,0.004,-0.637
'[00:49:03.648 01/02/1989]',0.202,103.940,-0.001,-0.613
'[00:49:03.652 01/02/1989]',0.198,104.138,0.001,-0.669
'[00:49:03.656 01/02/1989]',0.194,104.335,0.000,-0.613
'[00:49:03.660 01/02/1989]',0.200,105.126,0.000,-0.653
'[00:49:03.664 01/02/1989]',0.198,105.126,0.002,-0.597
'[00:49:03.668 01/02/1989]',0.204,105.126,0.001,-0.669
'[00:49:03.672 01/02/1989]',0.184,105.718,0.000,-0.629
'[00:49:03.676 01/02/1989]',0.172,106.707,-0.003,-0.581
'[00:49:03.680 01/02/1989]',0.144,106.904,-0.002,-0.589
'[00:49:03.684 01/02/1989]',0.112,107.299,-0.005,-0.613
'[00:49:03.688 01/02/1989]',0.088,107.892,-0.005,-0.637
'[00:49:03.692 01/02/1989]',0.062,108.683,-0.005,-0.621
'[00:49:03.696 01/02/1989]',0.040,109.078,-0.003,-0.613
'[00:49:03.700 01/02/1989]',0.028,109.473,-0.003,-0.661
'[00:49:03.704 01/02/1989]',0.018,109.275,-0.003,-0.613
'[00:49:03.708 01/02/1989]',0.008,110.066,-0.005,-0.629
'[00:49:03.712 01/02/1989]',-0.000,110.856,-0.003,-0.613
'[00:49:03.716 01/02/1989]',-0.008,111.251,-0.006,-0.613
'[00:49:03.720 01/02/1989]',-0.002,111.054,-0.005,-0.597
'[00:49:03.724 01/02/1989]',-0.000,111.647,-0.004,-0.581
'[00:49:03.728 01/02/1989]',-0.000,111.844,-0.005,-0.573
'[00:49:03.732 01/02/1989]',-0.000,111.647,-0.007,-0.589
'[00:49:03.736 01/02/1989]',-0.000,111.844,-0.008,-0.581
'[00:49:03.740 01/02/1989]',-0.000,111.647,-0.010,-0.597
'[00:49:03.744 01/02/1989]',-0.002,112.239,-0.012,-0.605
'[00:49:03.748 01/02/1989]',-0.004,111.647,-0.012,-0.605
'[00:49:03.752 01/02/1989]',-0.000,111.449,-0.013,-0.613
'[00:49:03.756 01/02/1989]',-0.000,111.251,-0.011,-0.621
'[00:49:03.760 01/02/1989]',-0.000,110.856,-0.013,-0.605
'[00:49:03.764 01/02/1989]',0.006,110.659,-0.010,-0.613
'[00:49:03.768 01/02/1989]',0.006,110.659,-0.010,-0.613
'[00:49:03.772 01/02/1989]',0.012,109.671,-0.011,-0.605
'[00:49:03.776 01/02/1989]',0.012,109.275,-0.009,-0.589
'[00:49:03.780 01/02/1989]',0.032,108.880,-0.008,-0.581
'[00:49:03.784 01/02/1989]',0.016,108.287,-0.008,-0.581
'[00:49:03.788 01/02/1989]',-0.018,108.287,-0.008,-0.589
'[00:49:03.792 01/02/1989]',0.022,107.695,-0.007,-0.597
'[00:49:03.796 01/02/1989]',0.168,107.299,-0.005,-0.629
'[00:49:03.800 01/02/1989]',0.428,106.904,-0.002,-0.645
'[00:49:03.804 01/02/1989]',0.772,106.114,-0.002,-0.645
'[00:49:03.808 01/02/1989]',1.052,105.916,-0.007,-0.653
'[00:49:03.812 01/02/1989]',0.872,105.323,-0.011,-0.653
'[00:49:03.816 01/02/1989]',0.718,104.533,-0.018,-0.685
'[00:49:03.820 01/02/1989]',0.296,104.335,-0.022,-0.613
'[00:49:03.824 01/02/1989]',-0.168,103.545,-0.021,-0.613
'[00:49:03.828 01/02/1989]',-0.246,102.952,-0.020,-0.613
'[00:49:03.832 01/02/1989]',-0.318,102.754,-0.018,-0.637
'[00:49:03.836 01/02/1989]',-0.286,102.162,-0.019,-0.613
'[00:49:03.840 01/02/1989]',-0.156,101.964,-0.015,-0.637
'[00:49:03.844 01/02/1989]',-0.072,101.964,-0.015,-0.637
'[00:49:03.848 01/02/1989]',-0.032,101.174,-0.014,-0.661
'[00:49:03.852 01/02/1989]',-0.016,100.581,-0.013,-0.669
'[00:49:03.856 01/02/1989]',-0.016,100.186,-0.012,-0.653
'[00:49:03.860 01/02/1989]',-0.014,99.790,-0.013,-0.653
'[00:49:03.864 01/02/1989]',-0.012,99.593,-0.012,-0.613
'[00:49:03.868 01/02/1989]',-0.000,99.000,-0.012,-0.645
'[00:49:03.872 01/02/1989]',-0.000,98.210,-0.011,-0.645
'[00:49:03.876 01/02/1989]',0.008,98.605,-0.011,-0.637
'[00:49:03.880 01/02/1989]',-0.000,98.012,-0.011,-0.621
'[00:49:03.884 01/02/1989]',0.014,97.419,-0.010,-0.613
'[00:49:03.888 01/02/1989]',0.016,97.419,-0.014,-0.629
'[00:49:03.892 01/02/1989]',0.024,96.826,-0.012,-0.645
'[00:49:03.896 01/02/1989]',0.020,96.431,-0.012,-0.661
'[00:49:03.900 01/02/1989]',0.024,96.233,-0.011,-0.645
'[00:49:03.904 01/02/1989]',0.040,96.431,-0.013,-0.677
'[00:49:03.908 01/02/1989]',0.044,95.838,-0.011,-0.653
'[00:49:03.912 01/02/1989]',0.048,95.048,-0.010,-0.645
'[00:49:03.916 01/02/1989]',0.048,95.048,-0.011,-0.653
'[00:49:03.920 01/02/1989]',0.050,95.048,-0.011,-0.629
'[00:49:03.924 01/02/1989]',0.058,94.653,-0.009,-0.645
'[00:49:03.928 01/02/1989]',0.062,94.850,-0.009,-0.621
'[00:49:03.932 01/02/1989]',0.064,94.653,-0.010,-0.645
'[00:49:03.936 01/02/1989]',0.072,94.060,-0.010,-0.629
'[00:49:03.940 01/02/1989]',0.072,93.665,-0.007,-0.653
'[00:49:03.944 01/02/1989]',0.072,93.862,-0.010,-0.645
'[00:49:03.948 01/02/1989]',0.080,93.467,-0.008,-0.629
'[00:49:03.952 01/02/1989]',0.092,93.862,-0.005,-0.629
'[00:49:03.956 01/02/1989]',0.100,93.862,-0.003,-0.677
'[00:49:03.960 01/02/1989]',0.108,95.048,-0.005,-0.613
'[00:49:03.964 01/02/1989]',0.106,95.838,-0.003,-0.581
'[00:49:03.968 01/02/1989]',0.114,97.221,-0.003,-0.581
'[00:49:03.972 01/02/1989]',0.106,98.605,-0.006,-0.605
'[00:49:03.976 01/02/1989]',0.118,100.778,-0.003,-0.613
'[00:49:03.980 01/02/1989]',0.120,103.150,-0.004,-0.613
'[00:49:03.984 01/02/1989]',0.130,106.114,-0.001,-0.613
'[00:49:03.988 01/02/1989]',0.140,109.275,-0.003,-0.613
'[00:49:03.992 01/02/1989]',0.154,113.227,-0.004,-0.645
'[00:49:03.996 01/02/1989]',0.162,116.389,-0.005,-0.637
'[00:49:04.000 01/02/1989]',0.166,119.748,-0.008,-0.621
'[00:49:04.004 01/02/1989]',0.174,124.293,-0.009,-0.597
'[00:49:04.008 01/02/1989]',0.176,127.455,-0.011,-0.613
'[00:49:04.012 01/02/1989]',0.176,131.802,-0.011,-0.613
'[00:49:04.016 01/02/1989]',0.174,135.557,-0.011,-0.621
'[00:49:04.020 01/02/1989]',0.176,139.509,-0.012,-0.589
'[00:49:04.024 01/02/1989]',0.182,142.473,-0.011,-0.589
'[00:49:04.028 01/02/1989]',0.178,146.030,-0.013,-0.621
'[00:49:04.032 01/02/1989]',0.174,148.796,-0.014,-0.629
'[00:49:04.036 01/02/1989]',0.172,151.168,-0.015,-0.589
'[00:49:04.040 01/02/1989]',0.170,153.539,-0.015,-0.589
'[00:49:04.044 01/02/1989]',0.160,155.317,-0.016,-0.589
'[00:49:04.048 01/02/1989]',0.152,156.700,-0.016,-0.613
'[00:49:04.052 01/02/1989]',0.146,157.689,-0.014,-0.597
'[00:49:04.056 01/02/1989]',0.134,158.281,-0.014,-0.589
'[00:49:04.060 01/02/1989]',0.120,159.072,-0.012,-0.565
'[00:49:04.064 01/02/1989]',0.114,159.072,-0.013,-0.589
'[00:49:04.068 01/02/1989]',0.104,158.874,-0.011,-0.597
'[00:49:04.072 01/02/1989]',0.088,158.479,-0.012,-0.581
'[00:49:04.076 01/02/1989]',0.082,157.491,-0.013,-0.573
'[00:49:04.080 01/02/1989]',0.072,156.700,-0.012,-0.548
'[00:49:04.084 01/02/1989]',0.060,155.317,-0.010,-0.573
'[00:49:04.088 01/02/1989]',0.048,154.329,-0.014,-0.605
'[00:49:04.092 01/02/1989]',0.036,153.736,-0.011,-0.581
'[00:49:04.096 01/02/1989]',0.028,152.156,-0.012,-0.589
'[00:49:04.100 01/02/1989]',0.018,151.168,-0.013,-0.605
'[00:49:04.104 01/02/1989]',0.016,149.587,-0.013,-0.613
'[00:49:04.108 01/02/1989]',0.016,148.599,-0.013,-0.621
'[00:49:04.112 01/02/1989]',0.010,147.413,-0.013,-0.581
'[00:49:04.116 01/02/1989]',0.008,145.832,-0.015,-0.581
'[00:49:04.120 01/02/1989]',0.008,144.844,-0.015,-0.573
'[00:49:04.124 01/02/1989]',0.008,144.054,-0.014,-0.581
'[00:49:04.128 01/02/1989]',0.008,142.868,-0.012,-0.581
'[00:49:04.132 01/02/1989]',0.014,141.683,-0.012,-0.597
'[00:49:04.136 01/02/1989]',0.018,141.090,-0.010,-0.581
'[00:49:04.140 01/02/1989]',0.016,140.102,-0.009,-0.645
'[00:49:04.144 01/02/1989]',0.016,139.509,-0.009,-0.637
'[00:49:04.148 01/02/1989]',0.026,139.311,-0.011,-0.613
'[00:49:04.152 01/02/1989]',0.020,137.730,-0.011,-0.597
'[00:49:04.156 01/02/1989]',0.024,137.730,-0.011,-0.605
'[00:49:04.160 01/02/1989]',0.024,137.138,-0.012,-0.605
'[00:49:04.164 01/02/1989]',0.030,136.150,-0.012,-0.597
'[00:49:04.168 01/02/1989]',0.034,135.359,-0.013,-0.589
'[00:49:04.172 01/02/1989]',0.032,134.766,-0.012,-0.589
'[00:49:04.176 01/02/1989]',0.034,134.371,-0.014,-0.613
'[00:49:04.180 01/02/1989]',0.034,133.778,-0.013,-0.613
'[00:49:04.184 01/02/1989]',0.038,132.988,-0.013,-0.613
'[00:49:04.188 01/02/1989]',0.046,132.198,-0.014,-0.637
'[00:49:04.192 01/02/1989]',0.048,131.407,-0.019,-0.621
'[00:49:04.196 01/02/1989]',0.046,130.419,-0.013,-0.629
'[00:49:04.200 01/02/1989]',0.050,129.431,-0.018,-0.653
'[00:49:04.204 01/02/1989]',0.046,128.443,-0.017,-0.629
'[00:49:04.208 01/02/1989]',0.062,127.257,-0.017,-0.637
'[00:49:04.212 01/02/1989]',0.068,125.677,-0.016,-0.597
'[00:49:04.216 01/02/1989]',0.076,124.293,-0.017,-0.613
'[00:49:04.220 01/02/1989]',0.096,123.108,-0.018,-0.597
'[00:49:04.224 01/02/1989]',0.104,121.329,-0.016,-0.597
'[00:49:04.228 01/02/1989]',0.114,120.144,-0.018,-0.605
'[00:49:04.232 01/02/1989]',0.136,118.563,-0.018,-0.629
'[00:49:04.236 01/02/1989]',0.154,116.784,-0.017,-0.621
'[00:49:04.240 01/02/1989]',0.170,115.796,-0.017,-0.645
'[00:49:04.244 01/02/1989]',0.188,114.611,-0.018,-0.629
'[00:49:04.248 01/02/1989]',0.204,113.425,-0.020,-0.613
'[00:49:04.252 01/02/1989]',0.192,112.437,-0.019,-0.653
'[00:49:04.256 01/02/1989]',0.196,111.647,-0.019,-0.605
'[00:49:04.260 01/02/1989]',0.192,110.856,-0.019,-0.589
'[00:49:04.264 01/02/1989]',0.200,110.066,-0.018,-0.645
'[00:49:04.268 01/02/1989]',0.200,110.066,-0.016,-0.581
'[00:49:04.272 01/02/1989]',0.194,109.275,-0.016,-0.645
'[00:49:04.276 01/02/1989]',0.186,109.473,-0.018,-0.629
'[00:49:04.280 01/02/1989]',0.174,109.275,-0.018,-0.613
'[00:49:04.284 01/02/1989]',0.152,108.880,-0.018,-0.613
'[00:49:04.288 01/02/1989]',0.126,108.880,-0.021,-0.637
'[00:49:04.292 01/02/1989]',0.098,109.473,-0.020,-0.645
'[00:49:04.296 01/02/1989]',0.064,109.671,-0.019,-0.661
'[00:49:04.300 01/02/1989]',0.032,110.263,-0.019,-0.677
'[00:49:04.304 01/02/1989]',0.016,110.659,-0.019,-0.629
'[00:49:04.308 01/02/1989]',-0.000,110.659,-0.017,-0.629
'[00:49:04.312 01/02/1989]',-0.000,111.251,-0.016,-0.629
'[00:49:04.316 01/02/1989]',-0.016,111.647,-0.017,-0.613
'[00:49:04.320 01/02/1989]',-0.024,112.042,-0.016,-0.613
'[00:49:04.324 01/02/1989]',-0.020,112.635,-0.017,-0.653
'[00:49:04.328 01/02/1989]',-0.020,113.030,-0.018,-0.629
'[00:49:04.332 01/02/1989]',-0.026,113.227,-0.021,-0.677
'[00:49:04.336 01/02/1989]',-0.022,114.018,-0.018,-0.661
'[00:49:04.340 01/02/1989]',-0.024,114.611,-0.015,-0.661
'[00:49:04.344 01/02/1989]',-0.026,114.413,-0.015,-0.645
'[00:49:04.348 01/02/1989]',-0.010,114.611,-0.014,-0.669
'[00:49:04.352 01/02/1989]',-0.016,114.611,-0.017,-0.645
'[00:49:04.356 01/02/1989]',-0.014,115.006,-0.013,-0.645
'[00:49:04.360 01/02/1989]',-0.012,115.401,-0.016,-0.613
'[00:49:04.364 01/02/1989]',-0.000,115.006,-0.017,-0.637
'[00:49:04.368 01/02/1989]',-0.008,114.413,-0.016,-0.629
'[00:49:04.372 01/02/1989]',-0.010,114.808,-0.019,-0.645
'[00:49:04.376 01/02/1989]',-0.000,114.215,-0.020,-0.645
'[00:49:04.380 01/02/1989]',0.002,114.413,-0.019,-0.637
'[00:49:04.384 01/02/1989]',0.012,113.820,-0.018,-0.613
'[00:49:04.388 01/02/1989]',0.002,113.623,-0.017,-0.621
'[00:49:04.392 01/02/1989]',-0.008,114.018,-0.017,-0.629
'[00:49:04.396 01/02/1989]',-0.028,112.832,-0.017,-0.645
'[00:49:04.400 01/02/1989]',-0.000,112.437,-0.015,-0.621
'[00:49:04.404 01/02/1989]',0.132,111.844,-0.014,-0.629
'[00:49:04.408 01/02/1989]',0.432,111.449,-0.010,-0.597
'[00:49:04.412 01/02/1989]',0.818,110.856,-0.006,-0.661
'[00:49:04.416 01/02/1989]',1.136,110.263,-0.008,-0.613
'[00:49:04.420 01/02/1989]',1.066,109.868,-0.013,-0.669
'[00:49:04.424 01/02/1989]',0.884,109.473,-0.017,-0.710
'[00:49:04.428 01/02/1989]',0.474,108.880,-0.022,-0.629
'[00:49:04.432 01/02/1989]',0.032,108.287,-0.025,-0.661
'[00:49:04.436 01/02/1989]',-0.184,107.695,-0.022,-0.669
'[00:49:04.440 01/02/1989]',-0.264,107.497,-0.023,-0.661
'[00:49:04.444 01/02/1989]',-0.252,106.311,-0.019,-0.669
'[00:49:04.448 01/02/1989]',-0.156,105.718,-0.019,-0.661
'[00:49:04.452 01/02/1989]',-0.072,105.323,-0.017,-0.653
'[00:49:04.456 01/02/1989]',-0.040,104.928,-0.017,-0.661
'[00:49:04.460 01/02/1989]',-0.032,104.335,-0.020,-0.677
'[00:49:04.464 01/02/1989]',-0.036,104.138,-0.022,-0.653
'[00:49:04.468 01/02/1989]',-0.034,102.952,-0.020,-0.621
'[00:49:04.472 01/02/1989]',-0.036,102.557,-0.021,-0.637
'[00:49:04.476 01/02/1989]',-0.018,102.557,-0.020,-0.645
'[00:49:04.480 01/02/1989]',-0.020,101.964,-0.022,-0.677
'[00:49:04.484 01/02/1989]',-0.008,101.371,-0.020,-0.661
'[00:49:04.488 01/02/1989]',-0.004,101.371,-0.020,-0.669
'[00:49:04.492 01/02/1989]',-0.004,100.581,-0.020,-0.685
'[00:49:04.496 01/02/1989]',-0.000,99.395,-0.018,-0.677
'[00:49:04.500 01/02/1989]',0.004,99.198,-0.019,-0.694
'[00:49:04.504 01/02/1989]',0.008,99.000,-0.020,-0.669
'[00:49:04.508 01/02/1989]',0.012,98.407,-0.021,-0.645
'[00:49:04.512 01/02/1989]',0.016,98.210,-0.020,-0.629
'[00:49:04.516 01/02/1989]',0.024,97.814,-0.022,-0.694
'[00:49:04.520 01/02/1989]',0.028,97.419,-0.022,-0.669
'[00:49:04.524 01/02/1989]',0.032,96.826,-0.022,-0.677
'[00:49:04.528 01/02/1989]',0.040,96.629,-0.022,-0.694
'[00:49:04.532 01/02/1989]',0.044,96.431,-0.023,-0.677
'[00:49:04.536 01/02/1989]',0.052,95.838,-0.022,-0.702
'[00:49:04.540 01/02/1989]',0.056,95.641,-0.020,-0.669
'[00:49:04.544 01/02/1989]',0.056,95.641,-0.020,-0.677
'[00:49:04.548 01/02/1989]',0.060,95.245,-0.021,-0.685
'[00:49:04.552 01/02/1989]',0.070,95.048,-0.020,-0.645
'[00:49:04.556 01/02/1989]',0.072,95.245,-0.020,-0.669
'[00:49:04.560 01/02/1989]',0.072,95.245,-0.018,-0.637
'[00:49:04.564 01/02/1989]',0.088,96.233,-0.017,-0.669
'[00:49:04.568 01/02/1989]',0.088,96.629,-0.015,-0.677
'[00:49:04.572 01/02/1989]',0.100,97.617,-0.013,-0.685
'[00:49:04.576 01/02/1989]',0.110,99.593,-0.015,-0.677
'[00:49:04.580 01/02/1989]',0.118,101.371,-0.013,-0.685
'[00:49:04.584 01/02/1989]',0.124,103.742,-0.015,-0.677
'[00:49:04.588 01/02/1989]',0.122,106.311,-0.013,-0.653
'[00:49:04.592 01/02/1989]',0.134,109.473,-0.015,-0.661
'[00:49:04.596 01/02/1989]',0.136,113.227,-0.013,-0.645
'[00:49:04.600 01/02/1989]',0.136,116.784,-0.015,-0.669
'[00:49:04.604 01/02/1989]',0.160,121.132,-0.016,-0.653
'[00:49:04.608 01/02/1989]',0.162,124.886,-0.016,-0.637
'[00:49:04.612 01/02/1989]',0.178,128.838,-0.017,-0.597
'[00:49:04.616 01/02/1989]',0.168,133.186,-0.019,-0.613
'[00:49:04.620 01/02/1989]',0.178,136.940,-0.019,-0.661
'[00:49:04.624 01/02/1989]',0.188,141.287,-0.018,-0.629
'[00:49:04.628 01/02/1989]',0.184,144.844,-0.020,-0.613
'[00:49:04.632 01/02/1989]',0.190,148.006,-0.018,-0.669
'[00:49:04.636 01/02/1989]',0.184,151.365,-0.017,-0.613
'[00:49:04.640 01/02/1989]',0.184,154.132,-0.015,-0.613
'[00:49:04.644 01/02/1989]',0.176,157.096,-0.018,-0.637
'[00:49:04.648 01/02/1989]',0.174,159.072,-0.016,-0.629
'[00:49:04.652 01/02/1989]',0.170,160.653,-0.017,-0.581
'[00:49:04.656 01/02/1989]',0.160,162.036,-0.018,-0.589
'[00:49:04.660 01/02/1989]',0.160,162.629,-0.017,-0.573
'[00:49:04.664 01/02/1989]',0.156,163.024,-0.019,-0.581
'[00:49:04.668 01/02/1989]',0.140,163.024,-0.018,-0.565
'[00:49:04.672 01/02/1989]',0.132,163.024,-0.018,-0.589
'[00:49:04.676 01/02/1989]',0.108,162.233,-0.020,-0.613
'[00:49:04.680 01/02/1989]',0.096,162.036,-0.020,-0.613
'[00:49:04.684 01/02/1989]',0.092,160.850,-0.021,-0.605
'[00:49:04.688 01/02/1989]',0.062,159.665,-0.020,-0.629
'[00:49:04.692 01/02/1989]',0.076,158.874,-0.022,-0.581
'[00:49:04.696 01/02/1989]',0.048,157.689,-0.018,-0.605
'[00:49:04.700 01/02/1989]',0.030,155.910,-0.023,-0.581
'[00:49:04.704 01/02/1989]',0.026,154.724,-0.022,-0.548
'[00:49:04.708 01/02/1989]',0.016,153.341,-0.022,-0.556
'[00:49:04.712 01/02/1989]',0.008,151.958,-0.022,-0.516
'[00:49:04.716 01/02/1989]',0.016,149.982,-0.021,-0.565
'[00:49:04.720 01/02/1989]',0.018,149.389,-0.023,-0.548
'[00:49:04.724 01/02/1989]',0.012,148.006,-0.023,-0.565
'[00:49:04.728 01/02/1989]',0.008,146.623,-0.021,-0.573
'[00:49:04.732 01/02/1989]',-0.000,145.635,-0.026,-0.565
'[00:49:04.736 01/02/1989]',0.016,144.054,-0.023,-0.548
'[00:49:04.740 01/02/1989]',0.008,143.263,-0.023,-0.548
'[00:49:04.744 01/02/1989]',0.020,142.868,-0.024,-0.548
'[00:49:04.748 01/02/1989]',0.032,141.485,-0.025,-0.548
'[00:49:04.752 01/02/1989]',0.026,140.497,-0.028,-0.548
'[00:49:04.756 01/02/1989]',0.024,139.706,-0.028,-0.540
'[00:49:04.760 01/02/1989]',0.016,138.916,-0.027,-0.516
'[00:49:04.764 01/02/1989]',0.016,138.521,-0.025,-0.524
'[00:49:04.768 01/02/1989]',0.040,137.730,-0.022,-0.516
'[00:49:04.772 01/02/1989]',0.038,136.742,-0.023,-0.500
'[00:49:04.776 01/02/1989]',0.036,136.150,-0.023,-0.500
'[00:49:04.780 01/02/1989]',0.036,135.557,-0.023,-0.524
'[00:49:04.784 01/02/1989]',0.040,134.766,-0.021,-0.516
'[00:49:04.788 01/02/1989]',0.022,134.371,-0.020,-0.508
'[00:49:04.792 01/02/1989]',0.040,133.581,-0.021,-0.508
'[00:49:04.796 01/02/1989]',0.032,132.988,-0.017,-0.468
'[00:49:04.800 01/02/1989]',0.050,132.000,-0.014,-0.452
'[00:49:04.804 01/02/1989]',0.058,130.617,-0.014,-0.452
'[00:49:04.808 01/02/1989]',0.078,129.826,-0.011,-0.452
'[00:49:04.812 01/02/1989]',0.062,128.443,-0.013,-0.435
'[00:49:04.816 01/02/1989]',0.052,127.060,-0.012,-0.460
'[00:49:04.820 01/02/1989]',0.034,125.874,-0.012,-0.427
'[00:49:04.824 01/02/1989]',0.050,123.898,-0.013,-0.435
'[00:49:04.828 01/02/1989]',0.050,122.515,-0.012,-0.444
'[00:49:04.832 01/02/1989]',0.038,121.132,-0.013,-0.435
'[00:49:04.836 01/02/1989]',0.056,119.551,-0.015,-0.403
'[00:49:04.840 01/02/1989]',0.038,118.365,-0.011,-0.387
'[00:49:04.844 01/02/1989]',0.042,116.587,-0.011,-0.379
'[00:49:04.848 01/02/1989]',0.042,115.204,-0.011,-0.355
'[00:49:04.852 01/02/1989]',0.038,113.820,-0.008,-0.347
'[00:49:04.856 01/02/1989]',0.032,112.437,-0.007,-0.379
'[00:49:04.860 01/02/1989]',0.024,111.449,-0.006,-0.347
'[00:49:04.864 01/02/1989]',0.046,110.659,-0.004,-0.339
'[00:49:04.868 01/02/1989]',0.044,109.275,-0.004,-0.331
'[00:49:04.872 01/02/1989]',0.048,108.880,-0.001,-0.323
'[00:49:04.876 01/02/1989]',0.064,108.287,-0.002,-0.315
'[00:49:04.880 01/02/1989]',0.068,107.695,0.000,-0.315
'[00:49:04.884 01/02/1989]',0.070,107.299,0.001,-0.298
'[00:49:04.888 01/02/1989]',0.094,107.695,-0.000,-0.306
'[00:49:04.892 01/02/1989]',0.098,107.497,-0.003,-0.274
'[00:49:04.896 01/02/1989]',0.124,107.299,0.001,-0.242
'[00:49:04.900 01/02/1989]',0.118,106.904,0.001,-0.266
'[00:49:04.904 01/02/1989]',0.144,107.695,0.002,-0.282
'[00:49:04.908 01/02/1989]',0.144,107.892,0.004,-0.250
'[00:49:04.912 01/02/1989]',0.154,107.892,0.002,-0.226
'[00:49:04.916 01/02/1989]',0.174,108.485,-0.000,-0.218
'[00:49:04.920 01/02/1989]',0.174,108.683,0.002,-0.226
'[00:49:04.924 01/02/1989]',0.186,109.275,0.001,-0.266
'[00:49:04.928 01/02/1989]',0.212,109.671,0.002,-0.226
'[00:49:04.932 01/02/1989]',0.194,109.671,0.001,-0.202
'[00:49:04.936 01/02/1989]',0.176,109.868,0.000,-0.226
'[00:49:04.940 01/02/1989]',0.200,110.066,0.001,-0.202
'[00:49:04.944 01/02/1989]',0.160,110.856,0.001,-0.185
'[00:49:04.948 01/02/1989]',0.158,110.856,0.001,-0.169
'[00:49:04.952 01/02/1989]',0.134,111.251,0.003,-0.177
'[00:49:04.956 01/02/1989]',0.108,111.054,0.002,-0.185
'[00:49:04.960 01/02/1989]',0.090,111.449,0.003,-0.169
'[00:49:04.964 01/02/1989]',0.054,111.647,0.004,-0.153
'[00:49:04.968 01/02/1989]',0.044,111.647,0.005,-0.169
'[00:49:04.972 01/02/1989]',0.008,111.054,0.004,-0.161
'[00:49:04.976 01/02/1989]',0.014,110.856,0.003,-0.137
'[00:49:04.980 01/02/1989]',-0.010,111.054,0.003,-0.137
'[00:49:04.984 01/02/1989]',-0.004,110.066,0.004,-0.129
'[00:49:04.988 01/02/1989]',-0.012,110.066,0.002,-0.097
'[00:49:04.992 01/02/1989]',-0.006,110.066,0.003,-0.097
'[00:49:04.996 01/02/1989]',-0.010,109.868,0.002,-0.097
'[00:49:05.000 01/02/1989]',-0.010,109.275,0.002,-0.056
'[00:49:05.004 01/02/1989]',-0.024,109.078,0.002,-0.089
'[00:49:05.008 01/02/1989]',-0.016,108.485,0.002,-0.081
'[00:49:05.012 01/02/1989]',-0.032,108.485,0.002,-0.089
'[00:49:05.016 01/02/1989]',-0.024,107.695,0.000,-0.081
'[00:49:05.020 01/02/1989]',-0.030,107.497,-0.002,-0.081
'[00:49:05.024 01/02/1989]',-0.018,106.904,-0.001,-0.089
'[00:49:05.028 01/02/1989]',-0.014,106.311,-0.001,-0.065
'[00:49:05.032 01/02/1989]',-0.014,106.114,-0.000,-0.056
'[00:49:05.036 01/02/1989]',0.008,105.323,-0.003,-0.048
