sample interval	    ECG	     BP	(C3-O1)	(nasal)
           2838	  0.248	112.605	  0.003	  0.117
           2839	  0.252	114.632	  0.005	  0.115
           2840	  0.248	116.079	  0.002	  0.115
           2841	  0.250	117.816	  0.001	  0.114
           2842	  0.244	119.263	  0.000	  0.113
           2843	  0.222	120.711	  0.003	  0.112
           2844	  0.206	121.289	  0.001	  0.110
           2845	  0.184	122.158	  0.002	  0.109
           2846	  0.160	122.592	  0.001	  0.108
           2847	  0.134	123.026	 -0.003	  0.107
           2848	  0.104	123.171	 -0.005	  0.105
           2849	  0.088	123.171	 -0.007	  0.104
           2850	  0.056	123.026	 -0.008	  0.102
           2851	  0.030	122.447	 -0.006	  0.101
           2852	  0.002	121.579	 -0.006	  0.100
           2853	 -0.008	121.000	 -0.006	  0.098
           2854	 -0.024	120.566	 -0.002	  0.098
           2855	 -0.032	119.553	 -0.003	  0.097
           2856	 -0.038	118.829	 -0.002	  0.095
           2857	 -0.040	117.671	  0.001	  0.094
           2858	 -0.048	116.658	 -0.001	  0.093
           2859	 -0.056	115.645	 -0.000	  0.090
           2860	 -0.058	115.211	  0.001	  0.087
           2861	 -0.060	114.342	  0.003	  0.083
           2862	 -0.060	113.329	  0.001	  0.079
           2863	 -0.054	112.026	  0.001	  0.076
           2864	 -0.056	111.447	  0.001	  0.073
           2865	 -0.056	110.434	  0.002	  0.068
           2866	 -0.048	109.421	 -0.001	  0.063
           2867	 -0.038	108.553	 -0.001	  0.060
           2868	 -0.034	107.539	 -0.002	  0.056
           2869	 -0.036	106.816	 -0.001	  0.051
           2870	 -0.044	106.382	 -0.001	  0.045
           2871	 -0.024	105.658	  0.000	  0.041
           2872	 -0.032	105.079	 -0.002	  0.037
           2873	 -0.024	104.066	 -0.003	  0.032
           2874	 -0.024	103.632	 -0.001	  0.029
           2875	 -0.018	103.197	 -0.002	  0.024
           2876	 -0.024	102.763	 -0.000	  0.019
           2877	 -0.020	101.895	  0.001	  0.016
           2878	 -0.012	101.461	  0.000	  0.011
           2879	 -0.016	101.026	  0.001	  0.008
           2880	 -0.006	100.303	  0.000	  0.003
           2881	 -0.000	 99.868	 -0.002	 -0.001
           2882	 -0.004	 99.724	 -0.003	 -0.005
           2883	 -0.000	 98.855	 -0.003	 -0.010
           2884	  0.004	 98.132	 -0.003	 -0.013
           2885	  0.006	 97.553	 -0.001	 -0.017
           2886	  0.002	 96.829	 -0.001	 -0.020
           2887	 -0.000	 96.539	  0.000	 -0.024
           2888	  0.008	 95.671	  0.000	 -0.026
           2889	  0.008	 95.237	 -0.002	 -0.028
           2890	  0.004	 94.658	 -0.002	 -0.032
           2891	  0.012	 93.500	 -0.008	 -0.033
           2892	  0.016	 93.066	 -0.009	 -0.035
           2893	  0.022	 92.342	 -0.006	 -0.037
           2894	  0.024	 92.053	 -0.006	 -0.040
           2895	  0.028	 91.908	 -0.002	 -0.044
           2896	  0.024	 91.039	  0.000	 -0.047
           2897	  0.022	 91.039	  0.004	 -0.050
           2898	  0.028	 90.750	  0.003	 -0.053
           2899	  0.026	 90.461	  0.007	 -0.055
           2900	  0.022	 90.316	  0.009	 -0.059
           2901	  0.024	 90.171	  0.006	 -0.062
           2902	  0.024	 90.171	  0.006	 -0.065
           2903	  0.036	 90.026	  0.002	 -0.069
           2904	  0.032	 90.026	  0.007	 -0.072
           2905	  0.030	 89.737	  0.007	 -0.075
           2906	  0.036	 89.882	  0.007	 -0.077
           2907	  0.036	 89.737	  0.008	 -0.080
           2908	  0.040	 90.171	  0.015	 -0.082
           2909	  0.046	 90.171	  0.015	 -0.083
           2910	  0.052	 90.026	  0.020	 -0.085
           2911	  0.044	 90.461	  0.023	 -0.087
           2912	  0.036	 91.184	  0.020	 -0.089
           2913	  0.044	 91.184	  0.021	 -0.091
           2914	  0.044	 91.618	  0.019	 -0.093
           2915	  0.042	 91.908	  0.019	 -0.094
           2916	  0.048	 92.342	  0.016	 -0.098
           2917	  0.058	 91.908	  0.011	 -0.099
           2918	  0.054	 92.342	  0.015	 -0.102
           2919	  0.052	 93.066	  0.013	 -0.107
           2920	  0.056	 93.500	  0.013	 -0.111
           2921	  0.052	 93.645	  0.012	 -0.113
           2922	  0.056	 94.079	  0.012	 -0.118
           2923	  0.060	 93.789	  0.011	 -0.120
           2924	  0.062	 94.513	  0.012	 -0.124
           2925	  0.052	 94.658	  0.015	 -0.127
           2926	  0.058	 94.947	  0.015	 -0.131
           2927	  0.066	 94.947	  0.014	 -0.131
           2928	  0.068	 94.947	  0.014	 -0.134
           2929	  0.064	 95.237	  0.014	 -0.136
           2930	  0.072	 94.658	  0.013	 -0.138
           2931	  0.078	 95.092	  0.015	 -0.139
           2932	  0.088	 94.947	  0.013	 -0.142
           2933	  0.078	 94.803	  0.010	 -0.144
           2934	  0.094	 94.513	  0.009	 -0.145
           2935	  0.090	 94.513	  0.011	 -0.147
           2936	  0.110	 94.224	  0.010	 -0.148
           2937	  0.118	 93.645	  0.008	 -0.149
           2938	  0.134	 93.500	  0.007	 -0.150
           2939	  0.134	 93.355	  0.008	 -0.153
           2940	  0.136	 93.355	  0.009	 -0.155
           2941	  0.130	 93.355	  0.011	 -0.157
           2942	  0.136	 92.487	  0.012	 -0.157
           2943	  0.122	 92.342	  0.007	 -0.159
           2944	  0.120	 91.908	  0.005	 -0.162
           2945	  0.122	 91.618	 -0.002	 -0.165
           2946	  0.120	 91.184	 -0.005	 -0.167
           2947	  0.120	 91.039	 -0.007	 -0.169
           2948	  0.124	 90.750	 -0.009	 -0.171
           2949	  0.106	 90.605	 -0.010	 -0.174
           2950	  0.100	 90.316	 -0.009	 -0.175
           2951	  0.078	 89.882	 -0.008	 -0.177
           2952	  0.078	 89.447	 -0.004	 -0.178
           2953	  0.066	 89.447	 -0.001	 -0.180
           2954	  0.062	 89.303	  0.006	 -0.181
           2955	  0.062	 88.434	  0.007	 -0.183
           2956	  0.062	 88.434	  0.009	 -0.183
           2957	  0.070	 88.145	  0.011	 -0.185
           2958	  0.056	 88.145	  0.012	 -0.187
           2959	  0.068	 88.000	  0.012	 -0.188
           2960	  0.060	 87.711	  0.012	 -0.189
           2961	  0.068	 87.132	  0.011	 -0.191
           2962	  0.064	 87.132	  0.008	 -0.193
           2963	  0.066	 87.276	  0.006	 -0.194
           2964	  0.062	 86.987	  0.003	 -0.195
           2965	  0.060	 86.553	  0.004	 -0.196
           2966	  0.052	 86.553	  0.001	 -0.198
           2967	  0.064	 86.553	  0.001	 -0.199
           2968	  0.064	 86.263	 -0.003	 -0.201
           2969	  0.064	 85.974	 -0.005	 -0.201
           2970	  0.064	 85.684	 -0.008	 -0.203
           2971	  0.064	 85.684	 -0.007	 -0.204
           2972	  0.070	 85.395	 -0.005	 -0.205
           2973	  0.074	 85.105	 -0.003	 -0.206
           2974	  0.072	 85.105	  0.000	 -0.207
           2975	  0.070	 84.816	  0.005	 -0.209
           2976	  0.064	 84.526	  0.007	 -0.209
           2977	  0.036	 84.671	  0.007	 -0.210
           2978	  0.012	 84.237	  0.008	 -0.212
           2979	 -0.016	 84.382	  0.008	 -0.213
           2980	 -0.012	 83.947	  0.005	 -0.215
           2981	  0.054	 83.803	  0.002	 -0.217
           2982	  0.180	 84.092	  0.001	 -0.217
           2983	  0.392	 84.092	 -0.003	 -0.219
           2984	  0.644	 83.368	 -0.005	 -0.219
           2985	  0.914	 83.803	 -0.006	 -0.220
           2986	  1.128	 83.368	 -0.006	 -0.222
           2987	  1.272	 83.658	 -0.003	 -0.222
           2988	  1.308	 83.079	 -0.002	 -0.222
           2989	  1.190	 83.079	 -0.000	 -0.223
           2990	  0.740	 82.789	 -0.002	 -0.223
           2991	  0.296	 82.645	 -0.003	 -0.224
           2992	 -0.116	 82.355	 -0.005	 -0.224
           2993	 -0.288	 82.645	 -0.008	 -0.225
           2994	 -0.224	 82.500	 -0.008	 -0.227
           2995	 -0.078	 82.355	 -0.010	 -0.230
           2996	 -0.008	 82.066	 -0.010	 -0.230
           2997	 -0.000	 82.355	 -0.009	 -0.232
           2998	 -0.006	 82.066	 -0.008	 -0.233
           2999	 -0.018	 81.776	 -0.006	 -0.234
           3000	 -0.008	 81.921	 -0.003	 -0.234
           3001	 -0.004	 81.342	 -0.001	 -0.234
           3002	 -0.012	 81.487	  0.000	 -0.236
           3003	 -0.000	 81.053	  0.003	 -0.236
           3004	 -0.008	 81.342	  0.007	 -0.236
           3005	  0.002	 81.342	  0.006	 -0.238
           3006	 -0.000	 80.763	  0.007	 -0.237
           3007	  0.006	 80.618	  0.004	 -0.238
           3008	  0.004	 80.618	  0.004	 -0.237
           3009	  0.008	 80.329	 -0.005	 -0.236
           3010	  0.006	 80.763	 -0.002	 -0.239
           3011	  0.012	 80.329	 -0.004	 -0.240
           3012	  0.018	 80.184	 -0.005	 -0.241
           3013	  0.032	 79.895	 -0.006	 -0.241
           3014	  0.028	 80.039	 -0.006	 -0.242
           3015	  0.032	 79.895	 -0.003	 -0.244
           3016	  0.022	 79.750	 -0.003	 -0.245
           3017	  0.036	 79.171	 -0.001	 -0.245
           3018	  0.036	 79.026	 -0.001	 -0.246
           3019	  0.044	 79.171	 -0.004	 -0.247
           3020	  0.040	 79.461	 -0.005	 -0.247
           3021	  0.046	 79.026	 -0.005	 -0.247
           3022	  0.054	 78.882	 -0.003	 -0.246
           3023	  0.058	 78.592	 -0.002	 -0.246
           3024	  0.058	 78.737	 -0.001	 -0.247
           3025	  0.058	 79.026	 -0.001	 -0.246
           3026	  0.064	 78.447	 -0.003	 -0.247
           3027	  0.064	 78.447	 -0.006	 -0.246
           3028	  0.074	 78.592	 -0.009	 -0.248
           3029	  0.072	 78.882	 -0.009	 -0.247
           3030	  0.082	 78.882	 -0.010	 -0.247
           3031	  0.080	 79.171	 -0.008	 -0.246
           3032	  0.094	 79.171	 -0.007	 -0.247
           3033	  0.100	 80.039	 -0.006	 -0.247
           3034	  0.108	 81.342	 -0.005	 -0.246
           3035	  0.112	 82.500	 -0.005	 -0.247
           3036	  0.122	 83.803	 -0.005	 -0.247
           3037	  0.124	 85.684	 -0.007	 -0.246
           3038	  0.136	 87.132	 -0.010	 -0.246
           3039	  0.144	 89.158	 -0.013	 -0.246
           3040	  0.156	 90.750	 -0.014	 -0.244
           3041	  0.154	 92.776	 -0.015	 -0.243
           3042	  0.164	 95.092	 -0.013	 -0.243
           3043	  0.176	 97.263	 -0.013	 -0.243
           3044	  0.194	 99.145	 -0.012	 -0.244
           3045	  0.206	101.316	 -0.012	 -0.243
           3046	  0.210	103.776	 -0.011	 -0.242
           3047	  0.216	106.237	 -0.010	 -0.243
           3048	  0.230	107.829	 -0.011	 -0.243
           3049	  0.236	110.434	 -0.012	 -0.244
           3050	  0.246	113.039	 -0.018	 -0.244
           3051	  0.248	114.342	 -0.016	 -0.242
           3052	  0.254	116.513	 -0.024	 -0.243
           3053	  0.266	118.105	 -0.028	 -0.243
           3054	  0.258	119.987	 -0.030	 -0.243
           3055	  0.262	121.289	 -0.035	 -0.243
           3056	  0.254	122.737	 -0.036	 -0.243
           3057	  0.244	124.039	 -0.035	 -0.242
           3058	  0.232	124.618	 -0.033	 -0.242
           3059	  0.220	125.342	 -0.029	 -0.241
           3060	  0.194	125.921	 -0.028	 -0.240
           3061	  0.172	125.921	 -0.024	 -0.240
           3062	  0.130	126.211	 -0.024	 -0.240
           3063	  0.104	126.066	 -0.020	 -0.238
           3064	  0.074	126.066	 -0.018	 -0.239
           3065	  0.046	125.776	 -0.014	 -0.238
           3066	  0.016	125.487	 -0.012	 -0.238
           3067	  0.004	124.474	 -0.009	 -0.236
           3068	 -0.016	123.750	 -0.003	 -0.236
           3069	 -0.024	123.026	 -0.003	 -0.234
           3070	 -0.040	122.158	  0.001	 -0.234
           3071	 -0.058	121.724	  0.003	 -0.233
           3072	 -0.056	120.711	  0.003	 -0.232
           3073	 -0.068	119.553	  0.001	 -0.231
           3074	 -0.070	118.539	  0.003	 -0.231
           3075	 -0.064	117.671	  0.002	 -0.230
           3076	 -0.072	116.658	 -0.000	 -0.231
           3077	 -0.072	115.789	 -0.003	 -0.230
           3078	 -0.070	114.776	 -0.006	 -0.230
           3079	 -0.068	114.342	 -0.009	 -0.229
           3080	 -0.068	113.763	 -0.011	 -0.229
           3081	 -0.066	112.605	 -0.011	 -0.228
           3082	 -0.056	111.447	 -0.012	 -0.228
           3083	 -0.060	111.013	 -0.012	 -0.228
           3084	 -0.046	110.289	 -0.013	 -0.228
           3085	 -0.046	109.711	 -0.013	 -0.228
           3086	 -0.048	109.276	 -0.011	 -0.228
           3087	 -0.044	108.553	 -0.012	 -0.227
           3088	 -0.036	107.829	 -0.011	 -0.226
           3089	 -0.038	107.395	 -0.008	 -0.227
           3090	 -0.028	106.816	 -0.009	 -0.227
           3091	 -0.030	106.671	 -0.009	 -0.228
           3092	 -0.024	106.092	 -0.010	 -0.228
           3093	 -0.032	105.947	 -0.011	 -0.228
           3094	 -0.024	105.079	 -0.012	 -0.228
           3095	 -0.024	105.079	 -0.009	 -0.228
           3096	 -0.018	104.645	 -0.007	 -0.228
           3097	 -0.018	104.066	 -0.007	 -0.227
           3098	 -0.016	103.632	 -0.008	 -0.226
           3099	 -0.006	103.197	 -0.008	 -0.226
           3100	 -0.006	102.039	 -0.009	 -0.224
           3101	 -0.000	101.316	 -0.012	 -0.223
           3102	 -0.000	100.882	 -0.009	 -0.224
           3103	 -0.002	100.013	 -0.011	 -0.225
           3104	 -0.002	 99.868	 -0.012	 -0.223
           3105	 -0.000	 99.000	 -0.014	 -0.223
           3106	  0.008	 98.132	 -0.016	 -0.222
           3107	  0.004	 97.842	 -0.015	 -0.222
           3108	  0.016	 97.118	 -0.018	 -0.222
           3109	  0.012	 96.539	 -0.017	 -0.221
           3110	  0.016	 96.105	 -0.017	 -0.220
           3111	  0.012	 95.671	 -0.015	 -0.220
           3112	  0.008	 95.237	 -0.013	 -0.220
           3113	  0.016	 94.947	 -0.009	 -0.219
           3114	  0.012	 94.947	 -0.005	 -0.219
           3115	  0.012	 94.658	 -0.003	 -0.218
           3116	  0.016	 94.224	 -0.003	 -0.218
           3117	  0.018	 94.079	 -0.003	 -0.217
           3118	  0.022	 93.934	 -0.002	 -0.217
           3119	  0.022	 93.500	 -0.001	 -0.216
           3120	  0.024	 93.645	 -0.001	 -0.216
           3121	  0.022	 93.500	 -0.002	 -0.214
           3122	  0.024	 93.500	 -0.000	 -0.214
           3123	  0.032	 93.211	 -0.000	 -0.214
           3124	  0.024	 93.789	 -0.001	 -0.213
           3125	  0.026	 93.645	  0.001	 -0.213
           3126	  0.032	 93.355	 -0.001	 -0.211
           3127	  0.030	 93.934	 -0.001	 -0.211
           3128	  0.040	 94.079	 -0.000	 -0.210
           3129	  0.034	 94.079	 -0.003	 -0.209
           3130	  0.040	 94.224	 -0.005	 -0.210
           3131	  0.034	 94.803	 -0.009	 -0.209
           3132	  0.034	 94.947	 -0.013	 -0.208
           3133	  0.034	 95.382	 -0.016	 -0.208
           3134	  0.044	 95.816	 -0.020	 -0.208
           3135	  0.042	 95.816	 -0.019	 -0.208
           3136	  0.044	 96.105	 -0.019	 -0.207
           3137	  0.048	 96.395	 -0.015	 -0.208
           3138	  0.048	 96.395	 -0.009	 -0.207
           3139	  0.050	 96.539	 -0.002	 -0.206
           3140	  0.044	 96.539	  0.000	 -0.206
           3141	  0.048	 96.829	  0.004	 -0.207
           3142	  0.046	 96.974	  0.003	 -0.207
           3143	  0.050	 97.118	  0.000	 -0.207
           3144	  0.052	 96.684	 -0.000	 -0.206
           3145	  0.054	 96.974	 -0.000	 -0.207
           3146	  0.060	 96.974	 -0.003	 -0.206
           3147	  0.064	 96.829	 -0.000	 -0.206
           3148	  0.068	 96.829	 -0.001	 -0.206
           3149	  0.072	 96.395	 -0.002	 -0.206
           3150	  0.078	 96.105	 -0.003	 -0.204
           3151	  0.088	 95.961	 -0.006	 -0.205
           3152	  0.088	 95.816	 -0.011	 -0.205
           3153	  0.096	 95.671	 -0.013	 -0.205
           3154	  0.102	 95.526	 -0.015	 -0.204
           3155	  0.112	 95.237	 -0.015	 -0.203
           3156	  0.122	 94.803	 -0.015	 -0.203
           3157	  0.128	 94.803	 -0.017	 -0.203
           3158	  0.132	 94.224	 -0.015	 -0.203
           3159	  0.142	 93.645	 -0.018	 -0.202
           3160	  0.128	 93.500	 -0.017	 -0.201
           3161	  0.128	 93.645	 -0.013	 -0.201
           3162	  0.120	 93.645	 -0.012	 -0.201
           3163	  0.118	 93.066	 -0.006	 -0.200
           3164	  0.118	 92.776	 -0.002	 -0.201
           3165	  0.118	 92.632	  0.001	 -0.200
           3166	  0.116	 92.342	  0.004	 -0.199
           3167	  0.110	 92.197	  0.001	 -0.198
           3168	  0.096	 91.763	  0.000	 -0.198
           3169	  0.090	 91.329	 -0.002	 -0.196
           3170	  0.080	 91.329	 -0.005	 -0.197
           3171	  0.064	 90.605	 -0.004	 -0.195
           3172	  0.052	 90.461	 -0.002	 -0.195
           3173	  0.050	 90.316	 -0.003	 -0.195
           3174	  0.054	 90.026	 -0.001	 -0.195
           3175	  0.052	 89.592	 -0.001	 -0.195
           3176	  0.060	 89.158	 -0.001	 -0.193
           3177	  0.060	 89.013	 -0.003	 -0.193
           3178	  0.072	 88.868	 -0.004	 -0.192
           3179	  0.064	 88.289	 -0.006	 -0.190
           3180	  0.058	 88.289	 -0.009	 -0.190
           3181	  0.056	 88.289	 -0.012	 -0.191
           3182	  0.066	 87.711	 -0.012	 -0.189
           3183	  0.066	 87.566	 -0.014	 -0.188
           3184	  0.068	 86.987	 -0.015	 -0.187
           3185	  0.068	 87.132	 -0.013	 -0.188
           3186	  0.074	 86.553	 -0.011	 -0.186
           3187	  0.066	 86.842	 -0.009	 -0.187
           3188	  0.068	 86.263	 -0.008	 -0.186
           3189	  0.072	 86.553	 -0.006	 -0.185
           3190	  0.072	 85.539	 -0.006	 -0.185
           3191	  0.074	 85.974	 -0.007	 -0.185
           3192	  0.066	 85.974	 -0.003	 -0.185
           3193	  0.072	 85.974	 -0.003	 -0.185
           3194	  0.066	 85.539	 -0.000	 -0.185
           3195	  0.054	 85.539	 -0.001	 -0.185
           3196	  0.026	 85.250	  0.002	 -0.182
           3197	 -0.004	 84.816	  0.002	 -0.181
           3198	 -0.030	 84.961	  0.003	 -0.181
           3199	 -0.004	 84.671	  0.003	 -0.181
           3200	  0.090	 84.526	  0.003	 -0.179
           3201	  0.242	 84.671	  0.000	 -0.179
           3202	  0.492	 83.803	 -0.004	 -0.177
           3203	  0.756	 84.237	 -0.008	 -0.177
           3204	  1.016	 84.237	 -0.012	 -0.177
           3205	  1.224	 83.658	 -0.010	 -0.176
           3206	  1.350	 83.803	 -0.008	 -0.175
           3207	  1.354	 83.513	 -0.005	 -0.175
           3208	  1.160	 83.368	 -0.003	 -0.174
           3209	  0.666	 83.368	 -0.003	 -0.174
           3210	  0.228	 83.224	 -0.004	 -0.173
           3211	 -0.170	 83.079	 -0.005	 -0.173
           3212	 -0.300	 83.079	 -0.007	 -0.172
           3213	 -0.194	 82.500	 -0.008	 -0.171
           3214	 -0.056	 82.500	 -0.007	 -0.171
           3215	 -0.000	 82.500	 -0.004	 -0.170
           3216	 -0.008	 82.645	 -0.005	 -0.172
           3217	 -0.008	 82.211	 -0.003	 -0.170
           3218	 -0.016	 82.355	 -0.006	 -0.170
           3219	 -0.004	 81.921	 -0.007	 -0.168
           3220	 -0.012	 81.921	 -0.008	 -0.167
           3221	 -0.014	 81.776	 -0.006	 -0.166
           3222	 -0.006	 81.487	 -0.004	 -0.167
           3223	 -0.000	 81.197	 -0.004	 -0.164
           3224	  0.004	 81.053	 -0.005	 -0.164
           3225	  0.006	 80.908	 -0.008	 -0.164
           3226	  0.010	 80.908	 -0.011	 -0.163
           3227	  0.014	 81.053	 -0.014	 -0.163
           3228	  0.022	 80.618	 -0.014	 -0.162
           3229	  0.024	 80.474	 -0.012	 -0.161
           3230	  0.026	 80.474	 -0.009	 -0.160
           3231	  0.022	 80.329	 -0.007	 -0.158
           3232	  0.026	 80.039	 -0.004	 -0.159
           3233	  0.032	 79.605	 -0.006	 -0.157
           3234	  0.032	 79.605	 -0.007	 -0.157
           3235	  0.038	 79.605	 -0.005	 -0.156
           3236	  0.040	 79.171	 -0.006	 -0.154
           3237	  0.040	 79.605	 -0.006	 -0.155
           3238	  0.050	 79.605	 -0.004	 -0.156
           3239	  0.052	 79.316	 -0.004	 -0.154
           3240	  0.056	 78.447	 -0.002	 -0.151
           3241	  0.062	 79.026	 -0.002	 -0.152
           3242	  0.064	 79.026	  0.000	 -0.151
           3243	  0.070	 79.171	  0.002	 -0.150
           3244	  0.066	 79.026	  0.000	 -0.150
           3245	  0.070	 79.026	  0.001	 -0.148
           3246	  0.080	 78.737	 -0.001	 -0.148
           3247	  0.084	 78.447	 -0.003	 -0.147
           3248	  0.088	 78.737	 -0.006	 -0.145
           3249	  0.094	 79.171	 -0.006	 -0.146
           3250	  0.094	 79.605	 -0.007	 -0.144
           3251	  0.110	 80.329	 -0.008	 -0.145
           3252	  0.108	 81.342	 -0.011	 -0.144
           3253	  0.114	 82.500	 -0.011	 -0.144
           3254	  0.122	 84.092	 -0.008	 -0.143
           3255	  0.130	 85.105	 -0.006	 -0.143
           3256	  0.130	 87.276	 -0.001	 -0.143
           3257	  0.144	 88.868	  0.001	 -0.142
           3258	  0.148	 91.039	  0.001	 -0.142
           3259	  0.158	 92.632	  0.000	 -0.140
           3260	  0.168	 94.513	 -0.004	 -0.140
           3261	  0.174	 96.974	 -0.005	 -0.139
           3262	  0.186	 99.145	 -0.008	 -0.139
           3263	  0.200	101.316	 -0.009	 -0.138
           3264	  0.210	103.342	 -0.007	 -0.137
           3265	  0.224	105.368	 -0.008	 -0.136
           3266	  0.222	108.263	 -0.005	 -0.137
           3267	  0.244	109.855	 -0.006	 -0.134
           3268	  0.248	112.461	 -0.003	 -0.133
           3269	  0.264	114.342	 -0.005	 -0.133
           3270	  0.266	116.513	 -0.007	 -0.133
           3271	  0.264	118.395	 -0.009	 -0.131
           3272	  0.272	120.276	 -0.012	 -0.131
           3273	  0.272	122.013	 -0.015	 -0.130
           3274	  0.280	123.461	 -0.016	 -0.130
           3275	  0.270	124.763	 -0.016	 -0.128
           3276	  0.264	125.632	 -0.017	 -0.129
           3277	  0.246	126.645	 -0.015	 -0.126
           3278	  0.232	127.079	 -0.011	 -0.127
           3279	  0.202	127.368	 -0.007	 -0.125
           3280	  0.174	127.513	 -0.006	 -0.126
           3281	  0.144	127.947	 -0.004	 -0.125
           3282	  0.120	127.658	 -0.003	 -0.124
           3283	  0.080	127.513	 -0.003	 -0.125
           3284	  0.048	126.645	 -0.005	 -0.124
           3285	  0.024	126.500	 -0.006	 -0.124
           3286	  0.004	125.776	 -0.009	 -0.122
           3287	 -0.018	125.342	 -0.010	 -0.122
           3288	 -0.026	124.763	 -0.009	 -0.121
           3289	 -0.052	123.750	 -0.007	 -0.120
           3290	 -0.058	122.592	 -0.008	 -0.120
           3291	 -0.072	122.013	 -0.010	 -0.120
           3292	 -0.076	121.289	 -0.010	 -0.118
           3293	 -0.074	120.276	 -0.011	 -0.117
           3294	 -0.072	119.118	 -0.012	 -0.116
           3295	 -0.076	118.539	 -0.011	 -0.116
           3296	 -0.066	117.526	 -0.007	 -0.114
           3297	 -0.070	116.513	 -0.004	 -0.114
           3298	 -0.076	115.934	  0.000	 -0.114
           3299	 -0.068	114.921	  0.003	 -0.114
           3300	 -0.066	114.487	  0.003	 -0.112
           3301	 -0.062	113.618	  0.000	 -0.112
           3302	 -0.062	113.039	 -0.001	 -0.111
           3303	 -0.054	112.461	 -0.002	 -0.110
           3304	 -0.058	111.592	 -0.002	 -0.110
           3305	 -0.050	110.868	 -0.001	 -0.109
           3306	 -0.046	110.289	 -0.001	 -0.109
           3307	 -0.048	109.566	  0.000	 -0.108
           3308	 -0.038	108.987	  0.001	 -0.107
           3309	 -0.036	108.553	  0.002	 -0.106
           3310	 -0.026	107.829	  0.002	 -0.106
           3311	 -0.024	107.395	  0.001	 -0.104
           3312	 -0.024	106.816	  0.000	 -0.104
           3313	 -0.024	106.382	 -0.001	 -0.105
           3314	 -0.024	106.092	 -0.002	 -0.104
           3315	 -0.016	105.224	 -0.005	 -0.103
           3316	 -0.018	105.224	 -0.011	 -0.102
           3317	 -0.012	104.355	 -0.014	 -0.101
           3318	 -0.008	103.342	 -0.016	 -0.101
           3319	 -0.014	103.197	 -0.015	 -0.101
           3320	 -0.016	102.763	 -0.014	 -0.100
           3321	 -0.014	101.750	 -0.011	 -0.099
           3322	 -0.010	101.171	 -0.004	 -0.100
           3323	 -0.008	100.882	 -0.002	 -0.098
           3324	 -0.006	 99.868	  0.002	 -0.098
           3325	 -0.000	 99.289	  0.005	 -0.097
           3326	 -0.000	 98.711	  0.005	 -0.096
           3327	 -0.004	 98.132	  0.002	 -0.096
           3328	 -0.000	 97.553	 -0.001	 -0.096
           3329	  0.004	 96.974	 -0.004	 -0.094
           3330	  0.006	 96.539	 -0.008	 -0.094
           3331	  0.016	 95.382	 -0.011	 -0.093
           3332	  0.010	 95.237	 -0.008	 -0.093
           3333	  0.008	 94.947	 -0.008	 -0.093
           3334	  0.006	 94.513	 -0.009	 -0.091
           3335	  0.018	 94.368	 -0.008	 -0.091
           3336	  0.016	 94.224	 -0.009	 -0.091
           3337	  0.010	 94.224	 -0.008	 -0.091
           3338	  0.016	 93.645	 -0.011	 -0.089
           3339	  0.012	 93.645	 -0.011	 -0.089
           3340	  0.018	 93.500	 -0.011	 -0.087
           3341	  0.016	 93.500	 -0.012	 -0.087
           3342	  0.016	 93.500	 -0.012	 -0.085
           3343	  0.024	 93.500	 -0.012	 -0.085
           3344	  0.026	 93.355	 -0.010	 -0.083
           3345	  0.030	 93.500	 -0.011	 -0.083
           3346	  0.032	 93.934	 -0.008	 -0.082
           3347	  0.032	 94.079	 -0.007	 -0.082
           3348	  0.032	 94.224	 -0.005	 -0.080
           3349	  0.040	 94.079	 -0.003	 -0.079
           3350	  0.032	 94.368	  0.001	 -0.078
           3351	  0.040	 94.368	 -0.002	 -0.078
           3352	  0.040	 94.803	 -0.002	 -0.076
           3353	  0.040	 95.237	 -0.003	 -0.075
           3354	  0.038	 95.526	 -0.002	 -0.074
           3355	  0.042	 95.816	 -0.006	 -0.073
           3356	  0.048	 95.816	 -0.009	 -0.070
           3357	  0.050	 96.105	 -0.009	 -0.070
           3358	  0.048	 96.105	 -0.009	 -0.068
           3359	  0.048	 96.250	 -0.010	 -0.067
           3360	  0.054	 96.539	 -0.009	 -0.066
           3361	  0.050	 96.395	 -0.010	 -0.064
           3362	  0.048	 96.684	 -0.011	 -0.063
           3363	  0.052	 96.395	 -0.010	 -0.061
           3364	  0.058	 96.395	 -0.006	 -0.059
           3365	  0.062	 96.395	 -0.003	 -0.055
           3366	  0.048	 96.684	 -0.003	 -0.052
           3367	  0.062	 96.684	 -0.004	 -0.046
           3368	  0.064	 96.395	 -0.001	 -0.042
           3369	  0.064	 96.539	 -0.002	 -0.037
           3370	  0.060	 96.395	 -0.002	 -0.033
           3371	  0.076	 95.816	  0.001	 -0.027
           3372	  0.074	 95.816	  0.002	 -0.022
           3373	  0.072	 95.671	  0.000	 -0.017
           3374	  0.084	 95.237	  0.001	 -0.013
           3375	  0.094	 95.092	  0.002	 -0.007
           3376	  0.096	 94.947	 -0.002	 -0.002
           3377	  0.100	 94.368	 -0.006	  0.003
           3378	  0.106	 94.079	 -0.010	  0.008
           3379	  0.118	 94.079	 -0.011	  0.013
           3380	  0.136	 93.500	 -0.012	  0.018
           3381	  0.132	 93.500	 -0.013	  0.024
           3382	  0.136	 93.066	 -0.010	  0.027
