sample interval	    ECG	     BP	(C3-O1)	(nasal)
           2576	 -0.232	 84.269	  0.005	  0.008
           2577	 -0.096	 84.000	  0.006	  0.006
           2578	  0.008	 83.461	  0.010	  0.006
           2579	  0.072	 83.731	  0.004	  0.006
           2580	  0.088	 83.192	 -0.005	  0.006
           2581	  0.080	 83.731	  0.006	  0.006
           2582	  0.094	 82.385	  0.003	  0.006
           2583	  0.108	 82.385	  0.014	  0.006
           2584	  0.122	 82.385	  0.007	  0.006
           2585	  0.128	 82.115	  0.003	  0.005
           2586	  0.138	 81.846	  0.001	  0.005
           2587	  0.144	 81.577	  0.010	  0.003
           2588	  0.152	 80.769	  0.007	  0.006
           2589	  0.152	 81.308	  0.011	  0.006
           2590	  0.160	 81.308	  0.006	  0.006
           2591	  0.156	 80.500	  0.001	  0.006
           2592	  0.170	 79.692	 -0.010	  0.008
           2593	  0.176	 79.692	 -0.001	  0.005
           2594	  0.180	 80.231	  0.008	  0.006
           2595	  0.184	 79.692	  0.010	  0.006
           2596	  0.192	 79.154	  0.013	  0.006
           2597	  0.194	 78.885	  0.006	  0.006
           2598	  0.200	 78.615	  0.002	  0.005
           2599	  0.206	 78.885	 -0.008	  0.006
           2600	  0.216	 78.077	  0.011	  0.006
           2601	  0.216	 78.077	  0.005	  0.006
           2602	  0.216	 78.077	  0.004	  0.005
           2603	  0.226	 78.077	  0.004	  0.006
           2604	  0.232	 77.808	  0.004	  0.006
           2605	  0.238	 77.538	 -0.013	  0.005
           2606	  0.240	 78.346	 -0.000	  0.006
           2607	  0.252	 78.615	 -0.003	  0.005
           2608	  0.256	 79.423	  0.001	  0.004
           2609	  0.278	 80.231	 -0.002	  0.006
           2610	  0.280	 81.846	 -0.002	  0.003
           2611	  0.298	 84.269	  0.002	  0.007
           2612	  0.290	 86.961	  0.008	  0.005
           2613	  0.308	 89.115	  0.005	  0.006
           2614	  0.320	 93.154	  0.006	  0.006
           2615	  0.338	 96.654	 -0.001	  0.009
           2616	  0.352	100.692	 -0.002	  0.010
           2617	  0.368	105.538	 -0.007	  0.009
           2618	  0.376	109.577	  0.002	  0.007
           2619	  0.390	114.154	 -0.003	  0.010
           2620	  0.396	118.461	  0.001	  0.007
           2621	  0.404	122.231	  0.018	  0.008
           2622	  0.418	126.538	  0.007	  0.010
           2623	  0.416	130.308	  0.005	  0.007
           2624	  0.424	133.538	  0.002	  0.006
           2625	  0.416	136.769	  0.011	  0.009
           2626	  0.410	139.731	 -0.011	  0.006
           2627	  0.392	141.884	 -0.000	  0.006
           2628	  0.394	142.692	 -0.003	  0.009
           2629	  0.374	144.846	  0.001	  0.010
           2630	  0.366	145.923	 -0.000	  0.010
           2631	  0.358	146.461	 -0.000	  0.009
           2632	  0.350	147.269	  0.006	  0.010
           2633	  0.336	147.538	 -0.000	  0.010
           2634	  0.324	147.808	  0.005	  0.010
           2635	  0.296	147.000	 -0.002	  0.010
           2636	  0.294	145.923	  0.008	  0.011
           2637	  0.256	146.192	 -0.001	  0.010
           2638	  0.252	145.923	  0.014	  0.009
           2639	  0.224	144.846	  0.020	  0.008
           2640	  0.194	144.308	  0.004	  0.009
           2641	  0.166	143.769	  0.013	  0.009
           2642	  0.142	142.692	  0.000	  0.009
           2643	  0.110	141.615	  0.015	  0.010
           2644	  0.080	140.269	  0.016	  0.008
           2645	  0.052	139.731	  0.031	  0.011
           2646	  0.032	138.384	  0.014	  0.010
           2647	  0.006	137.308	  0.012	  0.006
           2648	 -0.020	136.231	  0.006	  0.009
           2649	 -0.040	135.154	  0.013	  0.008
           2650	 -0.056	134.077	  0.011	  0.010
           2651	 -0.066	133.000	  0.012	  0.008
           2652	 -0.078	131.384	  0.017	  0.011
           2653	 -0.080	130.577	  0.007	  0.010
           2654	 -0.082	129.769	  0.012	  0.008
           2655	 -0.082	128.692	  0.002	  0.010
           2656	 -0.076	127.077	 -0.003	  0.010
           2657	 -0.070	125.731	 -0.000	  0.008
           2658	 -0.064	125.192	  0.011	  0.010
           2659	 -0.070	124.384	  0.004	  0.012
           2660	 -0.064	123.846	  0.017	  0.010
           2661	 -0.054	122.231	  0.019	  0.012
           2662	 -0.056	121.961	  0.013	  0.010
           2663	 -0.058	120.884	  0.008	  0.010
           2664	 -0.048	119.538	  0.001	  0.011
           2665	 -0.048	118.731	 -0.001	  0.011
           2666	 -0.044	117.923	  0.008	  0.010
           2667	 -0.032	116.577	  0.001	  0.010
           2668	 -0.032	115.500	  0.016	  0.010
           2669	 -0.028	114.423	  0.017	  0.011
           2670	 -0.016	112.808	  0.011	  0.010
           2671	 -0.018	111.461	  0.015	  0.010
           2672	 -0.016	110.384	  0.015	  0.008
           2673	 -0.008	109.038	  0.009	  0.010
           2674	 -0.006	107.423	  0.020	  0.011
           2675	  0.006	106.346	  0.010	  0.012
           2676	 -0.000	105.269	  0.006	  0.011
           2677	 -0.000	103.923	  0.002	  0.011
           2678	 -0.000	102.846	 -0.012	  0.013
           2679	 -0.000	101.231	  0.001	  0.013
           2680	 -0.000	100.423	 -0.008	  0.013
           2681	 -0.004	 99.615	  0.005	  0.013
           2682	 -0.002	 98.808	  0.000	  0.012
           2683	 -0.010	 98.269	  0.006	  0.013
           2684	 -0.008	 97.731	  0.009	  0.013
           2685	 -0.010	 97.461	  0.013	  0.012
           2686	 -0.016	 97.461	  0.002	  0.011
           2687	 -0.016	 97.461	  0.005	  0.013
           2688	 -0.022	 96.654	  0.005	  0.013
           2689	 -0.016	 96.654	  0.009	  0.013
           2690	 -0.022	 96.385	  0.008	  0.013
           2691	 -0.030	 97.461	  0.004	  0.010
           2692	 -0.030	 96.923	  0.009	  0.010
           2693	 -0.030	 96.923	  0.009	  0.011
           2694	 -0.032	 96.654	  0.002	  0.011
           2695	 -0.036	 97.192	  0.005	  0.013
           2696	 -0.030	 97.461	 -0.003	  0.013
           2697	 -0.038	 97.192	  0.019	  0.011
           2698	 -0.032	 96.923	  0.004	  0.013
           2699	 -0.028	 97.461	  0.022	  0.014
           2700	 -0.024	 97.192	  0.013	  0.013
           2701	 -0.022	 97.461	  0.001	  0.015
           2702	 -0.012	 96.923	  0.016	  0.016
           2703	 -0.006	 96.654	  0.009	  0.018
           2704	 -0.002	 97.731	  0.022	  0.018
           2705	  0.008	 97.461	  0.019	  0.017
           2706	  0.008	 97.731	  0.012	  0.016
           2707	  0.010	 97.731	  0.006	  0.015
           2708	  0.024	 98.538	  0.007	  0.018
           2709	  0.034	 98.269	 -0.001	  0.016
           2710	  0.064	 98.538	 -0.003	  0.016
           2711	  0.092	 98.538	 -0.002	  0.018
           2712	  0.104	 98.538	 -0.007	  0.018
           2713	  0.128	 98.538	 -0.007	  0.016
           2714	  0.140	 98.538	 -0.003	  0.019
           2715	  0.138	 98.538	 -0.011	  0.016
           2716	  0.152	 98.538	 -0.013	  0.016
           2717	  0.154	 98.538	  0.010	  0.016
           2718	  0.144	 98.808	 -0.008	  0.015
           2719	  0.138	 98.538	  0.007	  0.016
           2720	  0.106	 97.461	  0.015	  0.019
           2721	  0.080	 97.461	  0.015	  0.019
           2722	  0.032	 97.461	  0.011	  0.018
           2723	  0.006	 96.654	  0.008	  0.021
           2724	 -0.004	 96.115	  0.015	  0.021
           2725	 -0.008	 95.846	  0.011	  0.022
           2726	 -0.034	 95.308	  0.013	  0.022
           2727	 -0.034	 94.500	  0.010	  0.026
           2728	 -0.048	 95.038	  0.008	  0.026
           2729	 -0.042	 94.769	  0.009	  0.025
           2730	 -0.048	 94.769	  0.004	  0.022
           2731	 -0.050	 94.231	 -0.002	  0.022
           2732	 -0.040	 93.423	  0.008	  0.024
           2733	 -0.048	 93.154	  0.003	  0.022
           2734	 -0.048	 93.423	 -0.002	  0.022
           2735	 -0.048	 92.346	 -0.010	  0.022
           2736	 -0.052	 93.154	 -0.018	  0.022
           2737	 -0.064	 93.154	 -0.003	  0.022
           2738	 -0.062	 93.154	 -0.003	  0.022
           2739	 -0.056	 92.077	  0.014	  0.021
           2740	 -0.056	 91.269	  0.013	  0.025
           2741	 -0.056	 92.077	  0.010	  0.022
           2742	 -0.052	 91.538	  0.015	  0.022
           2743	 -0.046	 91.000	  0.013	  0.023
           2744	 -0.032	 89.923	  0.019	  0.024
           2745	 -0.034	 89.923	  0.011	  0.024
           2746	 -0.024	 89.654	  0.018	  0.023
           2747	 -0.006	 89.385	  0.012	  0.022
           2748	  0.008	 88.846	  0.010	  0.026
           2749	  0.016	 88.577	  0.017	  0.026
           2750	  0.052	 88.038	  0.013	  0.026
           2751	  0.102	 88.308	  0.015	  0.024
           2752	  0.204	 87.769	  0.012	  0.025
           2753	  0.416	 87.500	  0.011	  0.024
           2754	  0.680	 87.500	  0.009	  0.022
           2755	  1.000	 87.231	 -0.004	  0.027
           2756	  0.976	 86.154	  0.011	  0.026
           2757	  0.798	 86.154	 -0.001	  0.028
           2758	  0.434	 86.961	  0.007	  0.023
           2759	 -0.046	 85.885	 -0.002	  0.026
           2760	 -0.352	 85.615	  0.019	  0.026
           2761	 -0.582	 85.077	 -0.007	  0.026
           2762	 -0.842	 85.615	 -0.008	  0.022
           2763	 -0.904	 85.077	 -0.004	  0.026
           2764	 -0.842	 84.538	 -0.006	  0.023
           2765	 -0.646	 84.269	 -0.016	  0.025
           2766	 -0.428	 84.538	 -0.014	  0.024
           2767	 -0.200	 84.000	 -0.012	  0.024
           2768	 -0.072	 84.000	 -0.004	  0.026
           2769	  0.024	 83.461	 -0.000	  0.026
           2770	  0.080	 83.461	  0.003	  0.026
           2771	  0.100	 82.923	 -0.007	  0.026
           2772	  0.080	 82.654	  0.001	  0.026
           2773	  0.100	 82.115	  0.006	  0.029
           2774	  0.118	 82.115	  0.006	  0.026
           2775	  0.128	 82.385	  0.017	  0.026
           2776	  0.126	 81.846	  0.014	  0.025
           2777	  0.138	 81.308	  0.019	  0.026
           2778	  0.146	 80.231	  0.021	  0.027
           2779	  0.160	 80.231	  0.009	  0.026
           2780	  0.162	 80.500	  0.017	  0.026
           2781	  0.172	 79.961	  0.012	  0.026
           2782	  0.180	 79.961	  0.015	  0.027
           2783	  0.178	 79.692	  0.002	  0.026
           2784	  0.176	 79.961	  0.010	  0.026
           2785	  0.184	 79.154	  0.005	  0.025
           2786	  0.184	 78.885	  0.004	  0.029
           2787	  0.182	 78.885	  0.002	  0.029
           2788	  0.196	 78.615	 -0.010	  0.026
           2789	  0.198	 78.077	 -0.008	  0.026
           2790	  0.208	 77.808	 -0.004	  0.026
           2791	  0.208	 78.077	 -0.008	  0.028
           2792	  0.212	 78.346	 -0.003	  0.024
           2793	  0.222	 78.077	  0.002	  0.024
           2794	  0.228	 77.808	 -0.013	  0.026
           2795	  0.236	 77.538	 -0.009	  0.026
           2796	  0.248	 77.269	 -0.008	  0.026
           2797	  0.252	 77.808	 -0.002	  0.024
           2798	  0.250	 78.885	  0.006	  0.023
           2799	  0.262	 79.423	  0.017	  0.022
           2800	  0.266	 81.038	  0.015	  0.023
           2801	  0.280	 81.846	  0.013	  0.026
           2802	  0.288	 84.269	  0.005	  0.022
           2803	  0.308	 86.961	  0.014	  0.027
           2804	  0.320	 89.923	  0.010	  0.026
           2805	  0.324	 93.423	  0.010	  0.024
           2806	  0.336	 97.731	  0.001	  0.026
           2807	  0.356	102.308	  0.014	  0.025
           2808	  0.366	106.884	  0.006	  0.025
           2809	  0.384	111.731	 -0.002	  0.023
           2810	  0.392	116.577	  0.016	  0.022
           2811	  0.400	120.077	  0.016	  0.024
           2812	  0.404	125.461	  0.012	  0.022
           2813	  0.416	128.692	  0.011	  0.023
           2814	  0.416	131.654	  0.005	  0.021
           2815	  0.416	135.154	  0.001	  0.024
           2816	  0.414	137.846	 -0.017	  0.022
           2817	  0.412	140.538	 -0.004	  0.022
           2818	  0.406	141.615	 -0.020	  0.022
           2819	  0.390	143.500	 -0.017	  0.025
           2820	  0.380	145.384	 -0.019	  0.022
           2821	  0.376	146.731	 -0.009	  0.022
           2822	  0.360	147.538	 -0.004	  0.021
           2823	  0.344	148.346	 -0.008	  0.021
           2824	  0.328	148.077	  0.004	  0.025
           2825	  0.320	148.346	 -0.007	  0.019
           2826	  0.298	148.077	 -0.013	  0.021
           2827	  0.282	148.077	  0.007	  0.019
           2828	  0.268	147.269	 -0.009	  0.020
           2829	  0.240	147.000	  0.027	  0.022
           2830	  0.224	145.384	  0.028	  0.018
           2831	  0.192	144.846	  0.027	  0.020
           2832	  0.164	144.038	  0.019	  0.019
           2833	  0.132	142.961	  0.011	  0.019
           2834	  0.104	141.884	  0.003	  0.022
           2835	  0.070	140.538	  0.003	  0.019
           2836	  0.048	139.192	  0.007	  0.022
           2837	  0.016	138.384	  0.004	  0.022
           2838	  0.006	137.308	  0.015	  0.022
           2839	 -0.026	136.231	  0.012	  0.021
           2840	 -0.040	134.884	  0.004	  0.022
           2841	 -0.068	134.077	  0.009	  0.023
           2842	 -0.056	132.461	 -0.001	  0.021
           2843	 -0.088	131.923	  0.009	  0.021
           2844	 -0.088	131.115	  0.002	  0.022
           2845	 -0.090	130.038	  0.001	  0.022
           2846	 -0.090	129.500	 -0.007	  0.022
           2847	 -0.092	128.154	 -0.003	  0.019
           2848	 -0.088	127.346	 -0.008	  0.022
           2849	 -0.084	126.269	 -0.011	  0.022
           2850	 -0.070	124.923	 -0.011	  0.022
           2851	 -0.076	123.577	 -0.006	  0.020
           2852	 -0.062	122.231	 -0.017	  0.024
           2853	 -0.058	121.961	  0.015	  0.023
           2854	 -0.050	120.615	 -0.003	  0.022
           2855	 -0.046	119.538	  0.012	  0.025
           2856	 -0.038	118.192	  0.018	  0.025
           2857	 -0.032	117.654	  0.009	  0.026
           2858	 -0.032	116.308	  0.007	  0.026
           2859	 -0.030	114.692	  0.008	  0.023
           2860	 -0.024	114.154	  0.007	  0.024
           2861	 -0.020	113.077	  0.013	  0.026
           2862	 -0.024	112.269	  0.019	  0.026
           2863	 -0.012	110.384	  0.006	  0.025
           2864	 -0.000	108.500	  0.001	  0.026
           2865	 -0.000	107.154	  0.002	  0.027
           2866	 -0.002	107.154	 -0.000	  0.025
           2867	 -0.004	105.269	  0.016	  0.025
           2868	  0.006	103.923	 -0.000	  0.026
           2869	  0.008	102.577	  0.006	  0.026
           2870	  0.002	101.769	 -0.000	  0.025
           2871	 -0.000	100.692	 -0.008	  0.026
           2872	 -0.010	100.154	 -0.009	  0.026
           2873	 -0.014	 98.808	 -0.010	  0.026
           2874	 -0.006	 99.346	 -0.007	  0.022
           2875	 -0.008	 98.538	  0.017	  0.026
           2876	 -0.012	 98.269	 -0.001	  0.025
           2877	 -0.010	 97.461	 -0.006	  0.026
           2878	 -0.008	 97.192	  0.000	  0.025
           2879	 -0.018	 97.461	  0.004	  0.023
           2880	 -0.018	 97.461	  0.006	  0.027
           2881	 -0.024	 96.385	  0.015	  0.025
           2882	 -0.016	 96.115	  0.017	  0.026
           2883	 -0.020	 96.385	  0.011	  0.023
           2884	 -0.020	 96.385	  0.009	  0.022
           2885	 -0.020	 96.385	  0.013	  0.026
           2886	 -0.024	 96.115	  0.013	  0.026
           2887	 -0.032	 95.846	  0.004	  0.026
           2888	 -0.024	 95.577	  0.019	  0.026
           2889	 -0.036	 96.385	  0.006	  0.026
           2890	 -0.030	 96.654	  0.015	  0.027
           2891	 -0.036	 97.461	  0.006	  0.026
           2892	 -0.024	 96.385	 -0.002	  0.026
           2893	 -0.028	 96.115	  0.020	  0.029
           2894	 -0.018	 95.846	  0.010	  0.029
           2895	 -0.016	 96.115	  0.022	  0.029
           2896	 -0.014	 96.385	  0.021	  0.030
           2897	 -0.012	 97.192	  0.008	  0.026
           2898	 -0.012	 96.654	  0.006	  0.026
           2899	 -0.012	 96.923	  0.012	  0.028
           2900	  0.008	 97.461	  0.004	  0.026
           2901	  0.016	 97.731	  0.001	  0.026
           2902	  0.012	 97.461	 -0.000	  0.026
           2903	  0.024	 96.923	 -0.002	  0.025
           2904	  0.032	 96.923	  0.000	  0.028
           2905	  0.028	 97.192	  0.002	  0.028
           2906	  0.052	 97.192	  0.003	  0.027
           2907	  0.064	 96.923	  0.008	  0.026
           2908	  0.102	 96.385	  0.003	  0.026
           2909	  0.106	 97.192	 -0.000	  0.022
           2910	  0.118	 97.731	 -0.002	  0.022
           2911	  0.146	 96.923	  0.001	  0.024
           2912	  0.144	 96.115	 -0.009	  0.026
           2913	  0.162	 95.846	  0.004	  0.026
           2914	  0.160	 95.308	  0.000	  0.026
           2915	  0.160	 95.038	  0.010	  0.027
           2916	  0.160	 94.769	  0.013	  0.027
           2917	  0.146	 95.038	  0.008	  0.028
           2918	  0.112	 94.769	  0.006	  0.026
           2919	  0.080	 94.231	  0.012	  0.027
           2920	  0.034	 94.231	  0.013	  0.026
           2921	  0.024	 92.885	  0.011	  0.027
           2922	 -0.002	 92.615	  0.012	  0.026
           2923	 -0.006	 92.077	  0.018	  0.027
           2924	 -0.024	 92.346	  0.008	  0.026
           2925	 -0.030	 92.077	 -0.005	  0.027
           2926	 -0.038	 91.538	  0.004	  0.026
           2927	 -0.040	 91.808	  0.002	  0.022
           2928	 -0.040	 91.808	  0.008	  0.022
           2929	 -0.042	 91.808	  0.010	  0.022
           2930	 -0.046	 91.808	  0.004	  0.022
           2931	 -0.048	 91.269	  0.006	  0.022
           2932	 -0.038	 90.461	  0.007	  0.023
           2933	 -0.048	 89.923	  0.003	  0.024
           2934	 -0.036	 89.654	  0.007	  0.025
           2935	 -0.048	 89.385	 -0.006	  0.022
           2936	 -0.032	 88.308	  0.015	  0.025
           2937	 -0.040	 88.846	 -0.000	  0.027
           2938	 -0.044	 87.769	  0.007	  0.027
           2939	 -0.034	 86.692	  0.012	  0.026
           2940	 -0.032	 86.692	  0.008	  0.026
           2941	 -0.032	 86.692	  0.011	  0.026
           2942	 -0.014	 86.423	  0.013	  0.029
           2943	 -0.020	 86.692	  0.016	  0.026
           2944	 -0.012	 86.154	  0.014	  0.027
           2945	  0.016	 85.885	  0.011	  0.027
           2946	  0.020	 85.615	  0.018	  0.029
           2947	  0.046	 85.346	  0.014	  0.027
           2948	  0.088	 84.538	  0.019	  0.029
           2949	  0.176	 84.538	  0.022	  0.026
           2950	  0.364	 85.346	  0.009	  0.026
           2951	  0.572	 84.808	  0.024	  0.026
           2952	  0.920	 84.538	 -0.007	  0.027
           2953	  1.046	 84.538	  0.017	  0.022
           2954	  0.850	 84.000	  0.013	  0.028
           2955	  0.594	 83.461	  0.021	  0.026
           2956	  0.112	 83.461	  0.021	  0.027
           2957	 -0.264	 83.461	  0.016	  0.026
           2958	 -0.510	 83.461	  0.008	  0.028
           2959	 -0.752	 83.461	 -0.002	  0.026
           2960	 -0.878	 82.385	 -0.000	  0.027
           2961	 -0.858	 81.846	 -0.004	  0.027
           2962	 -0.736	 81.577	  0.001	  0.029
           2963	 -0.508	 81.308	  0.002	  0.030
           2964	 -0.302	 81.308	  0.002	  0.029
           2965	 -0.130	 80.231	  0.004	  0.030
           2966	 -0.020	 81.308	 -0.000	  0.032
           2967	  0.072	 79.961	 -0.000	  0.031
           2968	  0.100	 80.231	 -0.000	  0.030
           2969	  0.108	 79.692	 -0.013	  0.032
           2970	  0.114	 79.961	  0.001	  0.034
           2971	  0.130	 79.154	 -0.002	  0.035
           2972	  0.138	 78.885	  0.007	  0.034
           2973	  0.152	 79.154	  0.013	  0.030
           2974	  0.150	 79.423	  0.015	  0.033
           2975	  0.160	 78.615	  0.009	  0.035
           2976	  0.166	 78.077	  0.004	  0.039
           2977	  0.168	 77.538	  0.001	  0.039
           2978	  0.178	 77.538	  0.007	  0.039
           2979	  0.184	 77.000	  0.016	  0.041
           2980	  0.190	 77.538	  0.032	  0.042
           2981	  0.180	 77.808	  0.028	  0.042
           2982	  0.198	 77.000	  0.017	  0.043
           2983	  0.188	 77.269	  0.023	  0.048
           2984	  0.212	 77.000	  0.011	  0.051
           2985	  0.204	 76.461	  0.013	  0.050
           2986	  0.210	 76.461	  0.013	  0.051
           2987	  0.202	 77.000	  0.010	  0.056
           2988	  0.216	 76.461	  0.015	  0.060
           2989	  0.216	 76.192	  0.018	  0.059
           2990	  0.222	 75.923	  0.008	  0.063
           2991	  0.234	 76.192	  0.006	  0.067
           2992	  0.232	 75.385	  0.005	  0.074
           2993	  0.248	 75.923	  0.002	  0.076
           2994	  0.260	 75.385	  0.008	  0.081
           2995	  0.262	 75.654	  0.015	  0.082
           2996	  0.280	 76.192	  0.009	  0.087
           2997	  0.278	 77.808	  0.012	  0.092
           2998	  0.286	 78.615	 -0.015	  0.096
           2999	  0.292	 80.231	  0.010	  0.100
           3000	  0.318	 82.923	  0.001	  0.105
           3001	  0.320	 85.615	  0.002	  0.108
           3002	  0.336	 88.577	 -0.004	  0.112
           3003	  0.344	 92.077	  0.008	  0.119
           3004	  0.350	 96.654	  0.004	  0.125
           3005	  0.362	100.692	  0.007	  0.128
           3006	  0.376	106.077	  0.002	  0.132
           3007	  0.376	109.038	 -0.001	  0.139
           3008	  0.392	114.692	  0.005	  0.144
           3009	  0.392	119.269	  0.004	  0.144
           3010	  0.410	122.500	  0.011	  0.148
           3011	  0.414	126.538	  0.011	  0.154
           3012	  0.424	130.308	  0.004	  0.158
           3013	  0.422	133.000	  0.007	  0.164
           3014	  0.424	135.692	  0.011	  0.169
           3015	  0.422	138.384	  0.013	  0.174
           3016	  0.404	140.000	  0.011	  0.182
           3017	  0.400	141.615	  0.008	  0.189
           3018	  0.384	143.769	  0.002	  0.186
           3019	  0.370	144.577	  0.002	  0.191
           3020	  0.352	145.115	  0.008	  0.195
           3021	  0.340	146.192	 -0.010	  0.201
           3022	  0.322	146.461	  0.011	  0.202
           3023	  0.304	146.731	  0.008	  0.208
           3024	  0.288	145.384	  0.015	  0.215
           3025	  0.272	145.384	  0.021	  0.217
           3026	  0.248	144.577	  0.019	  0.224
           3027	  0.226	143.500	  0.003	  0.225
           3028	  0.204	142.423	  0.019	  0.231
           3029	  0.174	142.154	  0.006	  0.234
           3030	  0.142	140.538	  0.012	  0.234
           3031	  0.110	139.731	  0.029	  0.242
           3032	  0.082	138.384	  0.015	  0.245
           3033	  0.048	137.308	  0.025	  0.249
           3034	  0.032	136.231	  0.013	  0.254
           3035	  0.008	135.692	  0.012	  0.254
           3036	 -0.014	133.808	  0.006	  0.260
           3037	 -0.034	133.808	  0.023	  0.258
           3038	 -0.048	132.461	  0.003	  0.263
           3039	 -0.070	131.115	  0.011	  0.266
           3040	 -0.072	129.769	  0.013	  0.273
           3041	 -0.090	129.769	  0.008	  0.273
           3042	 -0.092	128.692	  0.011	  0.275
           3043	 -0.090	127.615	  0.012	  0.285
           3044	 -0.088	126.538	  0.010	  0.280
           3045	 -0.088	125.731	  0.024	  0.289
           3046	 -0.080	124.923	  0.014	  0.289
           3047	 -0.080	123.577	  0.021	  0.289
           3048	 -0.072	121.692	  0.012	  0.297
           3049	 -0.072	121.154	  0.006	  0.296
           3050	 -0.068	120.615	 -0.009	  0.299
           3051	 -0.058	119.808	 -0.004	  0.302
           3052	 -0.054	118.461	 -0.004	  0.305
           3053	 -0.054	116.846	  0.007	  0.305
           3054	 -0.046	116.846	  0.013	  0.308
           3055	 -0.046	116.038	  0.016	  0.307
           3056	 -0.050	114.692	  0.007	  0.307
           3057	 -0.012	113.615	 -0.011	  0.313
           3058	 -0.038	112.538	  0.001	  0.311
           3059	 -0.010	110.923	 -0.008	  0.316
           3060	 -0.020	110.654	  0.004	  0.317
           3061	 -0.010	109.038	  0.003	  0.313
           3062	 -0.020	108.231	  0.010	  0.320
           3063	 -0.008	105.808	  0.004	  0.319
           3064	 -0.020	105.269	  0.014	  0.319
           3065	 -0.000	103.115	  0.013	  0.323
           3066	 -0.002	101.500	  0.011	  0.322
           3067	 -0.006	101.231	  0.011	  0.324
           3068	  0.004	100.154	  0.008	  0.323
           3069	 -0.004	 98.538	  0.012	  0.323
           3070	 -0.010	 98.538	  0.017	  0.330
           3071	 -0.000	 97.192	  0.018	  0.328
           3072	 -0.016	 96.385	  0.017	  0.327
           3073	 -0.004	 96.385	  0.000	  0.330
           3074	 -0.016	 95.846	  0.017	  0.330
           3075	 -0.008	 95.308	  0.008	  0.331
           3076	 -0.018	 94.769	  0.016	  0.327
           3077	 -0.024	 93.692	  0.004	  0.334
           3078	 -0.004	 94.231	  0.011	  0.334
           3079	 -0.016	 94.231	 -0.000	  0.331
           3080	 -0.014	 94.769	  0.001	  0.333
           3081	 -0.024	 94.231	 -0.006	  0.331
           3082	 -0.016	 93.423	  0.001	  0.339
           3083	 -0.032	 94.500	 -0.002	  0.335
           3084	 -0.026	 94.769	  0.005	  0.334
           3085	 -0.034	 95.308	  0.005	  0.331
           3086	 -0.026	 95.308	  0.006	  0.339
           3087	 -0.034	 95.846	 -0.001	  0.335
           3088	 -0.026	 95.308	  0.002	  0.334
           3089	 -0.032	 96.385	  0.000	  0.335
           3090	 -0.024	 96.385	  0.001	  0.335
           3091	 -0.014	 96.654	 -0.004	  0.338
           3092	 -0.002	 97.461	  0.001	  0.334
           3093	 -0.000	 96.654	 -0.001	  0.339
           3094	  0.004	 96.923	 -0.002	  0.339
           3095	  0.024	 96.654	  0.002	  0.335
           3096	  0.046	 96.654	 -0.003	  0.339
           3097	  0.068	 96.923	 -0.001	  0.339
           3098	  0.096	 96.654	 -0.001	  0.337
           3099	  0.112	 96.654	  0.001	  0.339
           3100	  0.126	 96.923	  0.001	  0.338
           3101	  0.136	 96.385	  0.004	  0.335
           3102	  0.130	 96.385	  0.002	  0.332
           3103	  0.146	 96.385	 -0.003	  0.334
           3104	  0.144	 96.654	  0.001	  0.339
           3105	  0.142	 97.192	 -0.001	  0.339
           3106	  0.126	 96.115	 -0.002	  0.332
           3107	  0.112	 96.115	  0.003	  0.334
           3108	  0.078	 95.846	 -0.003	  0.337
           3109	  0.040	 95.577	 -0.000	  0.336
           3110	 -0.000	 94.769	 -0.004	  0.332
           3111	 -0.000	 94.231	  0.003	  0.335
           3112	 -0.032	 95.308	  0.000	  0.334
           3113	 -0.036	 95.308	 -0.000	  0.331
           3114	 -0.046	 95.038	 -0.008	  0.331
           3115	 -0.052	 93.692	  0.004	  0.331
           3116	 -0.056	 94.231	 -0.000	  0.333
           3117	 -0.052	 93.154	  0.012	  0.330
           3118	 -0.056	 92.885	 -0.001	  0.328
           3119	 -0.048	 92.077	 -0.003	  0.327
           3120	 -0.058	 92.077	  0.005	  0.333
           3121	 -0.048	 91.538	  0.000	  0.331
           3122	 -0.060	 92.077	  0.010	  0.330
           3123	 -0.054	 91.538	  0.011	  0.327
           3124	 -0.052	 91.000	  0.006	  0.327
           3125	 -0.042	 91.000	 -0.002	  0.326
           3126	 -0.054	 90.192	  0.000	  0.331
           3127	 -0.056	 90.461	 -0.001	  0.325
           3128	 -0.050	 90.192	  0.005	  0.327
           3129	 -0.048	 89.923	  0.004	  0.321
           3130	 -0.046	 89.654	 -0.004	  0.323
           3131	 -0.040	 89.115	 -0.001	  0.321
           3132	 -0.036	 88.846	 -0.004	  0.324
           3133	 -0.032	 89.654	 -0.022	  0.324
           3134	 -0.032	 88.846	 -0.008	  0.320
           3135	 -0.002	 88.577	 -0.003	  0.321
           3136	 -0.000	 87.769	 -0.000	  0.317
           3137	  0.022	 88.038	 -0.004	  0.318
           3138	  0.080	 87.500	 -0.016	  0.319
           3139	  0.182	 86.692	 -0.005	  0.318
           3140	  0.400	 85.885	 -0.007	  0.315
           3141	  0.648	 85.885	  0.001	  0.317
           3142	  0.984	 85.615	  0.011	  0.317
           3143	  1.008	 85.615	  0.011	  0.313
           3144	  0.840	 85.346	  0.009	  0.315
           3145	  0.510	 85.615	  0.005	  0.313
           3146	  0.024	 85.077	  0.013	  0.314
           3147	 -0.314	 85.077	  0.010	  0.311
