sample interval	    ECG	     BP	(C3-O1)	(nasal)
           3391	  0.102	 90.255	  0.021	 -0.326
           3392	  0.112	 92.489	  0.023	 -0.326
           3393	  0.146	 94.872	  0.027	 -0.326
           3394	  0.160	 97.553	  0.019	 -0.323
           3395	  0.168	 99.936	  0.021	 -0.321
           3396	  0.208	102.617	  0.015	 -0.320
           3397	  0.212	105.745	  0.017	 -0.323
           3398	  0.222	108.574	  0.017	 -0.319
           3399	  0.250	111.553	  0.019	 -0.318
           3400	  0.256	114.681	  0.022	 -0.315
           3401	  0.264	118.106	  0.021	 -0.317
           3402	  0.272	120.787	  0.021	 -0.313
           3403	  0.274	123.617	  0.020	 -0.313
           3404	  0.290	126.447	  0.016	 -0.311
           3405	  0.302	129.425	  0.017	 -0.314
           3406	  0.328	131.511	  0.017	 -0.312
           3407	  0.288	133.596	  0.015	 -0.312
           3408	  0.302	135.234	  0.014	 -0.313
           3409	  0.280	136.574	  0.021	 -0.312
           3410	  0.274	137.617	  0.019	 -0.311
           3411	  0.274	138.511	  0.027	 -0.313
           3412	  0.240	138.957	  0.022	 -0.311
           3413	  0.224	139.255	  0.024	 -0.310
           3414	  0.160	138.957	  0.020	 -0.307
           3415	  0.144	138.808	  0.026	 -0.308
           3416	  0.080	138.362	  0.018	 -0.308
           3417	  0.054	137.617	  0.023	 -0.305
           3418	 -0.006	137.170	  0.019	 -0.308
           3419	 -0.026	136.128	  0.020	 -0.305
           3420	 -0.080	135.234	  0.018	 -0.303
           3421	 -0.100	133.596	  0.018	 -0.302
           3422	 -0.118	133.000	  0.026	 -0.303
           3423	 -0.136	131.213	  0.024	 -0.300
           3424	 -0.152	129.723	  0.024	 -0.298
           3425	 -0.178	128.234	  0.019	 -0.297
           3426	 -0.172	127.042	  0.029	 -0.297
           3427	 -0.192	125.851	  0.017	 -0.294
           3428	 -0.178	124.511	  0.028	 -0.294
           3429	 -0.160	123.468	  0.026	 -0.294
           3430	 -0.164	122.128	  0.026	 -0.293
           3431	 -0.152	120.489	  0.024	 -0.290
           3432	 -0.190	119.000	  0.027	 -0.291
           3433	 -0.138	118.106	  0.028	 -0.292
           3434	 -0.184	117.064	  0.025	 -0.291
           3435	 -0.172	115.574	  0.019	 -0.289
           3436	 -0.150	114.532	  0.022	 -0.290
           3437	 -0.166	113.191	  0.020	 -0.289
           3438	 -0.160	112.149	  0.018	 -0.285
           3439	 -0.184	111.404	  0.023	 -0.290
           3440	 -0.128	110.064	  0.022	 -0.285
           3441	 -0.164	109.021	  0.016	 -0.285
           3442	 -0.152	107.532	  0.018	 -0.284
           3443	 -0.148	106.489	  0.015	 -0.284
           3444	 -0.162	105.447	  0.015	 -0.282
           3445	 -0.130	104.404	  0.012	 -0.280
           3446	 -0.156	103.213	  0.009	 -0.277
           3447	 -0.160	102.170	  0.012	 -0.275
           3448	 -0.160	100.979	  0.006	 -0.267
           3449	 -0.136	100.234	  0.009	 -0.264
           3450	 -0.130	 99.042	  0.010	 -0.255
           3451	 -0.156	 98.447	  0.011	 -0.249
           3452	 -0.156	 97.255	  0.011	 -0.237
           3453	 -0.124	 96.064	  0.008	 -0.228
           3454	 -0.120	 95.170	  0.013	 -0.220
           3455	 -0.090	 95.170	  0.005	 -0.213
           3456	 -0.072	 94.574	  0.004	 -0.205
           3457	 -0.058	 93.830	  0.010	 -0.196
           3458	 -0.048	 93.681	  0.011	 -0.189
           3459	 -0.054	 93.085	  0.017	 -0.180
           3460	 -0.042	 92.936	  0.011	 -0.170
           3461	 -0.040	 92.489	  0.012	 -0.167
           3462	 -0.008	 92.042	  0.019	 -0.158
           3463	 -0.008	 91.745	  0.017	 -0.150
           3464	  0.024	 91.894	  0.023	 -0.141
           3465	  0.070	 91.298	  0.019	 -0.133
           3466	  0.060	 91.447	  0.025	 -0.127
           3467	  0.052	 91.447	  0.017	 -0.122
           3468	  0.072	 91.298	  0.021	 -0.117
           3469	  0.066	 91.000	  0.025	 -0.107
           3470	  0.048	 90.851	  0.017	 -0.102
           3471	  0.038	 90.702	  0.020	 -0.095
           3472	 -0.022	 91.149	  0.013	 -0.089
           3473	 -0.068	 90.702	  0.018	 -0.081
           3474	 -0.120	 91.000	  0.015	 -0.076
           3475	 -0.132	 90.851	  0.019	 -0.071
           3476	 -0.166	 91.447	  0.014	 -0.068
           3477	 -0.168	 91.149	  0.008	 -0.061
           3478	 -0.160	 91.298	  0.013	 -0.058
           3479	 -0.170	 91.000	  0.013	 -0.050
           3480	 -0.178	 91.447	  0.014	 -0.046
           3481	 -0.192	 91.596	  0.007	 -0.041
           3482	 -0.214	 91.447	  0.004	 -0.037
           3483	 -0.216	 91.298	  0.010	 -0.032
           3484	 -0.208	 91.298	  0.003	 -0.029
           3485	 -0.224	 91.745	  0.001	 -0.024
           3486	 -0.192	 91.298	  0.007	 -0.020
           3487	 -0.186	 91.298	  0.003	 -0.017
           3488	 -0.196	 91.298	  0.004	 -0.009
           3489	 -0.208	 91.000	  0.015	 -0.009
           3490	 -0.190	 91.000	  0.015	 -0.001
           3491	 -0.188	 91.000	  0.010	 -0.000
           3492	 -0.166	 91.000	  0.015	  0.006
           3493	 -0.208	 90.851	  0.007	  0.005
           3494	 -0.192	 90.404	  0.012	  0.011
           3495	 -0.192	 90.106	  0.004	  0.012
           3496	 -0.184	 90.404	  0.007	  0.014
           3497	 -0.152	 90.106	  0.006	  0.017
           3498	 -0.184	 90.106	  0.003	  0.020
           3499	 -0.192	 89.957	  0.004	  0.022
           3500	 -0.194	 89.511	  0.004	  0.026
           3501	 -0.196	 89.511	  0.009	  0.029
           3502	 -0.142	 89.362	  0.010	  0.030
           3503	 -0.100	 89.064	  0.006	  0.033
           3504	  0.110	 88.617	  0.012	  0.035
           3505	  0.288	 88.617	  0.004	  0.037
           3506	  0.686	 88.319	 -0.001	  0.041
           3507	  1.038	 87.723	 -0.000	  0.046
           3508	  1.348	 87.277	 -0.000	  0.048
           3509	  1.428	 87.128	  0.005	  0.050
           3510	  1.176	 87.128	 -0.003	  0.050
           3511	  0.716	 86.830	  0.009	  0.054
           3512	  0.114	 86.681	  0.004	  0.055
           3513	 -0.338	 86.532	  0.006	  0.056
           3514	 -0.640	 86.383	  0.007	  0.059
           3515	 -0.674	 86.532	  0.010	  0.061
           3516	 -0.672	 85.936	  0.005	  0.061
           3517	 -0.564	 85.638	  0.006	  0.065
           3518	 -0.472	 85.936	  0.001	  0.066
           3519	 -0.328	 85.489	 -0.001	  0.069
           3520	 -0.228	 85.340	 -0.009	  0.069
           3521	 -0.184	 84.745	 -0.004	  0.071
           3522	 -0.176	 84.745	  0.002	  0.074
           3523	 -0.162	 84.298	  0.003	  0.076
           3524	 -0.166	 84.298	  0.002	  0.078
           3525	 -0.138	 84.149	  0.004	  0.078
           3526	 -0.138	 84.149	  0.007	  0.079
           3527	 -0.118	 83.702	  0.001	  0.084
           3528	 -0.128	 83.553	 -0.001	  0.081
           3529	 -0.080	 82.957	 -0.003	  0.084
           3530	 -0.092	 83.255	 -0.003	  0.086
           3531	 -0.088	 82.957	 -0.004	  0.089
           3532	 -0.074	 82.957	  0.005	  0.088
           3533	 -0.032	 82.362	  0.007	  0.091
           3534	 -0.044	 82.213	  0.005	  0.092
           3535	 -0.058	 82.511	  0.001	  0.091
           3536	 -0.024	 81.915	  0.004	  0.094
           3537	 -0.046	 81.915	 -0.003	  0.094
           3538	 -0.002	 81.766	  0.000	  0.094
           3539	 -0.012	 82.213	 -0.004	  0.094
           3540	 -0.008	 81.468	 -0.001	  0.095
           3541	 -0.012	 81.468	 -0.003	  0.099
           3542	  0.006	 81.170	 -0.000	  0.098
           3543	 -0.006	 81.766	 -0.000	  0.097
           3544	  0.034	 81.170	 -0.004	  0.100
           3545	  0.016	 81.766	 -0.003	  0.102
           3546	  0.074	 82.362	 -0.002	  0.103
           3547	  0.104	 84.000	 -0.004	  0.101
           3548	  0.060	 84.894	 -0.002	  0.107
           3549	  0.104	 87.128	 -0.005	  0.107
           3550	  0.098	 89.511	  0.002	  0.107
           3551	  0.146	 91.596	  0.002	  0.106
           3552	  0.142	 93.979	 -0.002	  0.108
           3553	  0.152	 95.915	  0.005	  0.110
           3554	  0.182	 98.149	  0.006	  0.111
           3555	  0.174	100.830	  0.007	  0.110
           3556	  0.200	103.660	 -0.002	  0.112
           3557	  0.250	106.191	  0.003	  0.113
           3558	  0.244	109.766	 -0.001	  0.111
           3559	  0.232	112.447	 -0.001	  0.112
           3560	  0.256	115.723	 -0.000	  0.113
           3561	  0.252	118.404	  0.002	  0.116
           3562	  0.264	120.638	  0.005	  0.114
           3563	  0.264	123.617	  0.006	  0.115
           3564	  0.292	125.851	  0.006	  0.114
           3565	  0.290	128.085	  0.013	  0.118
           3566	  0.256	130.468	 -0.002	  0.117
           3567	  0.252	131.808	  0.001	  0.118
           3568	  0.240	133.447	  0.002	  0.119
           3569	  0.268	134.191	  0.002	  0.120
           3570	  0.248	134.787	  0.000	  0.121
           3571	  0.266	135.383	  0.001	  0.121
           3572	  0.142	135.979	  0.009	  0.119
           3573	  0.176	135.681	  0.004	  0.122
           3574	  0.070	135.383	 -0.003	  0.120
           3575	  0.052	134.787	  0.012	  0.120
           3576	 -0.000	134.191	  0.005	  0.121
           3577	 -0.000	133.298	 -0.006	  0.123
           3578	 -0.066	132.404	  0.010	  0.123
           3579	 -0.096	130.915	  0.004	  0.124
           3580	 -0.104	130.021	  0.009	  0.123
           3581	 -0.190	128.830	  0.004	  0.126
           3582	 -0.124	127.340	  0.007	  0.125
           3583	 -0.158	126.000	  0.011	  0.124
           3584	 -0.162	124.659	  0.007	  0.126
           3585	 -0.168	123.170	  0.007	  0.124
           3586	 -0.144	122.128	  0.010	  0.126
           3587	 -0.168	120.340	  0.007	  0.128
           3588	 -0.178	118.851	  0.004	  0.130
           3589	 -0.168	117.511	  0.007	  0.125
           3590	 -0.170	116.170	 -0.002	  0.126
           3591	 -0.204	114.979	 -0.001	  0.127
           3592	 -0.180	113.340	 -0.004	  0.124
           3593	 -0.176	112.447	  0.000	  0.127
           3594	 -0.152	110.957	  0.003	  0.128
           3595	 -0.188	109.170	 -0.010	  0.128
           3596	 -0.152	108.128	  0.002	  0.130
           3597	 -0.186	106.936	  0.000	  0.131
           3598	 -0.162	105.596	  0.001	  0.130
           3599	 -0.152	104.702	  0.006	  0.129
           3600	 -0.178	103.511	 -0.003	  0.129
           3601	 -0.160	102.766	  0.003	  0.127
           3602	 -0.150	101.425	 -0.000	  0.127
           3603	 -0.140	100.234	  0.001	  0.130
           3604	 -0.104	 99.340	  0.004	  0.132
           3605	 -0.150	 98.298	  0.001	  0.130
           3606	 -0.100	 97.255	  0.003	  0.128
           3607	 -0.104	 96.660	  0.007	  0.129
           3608	 -0.172	 95.915	  0.009	  0.129
           3609	 -0.144	 95.319	  0.005	  0.128
           3610	 -0.146	 94.574	  0.013	  0.130
           3611	 -0.134	 94.277	  0.009	  0.128
           3612	 -0.152	 93.532	  0.005	  0.125
           3613	 -0.130	 92.489	  0.004	  0.128
           3614	 -0.134	 92.042	  0.005	  0.129
           3615	 -0.106	 91.596	  0.011	  0.129
           3616	 -0.096	 91.298	  0.010	  0.130
           3617	 -0.098	 90.702	  0.005	  0.129
           3618	 -0.096	 90.702	  0.008	  0.128
           3619	 -0.066	 90.106	  0.004	  0.130
           3620	 -0.090	 90.106	  0.002	  0.130
           3621	 -0.076	 90.255	  0.003	  0.127
           3622	 -0.048	 90.106	  0.003	  0.127
           3623	 -0.028	 90.106	  0.000	  0.128
           3624	  0.040	 89.957	  0.008	  0.127
           3625	  0.010	 89.511	  0.012	  0.129
           3626	  0.042	 89.957	  0.013	  0.126
           3627	  0.024	 89.808	  0.008	  0.128
           3628	  0.032	 89.957	  0.008	  0.125
           3629	  0.032	 89.808	  0.009	  0.129
           3630	  0.034	 90.255	  0.009	  0.125
           3631	 -0.000	 90.404	  0.000	  0.127
           3632	 -0.054	 90.106	  0.010	  0.128
           3633	 -0.080	 89.957	  0.010	  0.127
           3634	 -0.096	 90.553	  0.011	  0.124
           3635	 -0.144	 90.255	  0.014	  0.128
           3636	 -0.122	 90.404	  0.015	  0.129
           3637	 -0.154	 90.702	  0.012	  0.127
           3638	 -0.184	 90.404	  0.005	  0.125
           3639	 -0.168	 90.702	  0.006	  0.127
           3640	 -0.172	 90.404	  0.006	  0.125
           3641	 -0.204	 90.851	  0.001	  0.125
           3642	 -0.208	 90.553	 -0.000	  0.126
           3643	 -0.196	 90.851	 -0.000	  0.124
           3644	 -0.210	 90.255	  0.006	  0.125
           3645	 -0.192	 90.553	  0.007	  0.128
           3646	 -0.178	 90.106	  0.006	  0.127
           3647	 -0.188	 90.553	  0.007	  0.125
           3648	 -0.200	 90.255	  0.006	  0.127
           3649	 -0.192	 90.255	  0.004	  0.123
           3650	 -0.172	 90.106	  0.008	  0.121
           3651	 -0.176	 90.404	 -0.001	  0.121
           3652	 -0.194	 90.404	 -0.005	  0.121
           3653	 -0.180	 90.106	 -0.000	  0.121
           3654	 -0.178	 89.808	 -0.000	  0.123
           3655	 -0.160	 89.511	  0.004	  0.122
           3656	 -0.150	 89.362	  0.005	  0.122
           3657	 -0.148	 89.213	  0.008	  0.121
           3658	 -0.166	 88.766	  0.013	  0.120
           3659	 -0.160	 88.766	  0.005	  0.118
           3660	 -0.218	 88.468	  0.006	  0.120
           3661	 -0.180	 88.319	  0.003	  0.121
           3662	 -0.174	 88.021	  0.002	  0.120
           3663	 -0.048	 87.723	 -0.007	  0.118
           3664	  0.134	 87.872	  0.007	  0.118
           3665	  0.412	 87.574	  0.007	  0.117
           3666	  0.774	 87.128	  0.007	  0.117
           3667	  1.102	 86.830	  0.005	  0.119
           3668	  1.294	 87.128	  0.011	  0.115
           3669	  1.248	 86.532	  0.011	  0.118
           3670	  0.896	 86.532	  0.001	  0.116
           3671	  0.392	 86.532	  0.008	  0.115
           3672	 -0.108	 86.532	 -0.001	  0.116
           3673	 -0.460	 85.936	  0.001	  0.115
           3674	 -0.606	 85.340	  0.001	  0.116
           3675	 -0.644	 85.489	  0.005	  0.114
           3676	 -0.580	 85.638	  0.006	  0.115
           3677	 -0.512	 85.340	  0.004	  0.112
           3678	 -0.380	 85.191	  0.010	  0.112
           3679	 -0.272	 84.745	  0.012	  0.112
           3680	 -0.210	 84.745	  0.015	  0.112
           3681	 -0.158	 84.745	  0.006	  0.110
           3682	 -0.164	 84.447	  0.001	  0.112
           3683	 -0.152	 84.000	  0.003	  0.113
           3684	 -0.134	 83.851	 -0.005	  0.110
           3685	 -0.152	 83.255	  0.003	  0.111
           3686	 -0.120	 83.553	  0.001	  0.110
           3687	 -0.074	 83.553	  0.005	  0.110
           3688	 -0.100	 83.553	  0.003	  0.107
           3689	 -0.056	 83.106	  0.003	  0.109
           3690	 -0.098	 82.957	  0.006	  0.104
           3691	 -0.090	 82.808	  0.006	  0.105
           3692	 -0.048	 82.957	  0.001	  0.107
           3693	 -0.064	 82.957	  0.012	  0.103
           3694	 -0.046	 82.362	  0.010	  0.104
           3695	 -0.026	 82.064	  0.004	  0.102
           3696	 -0.032	 81.766	  0.008	  0.101
           3697	 -0.026	 81.915	  0.005	  0.099
           3698	 -0.020	 81.468	  0.004	  0.101
           3699	 -0.014	 81.468	  0.008	  0.098
           3700	  0.024	 81.170	  0.009	  0.098
           3701	  0.018	 81.021	  0.011	  0.094
           3702	  0.014	 81.021	  0.004	  0.097
           3703	  0.038	 81.021	  0.005	  0.094
           3704	  0.046	 81.170	  0.000	  0.092
           3705	  0.040	 82.213	  0.002	  0.092
           3706	  0.056	 82.957	  0.005	  0.091
           3707	  0.086	 84.745	  0.005	  0.089
           3708	  0.084	 86.234	  0.004	  0.089
           3709	  0.104	 88.766	  0.005	  0.086
           3710	  0.108	 91.447	  0.007	  0.083
           3711	  0.126	 93.681	  0.007	  0.082
           3712	  0.136	 96.064	  0.007	  0.084
           3713	  0.154	 98.447	  0.004	  0.081
           3714	  0.160	101.425	  0.010	  0.078
           3715	  0.174	104.404	  0.015	  0.075
           3716	  0.160	107.383	  0.013	  0.075
           3717	  0.190	110.362	  0.010	  0.074
           3718	  0.204	113.489	  0.010	  0.071
           3719	  0.216	116.468	  0.008	  0.069
           3720	  0.220	119.745	  0.012	  0.067
           3721	  0.260	122.872	  0.010	  0.066
           3722	  0.234	125.851	  0.016	  0.064
           3723	  0.258	128.085	  0.005	  0.064
           3724	  0.252	130.468	  0.011	  0.063
           3725	  0.272	132.255	  0.011	  0.061
           3726	  0.268	134.191	  0.010	  0.059
           3727	  0.248	135.532	  0.006	  0.056
           3728	  0.288	136.277	  0.013	  0.052
           3729	  0.278	137.617	  0.004	  0.046
           3730	  0.224	137.915	  0.008	  0.044
           3731	  0.210	138.362	  0.007	  0.040
           3732	  0.176	138.362	  0.005	  0.034
           3733	  0.150	137.766	  0.012	  0.030
           3734	  0.088	137.319	  0.012	  0.026
           3735	  0.044	136.574	  0.011	  0.021
           3736	  0.018	135.383	  0.015	  0.017
           3737	 -0.040	134.191	  0.015	  0.012
           3738	 -0.074	133.298	  0.016	  0.009
           3739	 -0.096	131.808	  0.019	  0.005
           3740	 -0.116	130.021	  0.017	  0.005
           3741	 -0.126	128.532	  0.012	 -0.000
           3742	 -0.160	127.042	  0.009	 -0.002
           3743	 -0.146	125.553	  0.006	 -0.006
           3744	 -0.168	123.766	  0.007	 -0.009
           3745	 -0.172	122.128	  0.011	 -0.011
           3746	 -0.152	120.489	  0.013	 -0.016
           3747	 -0.176	119.298	  0.012	 -0.020
           3748	 -0.148	117.511	  0.004	 -0.026
           3749	 -0.174	116.319	  0.006	 -0.030
           3750	 -0.158	114.234	  0.005	 -0.032
           3751	 -0.144	113.489	 -0.001	 -0.037
           3752	 -0.158	112.298	  0.003	 -0.043
           3753	 -0.136	110.808	  0.004	 -0.048
           3754	 -0.166	109.319	  0.009	 -0.050
           3755	 -0.156	107.830	  0.010	 -0.056
           3756	 -0.156	106.787	  0.012	 -0.060
           3757	 -0.142	105.596	  0.014	 -0.064
           3758	 -0.124	104.404	  0.012	 -0.069
           3759	 -0.128	103.064	  0.011	 -0.074
           3760	 -0.120	102.170	  0.010	 -0.077
           3761	 -0.124	101.277	  0.014	 -0.082
           3762	 -0.132	 99.638	  0.004	 -0.086
           3763	 -0.124	 98.447	  0.009	 -0.089
           3764	 -0.144	 97.702	  0.009	 -0.094
           3765	 -0.144	 96.660	  0.013	 -0.099
           3766	 -0.134	 96.362	  0.006	 -0.105
           3767	 -0.124	 95.170	  0.004	 -0.110
           3768	 -0.140	 94.872	  0.010	 -0.112
           3769	 -0.112	 94.277	  0.003	 -0.119
           3770	 -0.132	 93.532	  0.002	 -0.122
           3771	 -0.140	 93.234	  0.001	 -0.128
           3772	 -0.136	 92.936	  0.011	 -0.134
           3773	 -0.136	 92.191	  0.007	 -0.138
           3774	 -0.094	 91.894	  0.019	 -0.143
           3775	 -0.092	 91.298	  0.019	 -0.147
           3776	 -0.074	 91.298	  0.014	 -0.154
           3777	 -0.084	 91.000	  0.013	 -0.162
           3778	 -0.066	 91.447	  0.009	 -0.169
           3779	 -0.084	 90.851	  0.013	 -0.173
           3780	 -0.078	 90.702	  0.010	 -0.179
           3781	 -0.060	 90.702	  0.009	 -0.184
           3782	 -0.038	 90.702	  0.013	 -0.184
           3783	 -0.022	 90.851	  0.004	 -0.187
           3784	 -0.016	 90.702	  0.008	 -0.194
           3785	  0.022	 90.702	  0.012	 -0.192
           3786	  0.046	 91.149	  0.016	 -0.200
           3787	  0.036	 91.298	  0.017	 -0.202
           3788	  0.054	 91.298	  0.017	 -0.210
           3789	  0.046	 91.447	  0.017	 -0.213
           3790	  0.042	 91.447	  0.016	 -0.217
           3791	  0.040	 91.894	  0.015	 -0.221
           3792	  0.002	 91.894	  0.014	 -0.228
           3793	 -0.060	 92.340	  0.019	 -0.231
           3794	 -0.078	 91.894	  0.015	 -0.238
           3795	 -0.130	 92.340	  0.025	 -0.241
           3796	 -0.128	 92.489	  0.017	 -0.245
           3797	 -0.140	 92.340	  0.017	 -0.250
           3798	 -0.152	 92.787	  0.016	 -0.251
           3799	 -0.176	 92.489	  0.015	 -0.255
           3800	 -0.182	 92.936	  0.021	 -0.259
           3801	 -0.188	 92.787	  0.013	 -0.264
           3802	 -0.184	 92.936	  0.009	 -0.265
           3803	 -0.164	 92.787	  0.007	 -0.269
           3804	 -0.160	 92.191	  0.003	 -0.269
           3805	 -0.176	 92.489	  0.006	 -0.272
           3806	 -0.192	 92.340	  0.011	 -0.273
           3807	 -0.190	 92.340	  0.016	 -0.274
           3808	 -0.184	 91.745	  0.020	 -0.274
           3809	 -0.188	 91.894	  0.020	 -0.274
           3810	 -0.172	 91.298	  0.025	 -0.277
           3811	 -0.170	 90.851	  0.029	 -0.277
           3812	 -0.184	 90.702	  0.021	 -0.276
           3813	 -0.164	 90.851	  0.026	 -0.277
           3814	 -0.188	 90.553	  0.023	 -0.276
           3815	 -0.160	 90.702	  0.021	 -0.279
           3816	 -0.160	 90.106	  0.021	 -0.282
           3817	 -0.140	 89.808	  0.017	 -0.285
           3818	 -0.146	 90.106	  0.018	 -0.291
           3819	 -0.178	 89.511	  0.011	 -0.291
           3820	 -0.176	 89.660	  0.009	 -0.295
           3821	 -0.200	 88.915	  0.007	 -0.296
           3822	 -0.172	 89.213	  0.009	 -0.297
           3823	 -0.088	 88.617	  0.006	 -0.295
           3824	  0.088	 88.170	  0.011	 -0.298
           3825	  0.294	 88.319	  0.011	 -0.298
           3826	  0.618	 87.872	  0.014	 -0.300
           3827	  0.936	 87.723	  0.015	 -0.302
           3828	  1.252	 87.574	  0.015	 -0.303
           3829	  1.330	 87.128	  0.012	 -0.303
           3830	  1.158	 86.979	  0.018	 -0.308
           3831	  0.718	 86.681	  0.019	 -0.308
           3832	  0.230	 86.532	  0.025	 -0.312
           3833	 -0.260	 85.936	  0.026	 -0.313
           3834	 -0.550	 85.787	  0.023	 -0.316
           3835	 -0.608	 86.085	  0.026	 -0.318
           3836	 -0.594	 85.489	  0.024	 -0.320
           3837	 -0.548	 85.340	  0.016	 -0.322
           3838	 -0.424	 85.191	  0.020	 -0.323
           3839	 -0.318	 85.340	  0.017	 -0.327
           3840	 -0.242	 85.042	  0.014	 -0.328
           3841	 -0.200	 85.042	  0.019	 -0.334
           3842	 -0.152	 85.191	  0.015	 -0.339
           3843	 -0.176	 84.894	  0.017	 -0.343
           3844	 -0.146	 84.447	  0.021	 -0.341
           3845	 -0.152	 84.596	  0.021	 -0.343
           3846	 -0.112	 84.149	  0.020	 -0.347
           3847	 -0.126	 84.149	  0.020	 -0.344
           3848	 -0.106	 83.553	  0.014	 -0.346
           3849	 -0.078	 83.553	  0.016	 -0.347
           3850	 -0.084	 83.553	  0.024	 -0.348
           3851	 -0.074	 83.106	  0.019	 -0.347
           3852	 -0.078	 83.106	  0.024	 -0.349
           3853	 -0.056	 82.660	  0.019	 -0.349
           3854	 -0.062	 82.660	  0.018	 -0.349
           3855	 -0.012	 82.808	  0.021	 -0.349
           3856	 -0.050	 82.362	  0.023	 -0.350
           3857	 -0.008	 81.766	  0.025	 -0.346
           3858	 -0.040	 81.766	  0.023	 -0.352
           3859	 -0.016	 81.766	  0.019	 -0.354
           3860	 -0.000	 81.617	  0.016	 -0.354
           3861	  0.016	 81.319	  0.015	 -0.359
           3862	 -0.008	 81.617	  0.011	 -0.360
           3863	  0.016	 81.319	  0.009	 -0.359
           3864	  0.024	 81.915	  0.005	 -0.360
           3865	  0.026	 82.362	  0.013	 -0.360
           3866	  0.044	 82.957	  0.002	 -0.360
           3867	  0.056	 84.447	  0.014	 -0.360
           3868	  0.072	 86.532	  0.015	 -0.361
           3869	  0.088	 88.468	  0.013	 -0.363
           3870	  0.090	 90.553	  0.024	 -0.360
           3871	  0.116	 93.383	  0.021	 -0.360
           3872	  0.134	 95.915	  0.029	 -0.357
           3873	  0.146	 97.851	  0.023	 -0.354
           3874	  0.172	100.830	  0.026	 -0.354
           3875	  0.166	103.213	  0.024	 -0.354
           3876	  0.202	106.340	  0.025	 -0.355
           3877	  0.196	109.766	  0.022	 -0.352
           3878	  0.230	112.745	  0.017	 -0.351
           3879	  0.228	116.170	  0.021	 -0.352
           3880	  0.252	119.298	  0.012	 -0.349
           3881	  0.240	121.979	  0.012	 -0.349
           3882	  0.272	125.106	  0.009	 -0.349
           3883	  0.268	128.085	  0.013	 -0.349
           3884	  0.276	130.915	  0.013	 -0.354
           3885	  0.280	133.000	  0.019	 -0.354
           3886	  0.280	135.234	  0.019	 -0.354
           3887	  0.264	136.723	  0.022	 -0.352
           3888	  0.256	138.362	  0.018	 -0.352
           3889	  0.256	139.553	  0.022	 -0.350
           3890	  0.250	140.000	  0.018	 -0.349
           3891	  0.192	140.745	  0.023	 -0.350
           3892	  0.178	140.745	  0.024	 -0.352
           3893	  0.144	140.745	  0.026	 -0.354
           3894	  0.104	140.149	  0.024	 -0.354
           3895	  0.056	139.702	  0.024	 -0.354
           3896	  0.034	138.362	  0.022	 -0.352
           3897	 -0.014	137.766	  0.016	 -0.354
           3898	 -0.042	136.277	  0.016	 -0.354
           3899	 -0.082	135.085	  0.018	 -0.357
           3900	 -0.104	133.745	  0.017	 -0.355
           3901	 -0.122	132.404	  0.014	 -0.357
           3902	 -0.150	131.213	  0.012	 -0.360
           3903	 -0.136	129.723	  0.015	 -0.362
           3904	 -0.166	128.085	  0.016	 -0.354
           3905	 -0.160	126.894	  0.018	 -0.360
           3906	 -0.172	125.553	  0.014	 -0.358
           3907	 -0.166	123.915	  0.018	 -0.357
           3908	 -0.168	122.277	  0.014	 -0.357
           3909	 -0.162	120.787	  0.019	 -0.352
           3910	 -0.160	119.298	  0.013	 -0.354
           3911	 -0.156	118.106	  0.017	 -0.355
           3912	 -0.160	116.617	  0.014	 -0.349
           3913	 -0.154	115.277	  0.020	 -0.352
           3914	 -0.160	114.830	  0.020	 -0.349
           3915	 -0.150	113.340	  0.021	 -0.349
           3916	 -0.160	112.149	  0.023	 -0.347
           3917	 -0.148	110.660	  0.014	 -0.346
           3918	 -0.144	109.468	  0.015	 -0.350
           3919	 -0.138	108.574	  0.012	 -0.352
           3920	 -0.146	106.787	  0.011	 -0.352
           3921	 -0.116	105.745	  0.011	 -0.355
           3922	 -0.166	105.000	  0.011	 -0.357
           3923	 -0.128	104.106	  0.010	 -0.360
           3924	 -0.140	102.766	  0.007	 -0.359
           3925	 -0.142	101.872	  0.010	 -0.355
           3926	 -0.140	100.830	  0.010	 -0.357
           3927	 -0.142	 99.936	  0.010	 -0.350
           3928	 -0.136	 98.894	  0.019	 -0.350
           3929	 -0.128	 98.149	  0.008	 -0.348
           3930	 -0.154	 97.255	  0.014	 -0.347
           3931	 -0.146	 96.362	  0.009	 -0.348
           3932	 -0.124	 95.766	  0.024	 -0.347
           3933	 -0.144	 95.021	  0.009	 -0.352
           3934	 -0.132	 94.574	  0.010	 -0.354
           3935	 -0.122	 93.979	  0.012	 -0.354
           3936	 -0.124	 93.979	  0.007	 -0.358
           3937	 -0.106	 93.234	  0.007	 -0.357
           3938	 -0.090	 93.085	  0.005	 -0.362
           3939	 -0.080	 92.787	 -0.000	 -0.360
           3940	 -0.068	 92.489	 -0.002	 -0.362
           3941	 -0.072	 92.489	 -0.013	 -0.365
           3942	 -0.078	 92.042	  0.010	 -0.363
           3943	 -0.068	 92.489	 -0.002	 -0.365
           3944	 -0.040	 91.894	  0.011	 -0.361
           3945	 -0.028	 92.191	  0.015	 -0.361
           3946	  0.008	 92.042	  0.008	 -0.363
           3947	  0.022	 91.894	  0.007	 -0.363
           3948	  0.050	 91.745	  0.014	 -0.362
           3949	  0.108	 92.191	  0.027	 -0.363
           3950	  0.064	 91.894	  0.029	 -0.362
