'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[00:05:35.780 26/02/1989]',0.026,81.577,0.005,-0.231
'[00:05:35.784 26/02/1989]',0.074,81.577,0.018,-0.232
'[00:05:35.788 26/02/1989]',0.144,81.577,0.011,-0.234
'[00:05:35.792 26/02/1989]',0.314,81.577,0.016,-0.234
'[00:05:35.796 26/02/1989]',0.536,80.769,0.015,-0.232
'[00:05:35.800 26/02/1989]',0.880,80.769,0.009,-0.234
'[00:05:35.804 26/02/1989]',1.018,80.769,0.005,-0.233
'[00:05:35.808 26/02/1989]',0.846,80.231,0.013,-0.230
'[00:05:35.812 26/02/1989]',0.648,79.961,0.011,-0.234
'[00:05:35.816 26/02/1989]',0.208,79.154,0.019,-0.234
'[00:05:35.820 26/02/1989]',-0.138,79.692,0.019,-0.230
'[00:05:35.824 26/02/1989]',-0.386,79.154,0.018,-0.234
'[00:05:35.828 26/02/1989]',-0.600,78.885,0.017,-0.234
'[00:05:35.832 26/02/1989]',-0.746,78.885,0.008,-0.228
'[00:05:35.836 26/02/1989]',-0.740,78.615,0.014,-0.233
'[00:05:35.840 26/02/1989]',-0.638,78.077,0.008,-0.230
'[00:05:35.844 26/02/1989]',-0.440,78.077,0.010,-0.228
'[00:05:35.848 26/02/1989]',-0.224,77.269,0.002,-0.231
'[00:05:35.852 26/02/1989]',-0.084,77.808,0.002,-0.231
'[00:05:35.856 26/02/1989]',-0.002,77.808,0.002,-0.228
'[00:05:35.860 26/02/1989]',0.066,76.731,0.010,-0.231
'[00:05:35.864 26/02/1989]',0.080,77.000,0.022,-0.231
'[00:05:35.868 26/02/1989]',0.086,77.000,0.019,-0.228
'[00:05:35.872 26/02/1989]',0.084,77.000,0.012,-0.233
'[00:05:35.876 26/02/1989]',0.096,77.000,0.014,-0.232
'[00:05:35.880 26/02/1989]',0.112,76.731,0.016,-0.229
'[00:05:35.884 26/02/1989]',0.114,76.192,0.008,-0.230
'[00:05:35.888 26/02/1989]',0.120,75.923,0.013,-0.230
'[00:05:35.892 26/02/1989]',0.128,75.923,0.008,-0.231
'[00:05:35.896 26/02/1989]',0.134,75.385,0.005,-0.236
'[00:05:35.900 26/02/1989]',0.136,75.385,0.012,-0.231
'[00:05:35.904 26/02/1989]',0.146,75.115,0.005,-0.228
'[00:05:35.908 26/02/1989]',0.152,74.577,-0.003,-0.230
'[00:05:35.912 26/02/1989]',0.166,74.577,0.004,-0.226
'[00:05:35.916 26/02/1989]',0.166,74.846,-0.002,-0.233
'[00:05:35.920 26/02/1989]',0.166,74.038,0.004,-0.229
'[00:05:35.924 26/02/1989]',0.172,74.038,-0.000,-0.225
'[00:05:35.928 26/02/1989]',0.176,74.308,0.015,-0.230
'[00:05:35.932 26/02/1989]',0.160,75.115,-0.000,-0.232
'[00:05:35.936 26/02/1989]',0.168,74.308,0.019,-0.228
'[00:05:35.940 26/02/1989]',0.176,73.769,-0.001,-0.230
'[00:05:35.944 26/02/1989]',0.184,73.769,0.003,-0.225
'[00:05:35.948 26/02/1989]',0.194,74.308,0.005,-0.230
'[00:05:35.952 26/02/1989]',0.204,73.231,0.008,-0.228
'[00:05:35.956 26/02/1989]',0.208,73.500,0.015,-0.223
'[00:05:35.960 26/02/1989]',0.212,72.692,0.003,-0.226
'[00:05:35.964 26/02/1989]',0.220,72.423,0.014,-0.226
'[00:05:35.968 26/02/1989]',0.222,73.231,0.006,-0.221
'[00:05:35.972 26/02/1989]',0.232,73.231,0.013,-0.228
'[00:05:35.976 26/02/1989]',0.232,73.769,0.015,-0.225
'[00:05:35.980 26/02/1989]',0.246,73.769,-0.002,-0.222
'[00:05:35.984 26/02/1989]',0.258,75.115,0.016,-0.227
'[00:05:35.988 26/02/1989]',0.266,76.731,-0.002,-0.222
'[00:05:35.992 26/02/1989]',0.272,78.077,0.009,-0.221
'[00:05:35.996 26/02/1989]',0.300,80.500,0.009,-0.226
'[00:05:36.000 26/02/1989]',0.294,83.192,0.008,-0.222
'[00:05:36.004 26/02/1989]',0.308,86.692,0.005,-0.225
'[00:05:36.008 26/02/1989]',0.314,91.000,-0.000,-0.222
'[00:05:36.012 26/02/1989]',0.332,94.500,-0.002,-0.225
'[00:05:36.016 26/02/1989]',0.336,99.346,-0.014,-0.224
'[00:05:36.020 26/02/1989]',0.344,104.461,-0.004,-0.226
'[00:05:36.024 26/02/1989]',0.344,108.231,-0.004,-0.224
'[00:05:36.028 26/02/1989]',0.370,112.538,-0.007,-0.223
'[00:05:36.032 26/02/1989]',0.362,116.577,-0.017,-0.218
'[00:05:36.036 26/02/1989]',0.372,120.615,-0.009,-0.222
'[00:05:36.040 26/02/1989]',0.368,123.577,-0.011,-0.218
'[00:05:36.044 26/02/1989]',0.372,126.538,0.008,-0.218
'[00:05:36.048 26/02/1989]',0.382,129.500,-0.002,-0.217
'[00:05:36.052 26/02/1989]',0.372,132.461,0.004,-0.219
'[00:05:36.056 26/02/1989]',0.370,134.346,-0.003,-0.217
'[00:05:36.060 26/02/1989]',0.350,136.231,-0.002,-0.217
'[00:05:36.064 26/02/1989]',0.344,138.384,-0.006,-0.217
'[00:05:36.068 26/02/1989]',0.334,139.192,0.006,-0.217
'[00:05:36.072 26/02/1989]',0.320,140.538,0.003,-0.214
'[00:05:36.076 26/02/1989]',0.312,140.538,-0.004,-0.215
'[00:05:36.080 26/02/1989]',0.300,140.538,0.006,-0.212
'[00:05:36.084 26/02/1989]',0.290,141.615,-0.005,-0.216
'[00:05:36.088 26/02/1989]',0.264,141.615,0.010,-0.213
'[00:05:36.092 26/02/1989]',0.252,141.884,0.013,-0.212
'[00:05:36.096 26/02/1989]',0.240,140.538,0.012,-0.213
'[00:05:36.100 26/02/1989]',0.216,139.731,0.008,-0.214
'[00:05:36.104 26/02/1989]',0.206,139.461,0.004,-0.208
'[00:05:36.108 26/02/1989]',0.184,138.115,0.011,-0.207
'[00:05:36.112 26/02/1989]',0.154,137.038,-0.001,-0.210
'[00:05:36.116 26/02/1989]',0.122,135.692,-0.004,-0.211
'[00:05:36.120 26/02/1989]',0.096,135.154,-0.007,-0.209
'[00:05:36.124 26/02/1989]',0.064,134.077,0.007,-0.211
'[00:05:36.128 26/02/1989]',0.046,133.000,-0.008,-0.207
'[00:05:36.132 26/02/1989]',0.012,132.461,0.014,-0.207
'[00:05:36.136 26/02/1989]',-0.004,131.115,0.001,-0.205
'[00:05:36.140 26/02/1989]',-0.028,129.769,-0.001,-0.209
'[00:05:36.144 26/02/1989]',-0.044,128.692,-0.006,-0.209
'[00:05:36.148 26/02/1989]',-0.052,127.615,-0.016,-0.207
'[00:05:36.152 26/02/1989]',-0.056,127.346,-0.011,-0.206
'[00:05:36.156 26/02/1989]',-0.068,126.538,-0.013,-0.206
'[00:05:36.160 26/02/1989]',-0.070,124.384,-0.008,-0.207
'[00:05:36.164 26/02/1989]',-0.072,123.308,-0.005,-0.208
'[00:05:36.168 26/02/1989]',-0.068,122.231,-0.004,-0.201
'[00:05:36.172 26/02/1989]',-0.074,121.154,-0.007,-0.201
'[00:05:36.176 26/02/1989]',-0.052,119.808,0.003,-0.202
'[00:05:36.180 26/02/1989]',-0.062,118.731,-0.001,-0.197
'[00:05:36.184 26/02/1989]',-0.044,117.384,0.018,-0.197
'[00:05:36.188 26/02/1989]',-0.050,115.769,0.007,-0.198
'[00:05:36.192 26/02/1989]',-0.052,115.500,0.011,-0.197
'[00:05:36.196 26/02/1989]',-0.040,114.154,0.007,-0.195
'[00:05:36.200 26/02/1989]',-0.036,113.077,0.010,-0.194
'[00:05:36.204 26/02/1989]',-0.048,112.269,0.002,-0.197
'[00:05:36.208 26/02/1989]',-0.044,111.731,0.004,-0.200
'[00:05:36.212 26/02/1989]',-0.034,110.654,0.006,-0.195
'[00:05:36.216 26/02/1989]',-0.034,109.308,-0.006,-0.195
'[00:05:36.220 26/02/1989]',-0.022,107.961,0.008,-0.195
'[00:05:36.224 26/02/1989]',-0.024,107.154,-0.004,-0.197
'[00:05:36.228 26/02/1989]',-0.014,106.077,0.004,-0.195
'[00:05:36.232 26/02/1989]',-0.010,105.269,-0.001,-0.193
'[00:05:36.236 26/02/1989]',-0.004,103.384,-0.001,-0.193
'[00:05:36.240 26/02/1989]',-0.004,102.308,-0.003,-0.193
'[00:05:36.244 26/02/1989]',-0.002,100.692,-0.008,-0.193
'[00:05:36.248 26/02/1989]',-0.012,99.885,-0.007,-0.192
'[00:05:36.252 26/02/1989]',-0.008,98.000,0.003,-0.190
'[00:05:36.256 26/02/1989]',-0.010,97.731,-0.009,-0.192
'[00:05:36.260 26/02/1989]',-0.016,96.654,-0.013,-0.189
'[00:05:36.264 26/02/1989]',-0.012,95.308,-0.003,-0.189
'[00:05:36.268 26/02/1989]',-0.012,94.231,-0.006,-0.185
'[00:05:36.272 26/02/1989]',-0.018,93.692,-0.004,-0.187
'[00:05:36.276 26/02/1989]',-0.016,93.154,-0.004,-0.186
'[00:05:36.280 26/02/1989]',-0.016,92.346,0.005,-0.185
'[00:05:36.284 26/02/1989]',-0.010,91.808,0.004,-0.181
'[00:05:36.288 26/02/1989]',-0.024,92.077,-0.000,-0.186
'[00:05:36.292 26/02/1989]',-0.040,91.538,0.015,-0.185
'[00:05:36.296 26/02/1989]',-0.024,91.000,0.006,-0.183
'[00:05:36.300 26/02/1989]',-0.016,90.731,0.013,-0.180
'[00:05:36.304 26/02/1989]',-0.032,90.461,0.008,-0.181
'[00:05:36.308 26/02/1989]',-0.026,89.923,0.012,-0.182
'[00:05:36.312 26/02/1989]',-0.018,89.923,0.004,-0.178
'[00:05:36.316 26/02/1989]',-0.028,89.654,-0.000,-0.180
'[00:05:36.320 26/02/1989]',-0.024,89.923,-0.006,-0.181
'[00:05:36.324 26/02/1989]',-0.024,89.115,-0.003,-0.179
'[00:05:36.328 26/02/1989]',-0.024,89.923,-0.007,-0.179
'[00:05:36.332 26/02/1989]',-0.024,89.923,0.002,-0.181
'[00:05:36.336 26/02/1989]',-0.024,91.000,-0.015,-0.181
'[00:05:36.340 26/02/1989]',-0.022,91.000,-0.014,-0.179
'[00:05:36.344 26/02/1989]',-0.034,90.731,-0.031,-0.181
'[00:05:36.348 26/02/1989]',-0.020,91.000,-0.013,-0.181
'[00:05:36.352 26/02/1989]',-0.030,91.000,-0.024,-0.180
'[00:05:36.356 26/02/1989]',-0.024,92.077,-0.007,-0.183
'[00:05:36.360 26/02/1989]',-0.024,91.538,-0.005,-0.182
'[00:05:36.364 26/02/1989]',-0.014,91.269,-0.010,-0.177
'[00:05:36.368 26/02/1989]',-0.002,91.808,-0.005,-0.174
'[00:05:36.372 26/02/1989]',0.004,91.000,-0.007,-0.173
'[00:05:36.376 26/02/1989]',0.008,91.808,0.006,-0.173
'[00:05:36.380 26/02/1989]',0.016,91.808,-0.001,-0.171
'[00:05:36.384 26/02/1989]',0.016,91.808,-0.001,-0.171
'[00:05:36.388 26/02/1989]',0.006,92.077,-0.003,-0.173
'[00:05:36.392 26/02/1989]',0.018,91.808,0.008,-0.173
'[00:05:36.396 26/02/1989]',0.036,91.538,0.012,-0.172
'[00:05:36.400 26/02/1989]',0.064,92.077,0.017,-0.172
'[00:05:36.404 26/02/1989]',0.096,92.077,0.008,-0.170
'[00:05:36.408 26/02/1989]',0.110,92.346,0.015,-0.170
'[00:05:36.412 26/02/1989]',0.144,91.538,0.013,-0.171
'[00:05:36.416 26/02/1989]',0.138,91.538,0.007,-0.171
'[00:05:36.420 26/02/1989]',0.150,91.538,0.012,-0.170
'[00:05:36.424 26/02/1989]',0.152,91.269,0.002,-0.169
'[00:05:36.428 26/02/1989]',0.152,91.000,-0.000,-0.168
'[00:05:36.432 26/02/1989]',0.146,91.538,0.002,-0.170
'[00:05:36.436 26/02/1989]',0.140,91.269,-0.009,-0.169
'[00:05:36.440 26/02/1989]',0.110,91.000,0.000,-0.167
'[00:05:36.444 26/02/1989]',0.088,90.192,-0.011,-0.164
'[00:05:36.448 26/02/1989]',0.026,90.192,-0.008,-0.168
'[00:05:36.452 26/02/1989]',0.012,90.192,-0.022,-0.167
'[00:05:36.456 26/02/1989]',-0.012,89.923,0.002,-0.164
'[00:05:36.460 26/02/1989]',-0.016,89.923,-0.004,-0.164
'[00:05:36.464 26/02/1989]',-0.032,89.923,-0.010,-0.164
'[00:05:36.468 26/02/1989]',-0.022,89.923,0.012,-0.161
'[00:05:36.472 26/02/1989]',-0.040,89.654,-0.007,-0.164
'[00:05:36.476 26/02/1989]',-0.042,89.115,0.009,-0.164
'[00:05:36.480 26/02/1989]',-0.032,88.846,0.002,-0.162
'[00:05:36.484 26/02/1989]',-0.034,88.577,0.004,-0.164
'[00:05:36.488 26/02/1989]',-0.042,88.038,0.003,-0.163
'[00:05:36.492 26/02/1989]',-0.036,87.500,0.005,-0.162
'[00:05:36.496 26/02/1989]',-0.032,87.231,0.009,-0.162
'[00:05:36.500 26/02/1989]',-0.036,86.423,-0.005,-0.160
'[00:05:36.504 26/02/1989]',-0.040,86.692,0.009,-0.161
'[00:05:36.508 26/02/1989]',-0.038,86.154,0.006,-0.157
'[00:05:36.512 26/02/1989]',-0.040,85.615,0.012,-0.155
'[00:05:36.516 26/02/1989]',-0.032,85.346,0.013,-0.157
'[00:05:36.520 26/02/1989]',-0.030,85.077,0.019,-0.156
'[00:05:36.524 26/02/1989]',-0.032,85.077,0.007,-0.158
'[00:05:36.528 26/02/1989]',-0.026,84.538,0.007,-0.157
'[00:05:36.532 26/02/1989]',-0.028,84.000,0.004,-0.157
'[00:05:36.536 26/02/1989]',-0.014,84.000,-0.011,-0.161
'[00:05:36.540 26/02/1989]',-0.020,83.731,-0.011,-0.157
'[00:05:36.544 26/02/1989]',-0.004,82.923,-0.005,-0.157
'[00:05:36.548 26/02/1989]',0.006,82.923,0.000,-0.157
'[00:05:36.552 26/02/1989]',0.014,82.385,-0.002,-0.156
'[00:05:36.556 26/02/1989]',0.030,82.385,0.011,-0.157
'[00:05:36.560 26/02/1989]',0.068,81.577,0.002,-0.157
'[00:05:36.564 26/02/1989]',0.168,81.577,0.008,-0.156
'[00:05:36.568 26/02/1989]',0.368,80.500,-0.001,-0.155
'[00:05:36.572 26/02/1989]',0.624,80.769,0.006,-0.154
'[00:05:36.576 26/02/1989]',0.962,80.769,0.017,-0.154
'[00:05:36.580 26/02/1989]',1.036,80.769,0.009,-0.154
'[00:05:36.584 26/02/1989]',0.888,80.231,0.031,-0.154
'[00:05:36.588 26/02/1989]',0.590,80.231,0.028,-0.157
'[00:05:36.592 26/02/1989]',0.128,80.231,0.026,-0.155
'[00:05:36.596 26/02/1989]',-0.188,79.961,0.019,-0.154
'[00:05:36.600 26/02/1989]',-0.426,79.692,0.013,-0.154
'[00:05:36.604 26/02/1989]',-0.698,79.154,0.019,-0.152
'[00:05:36.608 26/02/1989]',-0.780,78.885,0.010,-0.151
'[00:05:36.612 26/02/1989]',-0.768,78.885,0.023,-0.154
'[00:05:36.616 26/02/1989]',-0.628,78.615,0.013,-0.152
'[00:05:36.620 26/02/1989]',-0.422,78.077,0.004,-0.152
'[00:05:36.624 26/02/1989]',-0.214,78.615,0.010,-0.154
'[00:05:36.628 26/02/1989]',-0.088,78.077,-0.003,-0.152
'[00:05:36.632 26/02/1989]',0.004,77.269,-0.002,-0.152
'[00:05:36.636 26/02/1989]',0.068,77.269,0.010,-0.153
'[00:05:36.640 26/02/1989]',0.082,77.538,0.002,-0.151
'[00:05:36.644 26/02/1989]',0.080,76.731,-0.006,-0.150
'[00:05:36.648 26/02/1989]',0.082,76.461,0.009,-0.152
'[00:05:36.652 26/02/1989]',0.106,76.731,-0.003,-0.151
'[00:05:36.656 26/02/1989]',0.108,76.731,0.018,-0.154
'[00:05:36.660 26/02/1989]',0.114,75.923,-0.001,-0.149
'[00:05:36.664 26/02/1989]',0.136,75.923,0.005,-0.148
'[00:05:36.668 26/02/1989]',0.144,75.385,0.007,-0.147
'[00:05:36.672 26/02/1989]',0.148,74.846,0.001,-0.151
'[00:05:36.676 26/02/1989]',0.150,75.115,0.010,-0.151
'[00:05:36.680 26/02/1989]',0.152,74.846,-0.000,-0.151
'[00:05:36.684 26/02/1989]',0.154,74.846,0.009,-0.152
'[00:05:36.688 26/02/1989]',0.160,74.846,0.018,-0.148
'[00:05:36.692 26/02/1989]',0.170,74.577,0.022,-0.148
'[00:05:36.696 26/02/1989]',0.172,73.500,0.022,-0.146
'[00:05:36.700 26/02/1989]',0.176,73.231,0.011,-0.144
'[00:05:36.704 26/02/1989]',0.180,73.231,0.020,-0.144
'[00:05:36.708 26/02/1989]',0.186,73.769,0.018,-0.148
'[00:05:36.712 26/02/1989]',0.190,72.692,0.021,-0.148
'[00:05:36.716 26/02/1989]',0.192,72.961,0.024,-0.146
'[00:05:36.720 26/02/1989]',0.194,72.692,0.014,-0.145
'[00:05:36.724 26/02/1989]',0.202,72.423,0.011,-0.145
'[00:05:36.728 26/02/1989]',0.216,72.154,0.014,-0.146
'[00:05:36.732 26/02/1989]',0.222,71.885,0.005,-0.147
'[00:05:36.736 26/02/1989]',0.214,72.423,0.001,-0.144
'[00:05:36.740 26/02/1989]',0.226,72.154,-0.001,-0.147
'[00:05:36.744 26/02/1989]',0.228,72.692,-0.007,-0.148
'[00:05:36.748 26/02/1989]',0.232,73.231,-0.001,-0.146
'[00:05:36.752 26/02/1989]',0.242,73.500,-0.002,-0.147
'[00:05:36.756 26/02/1989]',0.250,74.846,-0.000,-0.148
'[00:05:36.760 26/02/1989]',0.258,74.577,-0.006,-0.145
'[00:05:36.764 26/02/1989]',0.272,75.923,-0.003,-0.145
'[00:05:36.768 26/02/1989]',0.290,78.077,0.001,-0.145
'[00:05:36.772 26/02/1989]',0.298,80.500,0.001,-0.144
'[00:05:36.776 26/02/1989]',0.304,83.192,-0.002,-0.140
'[00:05:36.780 26/02/1989]',0.320,86.423,0.008,-0.141
'[00:05:36.784 26/02/1989]',0.330,90.461,-0.008,-0.144
'[00:05:36.788 26/02/1989]',0.346,94.231,-0.001,-0.145
'[00:05:36.792 26/02/1989]',0.344,98.269,0.014,-0.144
'[00:05:36.796 26/02/1989]',0.368,102.038,0.014,-0.141
'[00:05:36.800 26/02/1989]',0.378,106.077,0.019,-0.138
'[00:05:36.804 26/02/1989]',0.384,110.654,0.014,-0.140
'[00:05:36.808 26/02/1989]',0.390,114.423,0.022,-0.141
'[00:05:36.812 26/02/1989]',0.400,117.923,0.022,-0.141
'[00:05:36.816 26/02/1989]',0.400,121.423,0.011,-0.138
'[00:05:36.820 26/02/1989]',0.400,124.384,0.008,-0.135
'[00:05:36.824 26/02/1989]',0.392,127.615,0.009,-0.140
'[00:05:36.828 26/02/1989]',0.380,130.308,0.001,-0.139
'[00:05:36.832 26/02/1989]',0.368,132.731,0.002,-0.137
'[00:05:36.836 26/02/1989]',0.368,134.077,-0.000,-0.136
'[00:05:36.840 26/02/1989]',0.356,135.961,-0.019,-0.136
'[00:05:36.844 26/02/1989]',0.352,137.308,-0.008,-0.138
'[00:05:36.848 26/02/1989]',0.334,138.654,-0.033,-0.140
'[00:05:36.852 26/02/1989]',0.318,139.192,-0.021,-0.139
'[00:05:36.856 26/02/1989]',0.302,139.461,-0.014,-0.140
'[00:05:36.860 26/02/1989]',0.286,140.538,-0.011,-0.137
'[00:05:36.864 26/02/1989]',0.264,140.808,-0.001,-0.138
'[00:05:36.868 26/02/1989]',0.258,139.731,0.002,-0.136
'[00:05:36.872 26/02/1989]',0.242,138.654,0.014,-0.137
'[00:05:36.876 26/02/1989]',0.222,138.115,0.004,-0.135
'[00:05:36.880 26/02/1989]',0.204,137.038,0.013,-0.135
'[00:05:36.884 26/02/1989]',0.176,136.231,0.015,-0.137
'[00:05:36.888 26/02/1989]',0.148,135.154,0.013,-0.135
'[00:05:36.892 26/02/1989]',0.126,133.538,0.016,-0.132
'[00:05:36.896 26/02/1989]',0.098,133.000,0.012,-0.135
'[00:05:36.900 26/02/1989]',0.072,131.923,0.012,-0.135
'[00:05:36.904 26/02/1989]',0.038,130.038,0.014,-0.132
'[00:05:36.908 26/02/1989]',0.012,129.231,0.004,-0.132
'[00:05:36.912 26/02/1989]',-0.004,128.154,-0.001,-0.132
'[00:05:36.916 26/02/1989]',-0.030,127.077,-0.003,-0.135
'[00:05:36.920 26/02/1989]',-0.046,126.269,0.007,-0.134
'[00:05:36.924 26/02/1989]',-0.056,124.923,-0.004,-0.135
'[00:05:36.928 26/02/1989]',-0.054,123.308,0.008,-0.133
'[00:05:36.932 26/02/1989]',-0.068,123.308,0.005,-0.133
'[00:05:36.936 26/02/1989]',-0.066,122.231,-0.009,-0.131
'[00:05:36.940 26/02/1989]',-0.064,121.154,-0.021,-0.135
'[00:05:36.944 26/02/1989]',-0.072,119.538,0.001,-0.132
'[00:05:36.948 26/02/1989]',-0.064,119.538,-0.010,-0.133
'[00:05:36.952 26/02/1989]',-0.060,118.192,-0.001,-0.133
'[00:05:36.956 26/02/1989]',-0.056,117.384,-0.006,-0.131
'[00:05:36.960 26/02/1989]',-0.060,116.308,0.004,-0.133
'[00:05:36.964 26/02/1989]',-0.060,115.500,-0.006,-0.131
'[00:05:36.968 26/02/1989]',-0.052,114.692,0.017,-0.133
'[00:05:36.972 26/02/1989]',-0.048,113.077,0.001,-0.132
'[00:05:36.976 26/02/1989]',-0.048,112.538,0.026,-0.133
'[00:05:36.980 26/02/1989]',-0.038,111.461,0.013,-0.132
'[00:05:36.984 26/02/1989]',-0.024,109.846,0.024,-0.132
'[00:05:36.988 26/02/1989]',-0.032,108.769,0.016,-0.131
'[00:05:36.992 26/02/1989]',-0.024,107.692,0.017,-0.132
'[00:05:36.996 26/02/1989]',-0.016,106.615,0.016,-0.128
'[00:05:37.000 26/02/1989]',-0.022,106.077,-0.006,-0.132
'[00:05:37.004 26/02/1989]',-0.008,104.731,0.005,-0.128
'[00:05:37.008 26/02/1989]',-0.016,102.846,-0.002,-0.132
'[00:05:37.012 26/02/1989]',-0.004,101.231,0.010,-0.128
'[00:05:37.016 26/02/1989]',-0.018,99.885,0.008,-0.128
'[00:05:37.020 26/02/1989]',-0.000,98.808,0.001,-0.128
'[00:05:37.024 26/02/1989]',-0.010,98.269,0.018,-0.128
'[00:05:37.028 26/02/1989]',-0.006,96.654,0.008,-0.128
'[00:05:37.032 26/02/1989]',-0.006,95.846,0.013,-0.130
'[00:05:37.036 26/02/1989]',-0.004,94.769,0.006,-0.128
'[00:05:37.040 26/02/1989]',-0.004,93.692,-0.010,-0.128
'[00:05:37.044 26/02/1989]',-0.010,92.885,-0.001,-0.128
'[00:05:37.048 26/02/1989]',-0.006,93.154,-0.013,-0.129
'[00:05:37.052 26/02/1989]',-0.008,92.346,-0.005,-0.128
'[00:05:37.056 26/02/1989]',-0.008,91.000,-0.009,-0.128
'[00:05:37.060 26/02/1989]',-0.012,91.000,0.003,-0.128
'[00:05:37.064 26/02/1989]',-0.010,90.461,-0.001,-0.128
'[00:05:37.068 26/02/1989]',-0.008,91.000,0.000,-0.126
'[00:05:37.072 26/02/1989]',-0.020,89.923,0.010,-0.129
'[00:05:37.076 26/02/1989]',-0.028,90.461,0.016,-0.128
'[00:05:37.080 26/02/1989]',-0.020,89.923,0.026,-0.128
'[00:05:37.084 26/02/1989]',-0.024,89.923,0.034,-0.127
'[00:05:37.088 26/02/1989]',-0.030,89.654,0.018,-0.128
'[00:05:37.092 26/02/1989]',-0.034,90.192,0.026,-0.128
'[00:05:37.096 26/02/1989]',-0.024,89.923,0.016,-0.129
'[00:05:37.100 26/02/1989]',-0.028,90.731,0.007,-0.128
'[00:05:37.104 26/02/1989]',-0.036,89.923,0.002,-0.129
'[00:05:37.108 26/02/1989]',-0.026,90.192,-0.005,-0.129
'[00:05:37.112 26/02/1989]',-0.016,90.192,-0.021,-0.128
'[00:05:37.116 26/02/1989]',-0.012,90.461,-0.012,-0.125
'[00:05:37.120 26/02/1989]',-0.008,90.192,-0.030,-0.128
'[00:05:37.124 26/02/1989]',-0.000,90.731,-0.011,-0.128
'[00:05:37.128 26/02/1989]',-0.000,90.731,-0.025,-0.127
'[00:05:37.132 26/02/1989]',-0.000,91.000,-0.011,-0.126
'[00:05:37.136 26/02/1989]',0.018,91.269,-0.015,-0.128
'[00:05:37.140 26/02/1989]',0.032,91.000,-0.011,-0.130
'[00:05:37.144 26/02/1989]',0.064,91.538,-0.007,-0.125
'[00:05:37.148 26/02/1989]',0.078,91.538,-0.003,-0.128
'[00:05:37.152 26/02/1989]',0.098,92.077,-0.001,-0.128
'[00:05:37.156 26/02/1989]',0.122,92.615,-0.004,-0.128
'[00:05:37.160 26/02/1989]',0.120,92.077,0.021,-0.125
'[00:05:37.164 26/02/1989]',0.128,92.077,0.022,-0.128
'[00:05:37.168 26/02/1989]',0.150,92.077,0.035,-0.128
'[00:05:37.172 26/02/1989]',0.130,92.077,0.037,-0.126
'[00:05:37.176 26/02/1989]',0.140,91.269,0.040,-0.123
'[00:05:37.180 26/02/1989]',0.128,91.269,0.026,-0.128
'[00:05:37.184 26/02/1989]',0.104,91.000,0.021,-0.125
'[00:05:37.188 26/02/1989]',0.074,91.808,0.024,-0.124
'[00:05:37.192 26/02/1989]',0.022,91.000,0.005,-0.125
'[00:05:37.196 26/02/1989]',0.008,90.731,-0.002,-0.124
'[00:05:37.200 26/02/1989]',-0.024,90.731,0.001,-0.124
'[00:05:37.204 26/02/1989]',-0.016,90.461,-0.010,-0.125
'[00:05:37.208 26/02/1989]',-0.046,91.269,-0.013,-0.127
'[00:05:37.212 26/02/1989]',-0.048,90.192,-0.025,-0.127
'[00:05:37.216 26/02/1989]',-0.054,90.731,-0.027,-0.125
'[00:05:37.220 26/02/1989]',-0.058,91.269,-0.042,-0.128
'[00:05:37.224 26/02/1989]',-0.068,91.000,-0.037,-0.128
'[00:05:37.228 26/02/1989]',-0.056,90.731,-0.038,-0.132
'[00:05:37.232 26/02/1989]',-0.068,91.269,-0.046,-0.128
'[00:05:37.236 26/02/1989]',-0.064,90.192,-0.036,-0.131
'[00:05:37.240 26/02/1989]',-0.056,90.192,-0.037,-0.130
'[00:05:37.244 26/02/1989]',-0.060,89.115,-0.020,-0.128
'[00:05:37.248 26/02/1989]',-0.064,89.654,-0.010,-0.126
'[00:05:37.252 26/02/1989]',-0.056,88.846,0.008,-0.125
'[00:05:37.256 26/02/1989]',-0.060,88.577,0.011,-0.128
'[00:05:37.260 26/02/1989]',-0.062,87.769,0.023,-0.128
'[00:05:37.264 26/02/1989]',-0.050,88.577,0.033,-0.127
'[00:05:37.268 26/02/1989]',-0.048,87.769,0.026,-0.124
'[00:05:37.272 26/02/1989]',-0.040,86.961,0.041,-0.125
'[00:05:37.276 26/02/1989]',-0.034,86.423,0.044,-0.125
'[00:05:37.280 26/02/1989]',-0.024,85.615,0.047,-0.123
'[00:05:37.284 26/02/1989]',-0.024,86.154,0.036,-0.123
'[00:05:37.288 26/02/1989]',-0.024,85.615,0.034,-0.121
'[00:05:37.292 26/02/1989]',-0.002,85.615,0.032,-0.124
'[00:05:37.296 26/02/1989]',-0.008,85.077,0.021,-0.125
'[00:05:37.300 26/02/1989]',-0.000,85.077,0.015,-0.124
'[00:05:37.304 26/02/1989]',0.032,85.615,-0.012,-0.124
'[00:05:37.308 26/02/1989]',0.114,85.077,-0.008,-0.124
'[00:05:37.312 26/02/1989]',0.290,84.808,-0.016,-0.125
'[00:05:37.316 26/02/1989]',0.516,84.538,-0.023,-0.125
'[00:05:37.320 26/02/1989]',0.896,84.538,-0.011,-0.123
'[00:05:37.324 26/02/1989]',1.040,84.269,-0.019,-0.125
'[00:05:37.328 26/02/1989]',0.872,83.731,-0.026,-0.126
'[00:05:37.332 26/02/1989]',0.648,84.000,-0.031,-0.125
