      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[04:55:30.000 20/07/89]  3450000     "    0    0    0	W
[04:56:00.000 20/07/89]  3457500     "    0    0    0	W
[04:56:30.000 20/07/89]  3465000     "    0    0    0	W
[04:57:00.000 20/07/89]  3472500     "    0    0    0	W
[04:57:30.000 20/07/89]  3480000     "    0    0    0	W
[04:58:00.000 20/07/89]  3487500     "    0    0    0	W
[04:58:30.000 20/07/89]  3495000     "    0    0    0	W
[04:59:00.000 20/07/89]  3502500     "    0    0    0	W
[04:59:30.000 20/07/89]  3510000     "    0    0    0	W
[05:00:00.000 20/07/89]  3517500     "    0    0    0	W
[05:00:30.000 20/07/89]  3525000     "    0    0    0	W
[05:01:00.000 20/07/89]  3532500     "    0    0    0	W
[05:01:30.000 20/07/89]  3540000     "    0    0    0	W
[05:02:00.000 20/07/89]  3547500     "    0    0    0	W
[05:02:30.000 20/07/89]  3555000     "    0    0    0	W
[05:03:00.000 20/07/89]  3562500     "    0    0    0	W
[05:03:30.000 20/07/89]  3570000     "    0    0    0	W
[05:04:00.000 20/07/89]  3577500     "    0    0    0	W
[05:04:30.000 20/07/89]  3585000     "    0    0    0	W
[05:05:00.000 20/07/89]  3592500     "    0    0    0	W
[05:05:30.000 20/07/89]  3600000     "    0    0    0	W
[05:06:00.000 20/07/89]  3607500     "    0    0    0	W
[05:06:30.000 20/07/89]  3615000     "    0    0    0	W
[05:07:00.000 20/07/89]  3622500     "    0    0    0	W
[05:07:30.000 20/07/89]  3630000     "    0    0    0	W
[05:08:00.000 20/07/89]  3637500     "    0    0    0	W
[05:08:30.000 20/07/89]  3645000     "    0    0    0	W
[05:09:00.000 20/07/89]  3652500     "    0    0    0	W
[05:09:30.000 20/07/89]  3660000     "    0    0    0	W
[05:10:00.000 20/07/89]  3667500     "    0    0    0	W
[05:10:30.000 20/07/89]  3675000     "    0    0    0	W
[05:11:00.000 20/07/89]  3682500     "    0    0    0	W
[05:11:30.000 20/07/89]  3690000     "    0    0    0	W
[05:12:00.000 20/07/89]  3697500     "    0    0    0	W
[05:12:30.000 20/07/89]  3705000     "    0    0    0	W
[05:13:00.000 20/07/89]  3712500     "    0    0    0	W
[05:13:30.000 20/07/89]  3720000     "    0    0    0	W
[05:14:00.000 20/07/89]  3727500     "    0    0    0	W
[05:14:30.000 20/07/89]  3735000     "    0    0    0	W
[05:15:00.000 20/07/89]  3742500     "    0    0    0	W
[05:15:30.000 20/07/89]  3750000     "    0    0    0	W
[05:16:00.000 20/07/89]  3757500     "    0    0    0	W
[05:16:30.000 20/07/89]  3765000     "    0    0    0	W
[05:17:00.000 20/07/89]  3772500     "    0    0    0	W
[05:17:30.000 20/07/89]  3780000     "    0    0    0	W
[05:18:00.000 20/07/89]  3787500     "    0    0    0	W
[05:18:30.000 20/07/89]  3795000     "    0    0    0	W
[05:19:00.000 20/07/89]  3802500     "    0    0    0	W
[05:19:30.000 20/07/89]  3810000     "    0    0    0	W
[05:20:00.000 20/07/89]  3817500     "    0    0    0	W
[05:20:30.000 20/07/89]  3825000     "    0    0    0	W
[05:21:00.000 20/07/89]  3832500     "    0    0    0	W
[05:21:30.000 20/07/89]  3840000     "    0    0    0	W
[05:22:00.000 20/07/89]  3847500     "    0    0    0	W
[05:22:30.000 20/07/89]  3855000     "    0    0    0	W
[05:23:00.000 20/07/89]  3862500     "    0    0    0	W
[05:23:30.000 20/07/89]  3870000     "    0    0    0	W
[05:24:00.000 20/07/89]  3877500     "    0    0    0	W
[05:24:30.000 20/07/89]  3885000     "    0    0    0	W
[05:25:00.000 20/07/89]  3892500     "    0    0    0	W
[05:25:30.000 20/07/89]  3900000     "    0    0    0	W
[05:26:00.000 20/07/89]  3907500     "    0    0    0	W
[05:26:30.000 20/07/89]  3915000     "    0    0    0	W
[05:27:00.000 20/07/89]  3922500     "    0    0    0	W
[05:27:30.000 20/07/89]  3930000     "    0    0    0	W
[05:28:00.000 20/07/89]  3937500     "    0    0    0	W
[05:28:30.000 20/07/89]  3945000     "    0    0    0	W
[05:29:00.000 20/07/89]  3952500     "    0    0    0	W
[05:29:30.000 20/07/89]  3960000     "    0    0    0	W
[05:30:00.000 20/07/89]  3967500     "    0    0    0	W
[05:30:30.000 20/07/89]  3975000     "    0    0    0	W
[05:31:00.000 20/07/89]  3982500     "    0    0    0	W
[05:31:30.000 20/07/89]  3990000     "    0    0    0	W
[05:32:00.000 20/07/89]  3997500     "    0    0    0	W
[05:32:30.000 20/07/89]  4005000     "    0    0    0	W
[05:33:00.000 20/07/89]  4012500     "    0    0    0	W
[05:33:30.000 20/07/89]  4020000     "    0    0    0	W
[05:34:00.000 20/07/89]  4027500     "    0    0    0	W
[05:34:30.000 20/07/89]  4035000     "    0    0    0	W
[05:35:00.000 20/07/89]  4042500     "    0    0    0	W
[05:35:30.000 20/07/89]  4050000     "    0    0    0	W
[05:36:00.000 20/07/89]  4057500     "    0    0    0	W
[05:36:30.000 20/07/89]  4065000     "    0    0    0	W
[05:37:00.000 20/07/89]  4072500     "    0    0    0	W
[05:37:30.000 20/07/89]  4080000     "    0    0    0	W
[05:38:00.000 20/07/89]  4087500     "    0    0    0	W
[05:38:30.000 20/07/89]  4095000     "    0    0    0	W
[05:39:00.000 20/07/89]  4102500     "    0    0    0	W
[05:39:30.000 20/07/89]  4110000     "    0    0    0	W
[05:40:00.000 20/07/89]  4117500     "    0    0    0	W
[05:40:30.000 20/07/89]  4125000     "    0    0    0	W
[05:41:00.000 20/07/89]  4132500     "    0    0    0	W
[05:41:30.000 20/07/89]  4140000     "    0    0    0	W
[05:42:00.000 20/07/89]  4147500     "    0    0    0	W
[05:42:30.000 20/07/89]  4155000     "    0    0    0	W
[05:43:00.000 20/07/89]  4162500     "    0    0    0	W
[05:43:30.000 20/07/89]  4170000     "    0    0    0	W
[05:44:00.000 20/07/89]  4177500     "    0    0    0	W
[05:44:30.000 20/07/89]  4185000     "    0    0    0	W
[05:45:00.000 20/07/89]  4192500     "    0    0    0	W
[05:45:30.000 20/07/89]  4200000     "    0    0    0	1
[05:46:00.000 20/07/89]  4207500     "    0    0    0	W X
[05:46:30.000 20/07/89]  4215000     "    0    0    0	1
[05:47:00.000 20/07/89]  4222500     "    0    0    0	W
[05:47:30.000 20/07/89]  4230000     "    0    0    0	1
[05:48:00.000 20/07/89]  4237500     "    0    0    0	W
[05:48:30.000 20/07/89]  4245000     "    0    0    0	1
[05:49:00.000 20/07/89]  4252500     "    0    0    0	W
[05:49:30.000 20/07/89]  4260000     "    0    0    0	1
[05:50:00.000 20/07/89]  4267500     "    0    0    0	2
[05:50:30.000 20/07/89]  4275000     "    0    0    0	W
[05:51:00.000 20/07/89]  4282500     "    0    0    0	W
[05:51:30.000 20/07/89]  4290000     "    0    0    0	W
[05:52:00.000 20/07/89]  4297500     "    0    0    0	W
[05:52:30.000 20/07/89]  4305000     "    0    0    0	W
[05:53:00.000 20/07/89]  4312500     "    0    0    0	W
[05:53:30.000 20/07/89]  4320000     "    0    0    0	W
[05:54:00.000 20/07/89]  4327500     "    0    0    0	1 X
[05:54:30.000 20/07/89]  4335000     "    0    0    0	W
[05:55:00.000 20/07/89]  4342500     "    0    0    0	W
[05:55:30.000 20/07/89]  4350000     "    0    0    0	W
[05:56:00.000 20/07/89]  4357500     "    0    0    0	W
[05:56:30.000 20/07/89]  4365000     "    0    0    0	W
[05:57:00.000 20/07/89]  4372500     "    0    0    0	W
[05:57:30.000 20/07/89]  4380000     "    0    0    0	1 X
[05:58:00.000 20/07/89]  4387500     "    0    0    0	1
[05:58:30.000 20/07/89]  4395000     "    0    0    0	W X
[05:59:00.000 20/07/89]  4402500     "    0    0    0	1
[05:59:30.000 20/07/89]  4410000     "    0    0    0	W
[06:00:00.000 20/07/89]  4417500     "    0    0    0	W X
[06:00:30.000 20/07/89]  4425000     "    0    0    0	1
[06:01:00.000 20/07/89]  4432500     "    0    0    0	2
[06:01:30.000 20/07/89]  4440000     "    0    0    0	2
[06:02:00.000 20/07/89]  4447500     "    0    0    0	2
[06:02:30.000 20/07/89]  4455000     "    0    0    0	2 X
[06:03:00.000 20/07/89]  4462500     "    0    0    0	2 X
[06:03:30.000 20/07/89]  4470000     "    0    0    0	2
[06:04:00.000 20/07/89]  4477500     "    0    0    0	2
[06:04:30.000 20/07/89]  4485000     "    0    0    0	2
[06:05:00.000 20/07/89]  4492500     "    0    0    0	2 X
[06:05:30.000 20/07/89]  4500000     "    0    0    0	2 LA
[06:06:00.000 20/07/89]  4507500     "    0    0    0	W X
[06:06:30.000 20/07/89]  4515000     "    0    0    0	W
[06:07:00.000 20/07/89]  4522500     "    0    0    0	W
[06:07:30.000 20/07/89]  4530000     "    0    0    0	W
[06:08:00.000 20/07/89]  4537500     "    0    0    0	W
[06:08:30.000 20/07/89]  4545000     "    0    0    0	W
[06:09:00.000 20/07/89]  4552500     "    0    0    0	W
[06:09:30.000 20/07/89]  4560000     "    0    0    0	W
[06:10:00.000 20/07/89]  4567500     "    0    0    0	W
[06:10:30.000 20/07/89]  4575000     "    0    0    0	W
[06:11:00.000 20/07/89]  4582500     "    0    0    0	W
[06:11:30.000 20/07/89]  4590000     "    0    0    0	W
[06:12:00.000 20/07/89]  4597500     "    0    0    0	W
[06:12:30.000 20/07/89]  4605000     "    0    0    0	W
[06:13:00.000 20/07/89]  4612500     "    0    0    0	W
[06:13:30.000 20/07/89]  4620000     "    0    0    0	W
[06:14:00.000 20/07/89]  4627500     "    0    0    0	W
[06:14:30.000 20/07/89]  4635000     "    0    0    0	W
[06:15:00.000 20/07/89]  4642500     "    0    0    0	W
[06:15:30.000 20/07/89]  4650000     "    0    0    0	W
[06:16:00.000 20/07/89]  4657500     "    0    0    0	W
[06:16:30.000 20/07/89]  4665000     "    0    0    0	W
[06:17:00.000 20/07/89]  4672500     "    0    0    0	W
[06:17:30.000 20/07/89]  4680000     "    0    0    0	W
[06:18:00.000 20/07/89]  4687500     "    0    0    0	W
[06:18:30.000 20/07/89]  4695000     "    0    0    0	W
[06:19:00.000 20/07/89]  4702500     "    0    0    0	W
[06:19:30.000 20/07/89]  4710000     "    0    0    0	W
[06:20:00.000 20/07/89]  4717500     "    0    0    0	W
[06:20:30.000 20/07/89]  4725000     "    0    0    0	W
[06:21:00.000 20/07/89]  4732500     "    0    0    0	W
[06:21:30.000 20/07/89]  4740000     "    0    0    0	W
[06:22:00.000 20/07/89]  4747500     "    0    0    0	W
[06:22:30.000 20/07/89]  4755000     "    0    0    0	W
[06:23:00.000 20/07/89]  4762500     "    0    0    0	W
[06:23:30.000 20/07/89]  4770000     "    0    0    0	W
[06:24:00.000 20/07/89]  4777500     "    0    0    0	W
[06:24:30.000 20/07/89]  4785000     "    0    0    0	W
[06:25:00.000 20/07/89]  4792500     "    0    0    0	W
